ENSG00000160808	MYL3
ENSG00000278709	NKILA
ENSG00000183978	COA3
ENSG00000133169	BEX1
ENSG00000119535	CSF3R
ENSG00000256340	ABCC6P1
ENSG00000260244	RP11-588K22.2
ENSG00000028203	VEZT
ENSG00000087510	TFAP2C
ENSG00000151640	DPYSL4
ENSG00000124614	RPS10
ENSG00000138303	ASCC1
ENSG00000085377	PREP
ENSG00000266411	RP11-180P8.3
ENSG00000281706	LINC01012
ENSG00000113119	TMCO6
ENSG00000260329	RP11-412D9.4
ENSG00000279400	CTD-2353F22.2
ENSG00000188338	SLC38A3
ENSG00000084693	AGBL5
ENSG00000148358	GPR107
ENSG00000236532	AL035610.2
ENSG00000132688	NES
ENSG00000123908	AGO2
ENSG00000272690	RP11-803B1.8
ENSG00000125744	RTN2
ENSG00000125037	EMC3
ENSG00000058799	YIPF1
ENSG00000139211	AMIGO2
ENSG00000182325	FBXL6
ENSG00000167700	MFSD3
ENSG00000145391	SETD7
ENSG00000163040	CCDC74A
ENSG00000119537	KDSR
ENSG00000111879	FAM184A
ENSG00000135299	ANKRD6
ENSG00000123091	RNF11
ENSG00000183067	IGSF5
ENSG00000095383	TBC1D2
ENSG00000122557	HERPUD2
ENSG00000153187	HNRNPU
ENSG00000203724	C1orf53
ENSG00000170807	LMOD2
ENSG00000132423	COQ3
ENSG00000136997	MYC
ENSG00000237190	CDKN2AIPNL
ENSG00000136811	ODF2
ENSG00000116752	BCAS2
ENSG00000226508	AC104655.3
ENSG00000146414	SHPRH
ENSG00000130363	RSPH3
ENSG00000218819	TDRD15
ENSG00000161298	ZNF382
ENSG00000113312	TTC1
ENSG00000126522	ASL
ENSG00000146263	MMS22L
ENSG00000166004	CEP295
ENSG00000103145	HCFC1R1
ENSG00000126524	SBDS
ENSG00000171606	ZNF274
ENSG00000214087	ARL16
ENSG00000196975	ANXA4
ENSG00000135248	FAM71F1
ENSG00000162928	PEX13
ENSG00000283526	RP11-40A7.2
ENSG00000226479	TMEM185B
ENSG00000116641	DOCK7
ENSG00000198125	MB
ENSG00000156928	MALSU1
ENSG00000231566	RP5-1158E12.3
ENSG00000106018	VIPR2
ENSG00000187566	NHLRC1
ENSG00000166822	TMEM170A
ENSG00000130159	ECSIT
ENSG00000175592	FOSL1
ENSG00000281344	HELLPAR
ENSG00000176463	SLCO3A1
ENSG00000204186	ZDBF2
ENSG00000136630	HLX
ENSG00000114126	TFDP2
ENSG00000100796	PPP4R3A
ENSG00000181817	LSM10
ENSG00000263155	MYZAP
ENSG00000231689	LINC01090
ENSG00000273001	RP11-118K6.3
ENSG00000100220	RTCB
ENSG00000124783	SSR1
ENSG00000160256	FAM207A
ENSG00000140386	SCAPER
ENSG00000215187	FAM166B
ENSG00000164117	FBXO8
ENSG00000100503	NIN
ENSG00000167565	SERTAD3
ENSG00000246350	RP5-1186N24.3
ENSG00000005194	CIAPIN1
ENSG00000189431	RASSF10
ENSG00000187555	USP7
ENSG00000114302	PRKAR2A
ENSG00000153485	TMEM251
ENSG00000054965	FAM168A
ENSG00000243701	DUBR
ENSG00000166963	MAP1A
ENSG00000241553	ARPC4
ENSG00000155189	AGPAT5
ENSG00000214530	STARD10
ENSG00000100997	ABHD12
ENSG00000162390	ACOT11
ENSG00000179912	R3HDM2
ENSG00000138678	GPAT3
ENSG00000166501	PRKCB
ENSG00000140199	SLC12A6
ENSG00000055483	USP36
ENSG00000117834	SLC5A9
ENSG00000100206	DMC1
ENSG00000188191	PRKAR1B
ENSG00000136059	VILL
ENSG00000275223	RP1-63M2.7
ENSG00000134014	ELP3
ENSG00000138792	ENPEP
ENSG00000160691	SHC1
ENSG00000198400	NTRK1
ENSG00000177822	AC108142.1
ENSG00000181418	DDN
ENSG00000140367	UBE2Q2
ENSG00000061492	WNT8A
ENSG00000110717	NDUFS8
ENSG00000197837	HIST4H4
ENSG00000197063	MAFG
ENSG00000184524	CEND1
ENSG00000115866	DARS
ENSG00000165091	TMC1
ENSG00000088766	CRLS1
ENSG00000241135	LINC00881
ENSG00000169372	CRADD
ENSG00000178053	MLF1
ENSG00000204525	HLA-C
ENSG00000003249	DBNDD1
ENSG00000249116	CTD-2194D22.3
ENSG00000143353	LYPLAL1
ENSG00000106278	PTPRZ1
ENSG00000183914	DNAH2
ENSG00000215218	UBE2QL1
ENSG00000204084	INPP5B
ENSG00000127920	GNG11
ENSG00000144642	RBMS3
ENSG00000171189	GRIK1
ENSG00000168421	RHOH
ENSG00000107864	CPEB3
ENSG00000160194	NDUFV3
ENSG00000221716	SNORA11
ENSG00000165152	TMEM246
ENSG00000107833	NPM3
ENSG00000142871	CYR61
ENSG00000271401	RP11-171I2.3
ENSG00000164266	SPINK1
ENSG00000166923	GREM1
ENSG00000242759	LINC00882
ENSG00000121797	CCRL2
ENSG00000145386	CCNA2
ENSG00000224958	PGM5-AS1
ENSG00000207279	SNORD116-24
ENSG00000160336	ZNF761
ENSG00000027644	INSRR
ENSG00000180884	ZNF792
ENSG00000170571	EMB
ENSG00000196110	ZNF699
ENSG00000163431	LMOD1
ENSG00000181523	SGSH
ENSG00000177133	LINC00982
ENSG00000148688	RPP30
ENSG00000182504	CEP97
ENSG00000133124	IRS4
ENSG00000188242	PP7080
ENSG00000173208	ABCD2
ENSG00000140988	RPS2
ENSG00000140474	ULK3
ENSG00000128274	A4GALT
ENSG00000182050	MGAT4C
ENSG00000259062	ACTN1-AS1
ENSG00000041802	LSG1
ENSG00000261175	CTD-2015G9.2
ENSG00000181381	DDX60L
ENSG00000179082	C9orf106
ENSG00000198917	C9orf114
ENSG00000136099	PCDH8
ENSG00000164082	GRM2
ENSG00000233110	RP11-301L8.2
ENSG00000171777	RASGRP4
ENSG00000116984	MTR
ENSG00000277969	CTB-58E17.1
ENSG00000141655	TNFRSF11A
ENSG00000151892	GFRA1
ENSG00000176845	METRNL
ENSG00000177511	ST8SIA3
ENSG00000070019	GUCY2C
ENSG00000115112	TFCP2L1
ENSG00000062485	CS
ENSG00000149564	ESAM
ENSG00000196083	IL1RAP
ENSG00000168778	TCTN2
ENSG00000274922	RP11-88E10.5
ENSG00000163694	RBM47
ENSG00000158417	EIF5B
ENSG00000138190	EXOC6
ENSG00000268894	PLCE1-AS1
ENSG00000197265	GTF2E2
ENSG00000137106	GRHPR
ENSG00000135316	SYNCRIP
ENSG00000109919	MTCH2
ENSG00000164024	METAP1
ENSG00000131969	ABHD12B
ENSG00000166922	SCG5
ENSG00000196182	STK40
ENSG00000186212	SOWAHB
ENSG00000177283	FZD8
ENSG00000100380	ST13
ENSG00000179010	MRFAP1
ENSG00000225444	AC087073.1
ENSG00000178163	ZNF518B
ENSG00000103710	RASL12
ENSG00000166833	NAV2
ENSG00000173153	ESRRA
ENSG00000177954	RPS27
ENSG00000111581	NUP107
ENSG00000268628	RP1-122P22.4
ENSG00000130055	GDPD2
ENSG00000156398	SFXN2
ENSG00000267391	MIR122
ENSG00000100473	COCH
ENSG00000142273	CBLC
ENSG00000184110	EIF3C
ENSG00000090661	CERS4
ENSG00000058673	ZC3H11A
ENSG00000179152	TCAIM
ENSG00000135002	RFK
ENSG00000125304	TM9SF2
ENSG00000149923	PPP4C
ENSG00000170345	FOS
ENSG00000150768	DLAT
ENSG00000052841	TTC17
ENSG00000130349	C6orf203
ENSG00000167106	FAM102A
ENSG00000015676	NUDCD3
ENSG00000114861	FOXP1
ENSG00000232973	CYP1B1-AS1
ENSG00000061918	GUCY1B3
ENSG00000155760	FZD7
ENSG00000102144	PGK1
ENSG00000165300	SLITRK5
ENSG00000067836	ROGDI
ENSG00000244274	DBNDD2
ENSG00000263761	GDF2
ENSG00000160111	CPAMD8
ENSG00000144644	GADL1
ENSG00000184162	NR2C2AP
ENSG00000198551	ZNF627
ENSG00000197785	ATAD3A
ENSG00000143409	FAM63A
ENSG00000115524	SF3B1
ENSG00000105339	DENND3
ENSG00000128626	MRPS12
ENSG00000260293	RP11-715J22.6
ENSG00000166133	RPUSD2
ENSG00000228835	AC012123.1
ENSG00000167112	TRUB2
ENSG00000134871	COL4A2
ENSG00000198429	ZNF69
ENSG00000186479	RGS7BP
ENSG00000170632	ARMC10
ENSG00000130300	PLVAP
ENSG00000018408	WWTR1
ENSG00000135643	KCNMB4
ENSG00000273374	RP11-383I23.2
ENSG00000101695	RNF125
ENSG00000184611	KCNH7
ENSG00000255367	RP13-726E6.2
ENSG00000163507	KIAA1524
ENSG00000196511	TPK1
ENSG00000100033	PRODH
ENSG00000103978	TMEM87A
ENSG00000133275	CSNK1G2
ENSG00000124143	ARHGAP40
ENSG00000206053	HN1L
ENSG00000198774	RASSF9
ENSG00000157502	MUM1L1
ENSG00000100842	EFS
ENSG00000164463	CREBRF
ENSG00000065615	CYB5R4
ENSG00000205002	AARD
ENSG00000236384	LINC00479
ENSG00000138279	ANXA7
ENSG00000137710	RDX
ENSG00000089280	FUS
ENSG00000105058	FAM32A
ENSG00000167723	TRPV3
ENSG00000185100	ADSSL1
ENSG00000197056	ZMYM1
ENSG00000105426	PTPRS
ENSG00000157837	SPPL3
ENSG00000186439	TRDN
ENSG00000160216	AGPAT3
ENSG00000143621	ILF2
ENSG00000254862	RP11-159H22.2
ENSG00000125810	CD93
ENSG00000136522	MRPL47
ENSG00000100852	ARHGAP5
ENSG00000148291	SURF2
ENSG00000176749	CDK5R1
ENSG00000172757	CFL1
ENSG00000187840	EIF4EBP1
ENSG00000282381	RP11-328P23.4
ENSG00000112763	BTN2A1
ENSG00000241684	ADAMTS9-AS2
ENSG00000111144	LTA4H
ENSG00000127951	FGL2
ENSG00000215478	CES5AP1
ENSG00000070770	CSNK2A2
ENSG00000235609	AF127936.9
ENSG00000204385	SLC44A4
ENSG00000124302	CHST8
ENSG00000124702	KLHDC3
ENSG00000106868	SUSD1
ENSG00000034693	PEX3
ENSG00000103490	PYCARD
ENSG00000196814	MVB12B
ENSG00000172602	RND1
ENSG00000166548	TK2
ENSG00000129244	ATP1B2
ENSG00000231698	AP002856.5
ENSG00000173269	MMRN2
ENSG00000170837	GPR27
ENSG00000143891	GALM
ENSG00000166750	SLFN5
ENSG00000166575	TMEM135
ENSG00000110583	NAA40
ENSG00000102265	TIMP1
ENSG00000169375	SIN3A
ENSG00000198417	MT1F
ENSG00000113555	PCDH12
ENSG00000203814	HIST2H2BF
ENSG00000146425	DYNLT1
ENSG00000164252	AGGF1
ENSG00000126091	ST3GAL3
ENSG00000196172	ZNF681
ENSG00000223865	HLA-DPB1
ENSG00000237174	RP11-415D17.3
ENSG00000224597	SVIL-AS1
ENSG00000169213	RAB3B
ENSG00000127483	HP1BP3
ENSG00000164096	C4orf3
ENSG00000123329	ARHGAP9
ENSG00000254192	CTC-558O2.2
ENSG00000159307	SCUBE1
ENSG00000158473	CD1D
ENSG00000268592	RAET1E-AS1
ENSG00000164488	DACT2
ENSG00000110693	SOX6
ENSG00000188976	NOC2L
ENSG00000171763	SPATA5L1
ENSG00000106351	AGFG2
ENSG00000232977	LINC00327
ENSG00000116016	EPAS1
ENSG00000175600	SUGCT
ENSG00000106537	TSPAN13
ENSG00000075539	FRYL
ENSG00000160209	PDXK
ENSG00000250519	RP11-680H20.2
ENSG00000145362	ANK2
ENSG00000123505	AMD1
ENSG00000129103	SUMF2
ENSG00000149131	SERPING1
ENSG00000103326	CAPN15
ENSG00000152484	USP12
ENSG00000172086	KRCC1
ENSG00000100246	DNAL4
ENSG00000175505	CLCF1
ENSG00000136869	TLR4
ENSG00000170634	ACYP2
ENSG00000139289	PHLDA1
ENSG00000124575	HIST1H1D
ENSG00000170959	DCDC1
ENSG00000132361	CLUH
ENSG00000155629	PIK3AP1
ENSG00000156587	UBE2L6
ENSG00000119787	ATL2
ENSG00000257446	ZNF878
ENSG00000092931	MFSD11
ENSG00000137747	TMPRSS13
ENSG00000231925	TAPBP
ENSG00000066248	NGEF
ENSG00000010165	METTL13
ENSG00000198208	RPS6KL1
ENSG00000115282	TTC31
ENSG00000146151	HMGCLL1
ENSG00000120942	UBIAD1
ENSG00000154945	ANKRD40
ENSG00000272145	NFYC-AS1
ENSG00000205364	MT1M
ENSG00000142208	AKT1
ENSG00000243943	ZNF512
ENSG00000259974	LINC00261
ENSG00000198736	MSRB1
ENSG00000141696	P3H4
ENSG00000011478	QPCTL
ENSG00000156787	TBC1D31
ENSG00000120324	PCDHB10
ENSG00000105989	WNT2
ENSG00000114757	PEX5L
ENSG00000029153	ARNTL2
ENSG00000008277	ADAM22
ENSG00000170549	IRX1
ENSG00000144339	TMEFF2
ENSG00000156162	DPY19L4
ENSG00000142611	PRDM16
ENSG00000101255	TRIB3
ENSG00000177738	CTD-2201E18.3
ENSG00000111728	ST8SIA1
ENSG00000196981	WDR5B
ENSG00000251562	MALAT1
ENSG00000206120	EGFEM1P
ENSG00000154783	FGD5
ENSG00000157833	GAREM2
ENSG00000104413	ESRP1
ENSG00000212123	PRR22
ENSG00000153066	TXNDC11
ENSG00000177674	AGTRAP
ENSG00000187123	LYPD6
ENSG00000172116	CD8B
ENSG00000104228	TRIM35
ENSG00000173402	DAG1
ENSG00000182667	NTM
ENSG00000136026	CKAP4
ENSG00000135185	TMEM243
ENSG00000132872	SYT4
ENSG00000004455	AK2
ENSG00000187867	PALM3
ENSG00000101019	UQCC1
ENSG00000106638	TBL2
ENSG00000129675	ARHGEF6
ENSG00000135597	REPS1
ENSG00000158882	TOMM40L
ENSG00000187764	SEMA4D
ENSG00000102109	PCSK1N
ENSG00000165804	ZNF219
ENSG00000260604	RP1-140K8.5
ENSG00000183798	EMILIN3
ENSG00000100564	PIGH
ENSG00000188643	S100A16
ENSG00000147459	DOCK5
ENSG00000127561	SYNGR3
ENSG00000089225	TBX5
ENSG00000129315	CCNT1
ENSG00000158856	DMTN
ENSG00000154734	ADAMTS1
ENSG00000160326	SLC2A6
ENSG00000166340	TPP1
ENSG00000182168	UNC5C
ENSG00000169967	MAP3K2
ENSG00000152944	MED21
ENSG00000163535	SGO2
ENSG00000178882	FAM101A
ENSG00000204685	STARD7-AS1
ENSG00000047644	WWC3
ENSG00000189091	SF3B3
ENSG00000147121	KRBOX4
ENSG00000242607	RPS3AP34
ENSG00000205086	C2orf91
ENSG00000111817	DSE
ENSG00000137812	CASC5
ENSG00000183779	ZNF703
ENSG00000224017	LINC01449
ENSG00000212195	U3
ENSG00000006210	CX3CL1
ENSG00000130827	PLXNA3
ENSG00000134240	HMGCS2
ENSG00000140905	GCSH
ENSG00000147471	PROSC
ENSG00000182287	AP1S2
ENSG00000062524	LTK
ENSG00000138101	DTNB
ENSG00000069869	NEDD4
ENSG00000101333	PLCB4
ENSG00000011347	SYT7
ENSG00000172264	MACROD2
ENSG00000011105	TSPAN9
ENSG00000047315	POLR2B
ENSG00000168386	FILIP1L
ENSG00000197555	SIPA1L1
ENSG00000152127	MGAT5
ENSG00000282024	RP3-467D16.3
ENSG00000173077	Dec-01
ENSG00000212916	MAP10
ENSG00000213762	ZNF134
ENSG00000172733	PURG
ENSG00000167635	ZNF146
ENSG00000278195	SSTR3
ENSG00000088726	TMEM40
ENSG00000063127	SLC6A16
ENSG00000151474	FRMD4A
ENSG00000184470	TXNRD2
ENSG00000254042	CTC-558O2.1
ENSG00000113649	TCERG1
ENSG00000165244	ZNF367
ENSG00000137038	TMEM261
ENSG00000238741	SCARNA7
ENSG00000109133	TMEM33
ENSG00000069122	ADGRF5
ENSG00000115266	APC2
ENSG00000115935	WIPF1
ENSG00000164167	LSM6
ENSG00000124541	RRP36
ENSG00000128272	ATF4
ENSG00000198961	PJA2
ENSG00000167065	DUSP18
ENSG00000154920	EME1
ENSG00000168314	MOBP
ENSG00000163029	SMC6
ENSG00000189046	ALKBH2
ENSG00000181827	RFX7
ENSG00000123689	G0S2
ENSG00000280302	RP11-64C12.1
ENSG00000151914	DST
ENSG00000127743	IL17B
ENSG00000188112	C6orf132
ENSG00000091592	NLRP1
ENSG00000206530	CFAP44
ENSG00000142973	CYP4B1
ENSG00000162604	TM2D1
ENSG00000168497	SDPR
ENSG00000090273	NUDC
ENSG00000182568	SATB1
ENSG00000171295	ZNF440
ENSG00000122952	ZWINT
ENSG00000104679	R3HCC1
ENSG00000206573	THUMPD3-AS1
ENSG00000186448	ZNF197
ENSG00000162885	B3GALNT2
ENSG00000051596	THOC3
ENSG00000100519	PSMC6
ENSG00000165511	C10orf25
ENSG00000186198	SLC51B
ENSG00000120725	SIL1
ENSG00000086506	HBQ1
ENSG00000183474	GTF2H2C
ENSG00000164283	ESM1
ENSG00000145526	CDH18
ENSG00000112041	TULP1
ENSG00000132003	ZSWIM4
ENSG00000140990	NDUFB10
ENSG00000120519	SLC10A7
ENSG00000274828	RP11-567M16.6
ENSG00000079308	TNS1
ENSG00000181284	TMEM102
ENSG00000280071	CH507-9B2.3
ENSG00000183715	OPCML
ENSG00000099821	POLRMT
ENSG00000068120	COASY
ENSG00000185352	HS6ST3
ENSG00000198910	L1CAM
ENSG00000159433	STARD9
ENSG00000164007	CLDN19
ENSG00000172037	LAMB2
ENSG00000186073	C15orf41
ENSG00000100167	Sep-03
ENSG00000237986	CELF2-AS2
ENSG00000277639	RP11-467J12.4
ENSG00000109705	NKX3-2
ENSG00000177469	PTRF
ENSG00000088387	DOCK9
ENSG00000121064	SCPEP1
ENSG00000095485	CWF19L1
ENSG00000138944	KIAA1644
ENSG00000162068	NTN3
ENSG00000158480	SPATA2
ENSG00000122481	RWDD3
ENSG00000213145	CRIP1
ENSG00000265808	SEC22B
ENSG00000142627	EPHA2
ENSG00000117410	ATP6V0B
ENSG00000157214	STEAP2
ENSG00000135535	CD164
ENSG00000148187	MRRF
ENSG00000157388	CACNA1D
ENSG00000080573	COL5A3
ENSG00000136937	NCBP1
ENSG00000082805	ERC1
ENSG00000185345	PARK2
ENSG00000165698	SPACA9
ENSG00000156042	CFAP70
ENSG00000053328	METTL24
ENSG00000135540	NHSL1
ENSG00000167491	GATAD2A
ENSG00000235920	AC073109.2
ENSG00000179604	CDC42EP4
ENSG00000197358	BNIP3P1
ENSG00000262246	CORO7
ENSG00000168140	VASN
ENSG00000176410	DNAJC30
ENSG00000156218	ADAMTSL3
ENSG00000053372	MRTO4
ENSG00000143322	ABL2
ENSG00000165501	LRR1
ENSG00000187486	KCNJ11
ENSG00000166681	BEX3
ENSG00000279348	RP11-566E18.1
ENSG00000180447	GAS1
ENSG00000145817	YIPF5
ENSG00000254602	AP000662.4
ENSG00000101413	RPRD1B
ENSG00000109680	TBC1D19
ENSG00000182175	RGMA
ENSG00000102218	RP2
ENSG00000235954	TTC28-AS1
ENSG00000105568	PPP2R1A
ENSG00000112695	COX7A2
ENSG00000186106	ANKRD46
ENSG00000108344	PSMD3
ENSG00000170545	SMAGP
ENSG00000155313	USP25
ENSG00000282012	LL22NC03-N95F10.1
ENSG00000230590	FTX
ENSG00000280511	RP11-35J1.2
ENSG00000159713	TPPP3
ENSG00000167136	ENDOG
ENSG00000143321	HDGF
ENSG00000151364	KCTD14
ENSG00000135250	SRPK2
ENSG00000084636	COL16A1
ENSG00000168610	STAT3
ENSG00000166793	YPEL4
ENSG00000149187	CELF1
ENSG00000143545	RAB13
ENSG00000131779	PEX11B
ENSG00000168994	PXDC1
ENSG00000169900	PYDC1
ENSG00000140403	DNAJA4
ENSG00000155749	ALS2CR12
ENSG00000152402	GUCY1A2
ENSG00000149809	TM7SF2
ENSG00000233922	AL133493.2
ENSG00000114982	KANSL3
ENSG00000172965	MIR4435-2HG
ENSG00000228863	RP11-404F10.2
ENSG00000196747	HIST1H2AI
ENSG00000120451	SNX19
ENSG00000188312	CENPP
ENSG00000023330	ALAS1
ENSG00000185436	IFNLR1
ENSG00000229207	SERPINH1P1
ENSG00000104824	HNRNPL
ENSG00000182255	KCNA4
ENSG00000140280	LYSMD2
ENSG00000117154	IGSF21
ENSG00000010610	CD4
ENSG00000125944	HNRNPR
ENSG00000101365	IDH3B
ENSG00000112659	CUL9
ENSG00000253305	PCDHGB6
ENSG00000235884	LINC00941
ENSG00000149925	ALDOA
ENSG00000162851	TFB2M
ENSG00000149639	SOGA1
ENSG00000268006	PTOV1-AS1
ENSG00000158106	RHPN1
ENSG00000158104	HPD
ENSG00000164332	UBLCP1
ENSG00000064270	ATP2C2
ENSG00000137337	MDC1
ENSG00000118298	CA14
ENSG00000139531	SUOX
ENSG00000084652	TXLNA
ENSG00000169860	P2RY1
ENSG00000162975	KCNF1
ENSG00000156869	FRRS1
ENSG00000107262	BAG1
ENSG00000279598	RP11-65L3.3
ENSG00000089876	DHX32
ENSG00000105520	PLPPR2
ENSG00000141298	SSH2
ENSG00000033867	SLC4A7
ENSG00000231389	HLA-DPA1
ENSG00000172172	MRPL13
ENSG00000143512	HHIPL2
ENSG00000169087	HSPBAP1
ENSG00000112378	PERP
ENSG00000092964	DPYSL2
ENSG00000134698	AGO4
ENSG00000188322	SBK1
ENSG00000154188	ANGPT1
ENSG00000107872	FBXL15
ENSG00000230126	FGF12-AS2
ENSG00000121753	ADGRB2
ENSG00000181143	MUC16
ENSG00000168398	BDKRB2
ENSG00000074966	TXK
ENSG00000172987	HPSE2
ENSG00000080845	DLGAP4
ENSG00000135297	MTO1
ENSG00000240342	RPS2P5
ENSG00000270022	RNU12
ENSG00000120699	EXOSC8
ENSG00000130706	ADRM1
ENSG00000164011	ZNF691
ENSG00000008300	CELSR3
ENSG00000171970	ZNF57
ENSG00000261326	LINC01355
ENSG00000259887	RP11-923I11.5
ENSG00000154240	CEP112
ENSG00000144840	RABL3
ENSG00000182405	PGBD4
ENSG00000132819	RBM38
ENSG00000243709	LEFTY1
ENSG00000145022	TCTA
ENSG00000025434	NR1H3
ENSG00000144847	IGSF11
ENSG00000125895	TMEM74B
ENSG00000176473	WDR25
ENSG00000105856	HBP1
ENSG00000116030	SUMO1
ENSG00000102996	MMP15
ENSG00000110218	PANX1
ENSG00000178425	NT5DC1
ENSG00000273888	FRMD6-AS1
ENSG00000257842	NOVA1-AS1
ENSG00000158863	FAM160B2
ENSG00000199145	MIR302D
ENSG00000230701	FBXW4P1
ENSG00000279390	AF127577.13
ENSG00000167962	ZNF598
ENSG00000156858	PRR14
ENSG00000167619	TMEM145
ENSG00000186153	WWOX
ENSG00000187676	B3GLCT
ENSG00000141542	RAB40B
ENSG00000101310	SEC23B
ENSG00000164187	LMBRD2
ENSG00000139132	FGD4
ENSG00000148840	PPRC1
ENSG00000185215	TNFAIP2
ENSG00000165801	ARHGEF40
ENSG00000161091	MFSD12
ENSG00000135324	MRAP2
ENSG00000102900	NUP93
ENSG00000126457	PRMT1
ENSG00000237356	AL163953.3
ENSG00000261572	RP11-384L8.1
ENSG00000174891	RSRC1
ENSG00000115946	PNO1
ENSG00000145833	DDX46
ENSG00000165417	GTF2A1
ENSG00000175793	SFN
ENSG00000136891	TEX10
ENSG00000176340	COX8A
ENSG00000103043	VAC14
ENSG00000099875	MKNK2
ENSG00000206432	TMEM200C
ENSG00000144747	TMF1
ENSG00000022567	SLC45A4
ENSG00000078070	MCCC1
ENSG00000178726	THBD
ENSG00000056586	RC3H2
ENSG00000170464	DNAJC18
ENSG00000127884	ECHS1
ENSG00000124523	SIRT5
ENSG00000137843	PAK6
ENSG00000114650	SCAP
ENSG00000007202	KIAA0100
ENSG00000188938	FAM120AOS
ENSG00000173011	TADA2B
ENSG00000081138	CDH7
ENSG00000173673	HES3
ENSG00000138759	FRAS1
ENSG00000207442	SNORD116-6
ENSG00000272320	RP11-506K6.4
ENSG00000280222	RP11-174G17.3
ENSG00000172375	C2CD2L
ENSG00000137801	THBS1
ENSG00000144488	ESPNL
ENSG00000162367	TAL1
ENSG00000171311	EXOSC1
ENSG00000144655	CSRNP1
ENSG00000104774	MAN2B1
ENSG00000198520	C1orf228
ENSG00000247077	PGAM5
ENSG00000138771	SHROOM3
ENSG00000158352	SHROOM4
ENSG00000155545	MIER3
ENSG00000117143	UAP1
ENSG00000125740	FOSB
ENSG00000111615	KRR1
ENSG00000179528	LBX2
ENSG00000258987	RP11-131H24.4
ENSG00000182752	PAPPA
ENSG00000082438	COBLL1
ENSG00000013016	EHD3
ENSG00000164051	CCDC51
ENSG00000105248	CCDC94
ENSG00000169813	HNRNPF
ENSG00000206656	SNORD116-17
ENSG00000114904	NEK4
ENSG00000213465	ARL2
ENSG00000197771	MCMBP
ENSG00000182774	RPS17
ENSG00000108641	B9D1
ENSG00000280344	AC009166.7
ENSG00000164163	ABCE1
ENSG00000150556	LYPD6B
ENSG00000114745	GORASP1
ENSG00000205143	ARID3C
ENSG00000165916	PSMC3
ENSG00000117148	ACTL8
ENSG00000185269	NOTUM
ENSG00000175315	CST6
ENSG00000076242	MLH1
ENSG00000139220	PPFIA2
ENSG00000109736	MFSD10
ENSG00000089050	RBBP9
ENSG00000196405	EVL
ENSG00000188997	KCTD21
ENSG00000257093	KIAA1147
ENSG00000214872	SMTNL1
ENSG00000213186	TRIM59
ENSG00000221953	C1orf229
ENSG00000126814	TRMT5
ENSG00000131264	CDX4
ENSG00000184465	WDR27
ENSG00000156345	CDK20
ENSG00000105171	POP4
ENSG00000172725	CORO1B
ENSG00000196632	WNK3
ENSG00000179673	RPRML
ENSG00000221890	NPTXR
ENSG00000166147	FBN1
ENSG00000115884	SDC1
ENSG00000119013	NDUFB3
ENSG00000197879	MYO1C
ENSG00000165434	PGM2L1
ENSG00000144712	CAND2
ENSG00000214711	CAPN14
ENSG00000151176	PLBD2
ENSG00000067955	CBFB
ENSG00000106305	AIMP2
ENSG00000147100	SLC16A2
ENSG00000261963	CCDC92B
ENSG00000068784	SRBD1
ENSG00000142619	PADI3
ENSG00000083857	FAT1
ENSG00000196549	MME
ENSG00000136826	KLF4
ENSG00000163162	RNF149
ENSG00000125257	ABCC4
ENSG00000153250	RBMS1
ENSG00000196542	SPTSSB
ENSG00000110013	SIAE
ENSG00000248115	RP11-752D24.2
ENSG00000087258	GNAO1
ENSG00000093183	SEC22C
ENSG00000251896	SNORD116-27
ENSG00000246985	SOCS2-AS1
ENSG00000132541	RIDA
ENSG00000160753	RUSC1
ENSG00000261371	PECAM1
ENSG00000175970	UNC119B
ENSG00000121988	ZRANB3
ENSG00000198420	TCAF1
ENSG00000173281	PPP1R3B
ENSG00000227640	SOX21-AS1
ENSG00000116183	PAPPA2
ENSG00000198830	HMGN2
ENSG00000163344	PMVK
ENSG00000112164	GLP1R
ENSG00000019144	PHLDB1
ENSG00000137133	HINT2
ENSG00000107295	SH3GL2
ENSG00000106415	GLCCI1
ENSG00000224865	AC009518.4
ENSG00000234160	RP11-613M10.6
ENSG00000130332	LSM7
ENSG00000277778	PGM5P2
ENSG00000180773	SLC36A4
ENSG00000173221	GLRX
ENSG00000166685	COG1
ENSG00000233723	LINC01122
ENSG00000146352	CLVS2
ENSG00000270510	RP11-777F6.3
ENSG00000094975	SUCO
ENSG00000224165	DNAJC27-AS1
ENSG00000143970	ASXL2
ENSG00000169136	ATF5
ENSG00000274248	AJ011932.1
ENSG00000125991	ERGIC3
ENSG00000092345	DAZL
ENSG00000131477	RAMP2
ENSG00000117758	STX12
ENSG00000154274	C4orf19
ENSG00000251408	RP11-586D19.2
ENSG00000069966	GNB5
ENSG00000081019	RSBN1
ENSG00000255302	EID1
ENSG00000215912	TTC34
ENSG00000160294	MCM3AP
ENSG00000198088	NUP62CL
ENSG00000101084	C20orf24
ENSG00000178297	TMPRSS9
ENSG00000280347	AC000123.2
ENSG00000130590	SAMD10
ENSG00000113240	CLK4
ENSG00000107672	NSMCE4A
ENSG00000166908	PIP4K2C
ENSG00000121211	MND1
ENSG00000133247	KMT5C
ENSG00000169684	CHRNA5
ENSG00000184613	NELL2
ENSG00000196159	FAT4
ENSG00000163872	YEATS2
ENSG00000198380	GFPT1
ENSG00000196932	TMEM26
