gene	zscore	p_value_neg
USP22	0.060688538	0.663048065
KIAA1919	0.060546927	0.617861783
SMPDL3B	0.060512573	0.596895739
HHLA3	0.060504598	0.57113935
ATP13A5	0.060468447	0.711515831
UGGT1	0.060424367	0.740732414
FAM189B	0.060338772	0.812531584
OGFOD2	0.060314118	0.708111352
COL19A1	0.060286205	0.617138907
ZNF839	0.060269593	0.571933567
VAT1L	0.060192879	0.603192347
DEFB131	0.060184358	0.514059843
KLF4	0.060171095	0.141582691
SIGIRR	0.060158449	0.173227346
ZNF197	0.060121739	0.655348093
ZNF304	0.06006524	0.731290672
NEDD8-MDP1	0.060055171	0.767089979
MTIF3	0.060019832	0.555501156
TMEM132A	0.059931665	0.480254309
HLX	0.05989042	0.611898063
KIR3DL1	0.059886032	0.602971981
SEMG1	0.059839295	0.686461791
SEMA6A	0.059817638	0.7479095
C7orf55	0.059815731	0.750568112
BRMS1L	0.059763425	0.420913375
HCFC2	0.05976006	0.666361788
KIAA1210	0.059755003	0.763515856
TTC12	0.05971396	0.750469865
IFIT5	0.059676467	0.445311996
FAM229B	0.059673312	0.801786789
SH2D1A	0.059665156	0.675207176
FZR1	0.059648113	0.562781484
FHL1	0.059554951	0.128120443
RDH8	0.059423592	0.718433261
SLC22A5	0.059403893	0.452641875
PLA2G16	0.059256915	0.739395666
ZNF454	0.059140003	0.630358905
ATPIF1	0.059129362	0.283917208
ZNF215	0.059074739	0.655011826
IL10RA	0.059061963	0.547318134
OR2B3	0.05902156	0.597332595
RILP	0.059020873	0.63894889
DDX42	0.059009073	0.817051957
CFAP221	0.059005573	0.638921529
CA2	0.058906688	0.671317566
THAP9	0.058886441	0.65663489
PIR	0.058832991	0.732202068
IL18	0.058827728	0.137148524
FUT1	0.058806881	0.705605737
LOC653602	0.058756086	0.579515674
SLC28A2	0.058742098	0.710102369
MRPL40	0.058720834	0.420784479
MRPL30	0.058695723	0.700186007
BNIP2	0.058679952	0.638185459
RPL18A	0.058668227	0.731437291
TRADD	0.058654584	0.728517523
AREG	0.058624677	0.631981193
OVGP1	0.058560787	0.350341745
SLC25A30	0.058521273	0.327806532
BTBD10	0.058509899	0.642459336
PGBD4	0.058450246	0.496154627
FBXO16	0.058415797	0.611778196
PLK5	0.058411723	0.672924823
AMY2B	0.058366181	0.635035159
B3GALNT2	0.058308602	0.526501973
AGBL2	0.058304181	0.562953659
FABP7	0.058284853	0.727810724
ZNF569	0.058272032	0.731219248
KRTAP4-12	0.058263854	0.740645187
TNK2	0.05824502	0.675317809
KEAP1	0.058175467	0.720972464
KLHL4	0.058166539	0.328913326
NAPB	0.058138027	0.615774196
ARHGEF37	0.058098027	0.626460861
EIF4A2	0.058085124	0.610302575
CLPTM1	0.058062228	0.483541073
ZNF727	0.058059613	0.617056972
ADAM22	0.058056493	0.753753401
OR12D3	0.057991919	0.727310157
HPSE	0.057958811	0.619399215
CCDC92	0.057919654	0.187460206
TACR2	0.057911052	0.599681116
ASPHD1	0.057864157	0.821676435
TMEM56-RWDD3	0.057855599	0.710158064
OR8B12	0.057833408	0.25362319
ZCCHC16	0.057817748	0.624690676
ATP6V0A1	0.057812453	0.59548778
PHOX2A	0.057749006	0.615692314
PCDHA12	0.057742559	0.701960851
ZNF491	0.057718339	0.5812847
SAP25	0.057709593	0.540498716
ACTA2	0.057704034	0.693614119
ST8SIA4	0.057676887	0.748678178
RAB7B	0.057622133	0.82649131
ZNF568	0.057587931	0.632260974
MRI1	0.057569351	0.3073694
PACRGL	0.057460952	0.732581559
KLHL34	0.057456451	0.232587878
LSM6	0.05745459	0.466110238
RAB13	0.057383136	0.818329382
TUBB6	0.057356386	0.705323047
BOD1	0.057342813	0.399311773
RQCD1	0.057219284	0.497206393
TAS2R7	0.057207824	0.478453598
SVIL	0.057159925	0.608181642
INPP5B	0.057097607	0.493344495
MASP2	0.057065185	0.51592434
LRRC17	0.057013416	0.67590182
NTS	0.056959373	0.69639732
KCNK2	0.056896773	0.852462466
SLC4A1AP	0.056886935	0.745457302
P2RY12	0.056804048	0.570665915
STARD3NL	0.056787701	0.677298203
ASTL	0.056759455	0.728793565
MKLN1	0.056703885	0.557159656
ACOT11	0.056679185	0.797700727
FRZB	0.056635229	0.736332286
RANBP6	0.056615258	0.714354735
LUZP2	0.056583799	0.761881218
C5orf38	0.056547367	0.827099004
C19orf81	0.056465712	0.663818777
ZNF512	0.056410469	0.472851505
TRPV1	0.056410335	0.505277579
XCL1	0.056382315	0.687409177
PNO1	0.056380529	0.826290203
DAZ4	0.056358919	0.799290949
ZNF300	0.056352775	0.781303358
NRXN3	0.056317456	0.37770372
TMEM55B	0.056267575	0.573689883
SOCS2	0.056262262	0.672297676
SUCO	0.056232863	0.401605902
TAS2R43	0.056194302	0.625009658
ANKRD37	0.056187638	0.635820209
VASH2	0.056168449	0.550875519
STXBP1	0.055937808	0.395347146
ITGB5	0.055871594	0.644366165
SPANXN5	0.055825806	0.727218459
OR2Y1	0.055816873	0.732347256
ACTL7B	0.055774911	0.578324951
CDC42BPA	0.055699897	0.727369083
NAT16	0.055695301	0.664973245
FNDC7	0.055676949	0.70609272
NCF4	0.055670723	0.667000939
KEL	0.055661849	0.643756767
HIVEP3	0.055656101	0.633464049
ACADS	0.055645206	0.654480139
GANC	0.055618129	0.441969229
NEUROG3	0.055544666	0.61102079
LIFR	0.055466951	0.481105149
ZNF696	0.055422726	0.555743064
TM7SF3	0.055401213	0.586486411
ESRRG	0.055311709	0.418862242
KIAA1024	0.055287278	0.634645387
ERP29	0.055249287	0.55235336
LCP1	0.055246856	0.782057673
LOC100129083	0.055238048	0.293807533
HCRTR2	0.05519946	0.635247251
CLDN12	0.055180537	0.83436323
RBMS3	0.055155517	0.639650599
XK	0.055092611	0.544367092
PRR14	0.055070774	0.619317476
IL6	0.055048705	0.711959044
OVCH1	0.054953989	0.660458548
LRRC31	0.054947702	0.441664663
NCCRP1	0.05492102	0.684949928
CNNM4	0.054914399	0.585154927
PPP2R2C	0.054885682	0.555646806
VWA3A	0.054872229	0.743659829
BTBD18	0.054845353	0.50842871
GYPE	0.054829693	0.755717417
MT1HL1	0.054813832	0.752905857
L1CAM	0.054813445	0.396030376
SCP2	0.05478865	0.534140564
OR6C74	0.05477324	0.81463932
SPINK6	0.054709881	0.424924459
IZUMO1R	0.054657889	0.695832915
C11orf88	0.054649431	0.554576691
CAMTA2	0.05464758	0.262729421
NPEPPS	0.054606693	0.594243202
VPREB3	0.054596302	0.672134287
NKD1	0.054543741	0.747726342
LPL	0.05451068	0.772619911
PPP1R3C	0.054483483	0.432546221
YTHDF3	0.054476958	0.81584826
LOC643355	0.05447038	0.76967487
CSPG5	0.054470139	0.732161133
KRTAP10-8	0.054459546	0.592478042
CYP39A1	0.054450512	0.779469188
SLC39A7	0.054431236	0.547535614
RAB23	0.054415536	0.699714167
IL22	0.054411356	0.620034872
YDJC	0.0543666	0.559015499
OR2W5	0.054353001	0.70165923
MED4	0.054351958	0.801266906
GFRAL	0.054265443	0.745501868
PRAMEF12	0.054222284	0.563217384
ABTB2	0.054205242	0.642089696
KRBOX1	0.054201066	0.529198538
SOS2	0.054200669	0.779517638
AP3S2	0.054111427	0.307414553
CA6	0.054072312	0.496351088
FAM120C	0.054024778	0.758327735
CSGALNACT1	0.054015101	0.439946752
SULT4A1	0.053887385	0.650096311
BNIP1	0.053868173	0.809075795
ORM1	0.053852201	0.707200999
WFDC9	0.053753333	0.611108115
RNASE8	0.053735342	0.70892605
RNASE10	0.053629883	0.705886261
CUBN	0.053619181	0.642060323
NAPSA	0.053618617	0.252904331
MROH9	0.053598496	0.367684092
ASGR2	0.053532754	0.666519356
PRKAG3	0.053518277	0.79185012
ENPP7	0.053509002	0.716555457
MS4A4A	0.053500198	0.73849266
FAM126B	0.053485577	0.359498265
WFDC11	0.053483717	0.565094927
SNX12	0.053475721	0.762043364
NMRK1	0.053472494	0.759380209
AADACL3	0.053435258	0.642069184
C11orf16	0.05341321	0.669764188
ELK3	0.053399579	0.492864342
AKNAD1	0.053350253	0.703008131
WDR48	0.053327861	0.741712308
HSPBP1	0.053316405	0.674777022
CHEK1	0.053235347	0.755506413
SETDB1	0.053232335	0.504459254
GPR12	0.05318011	0.740154854
ADAT2	0.053041127	0.738450197
SULF2	0.053025629	0.602924927
TCFL5	0.053014844	0.76998884
ZBTB10	0.053002303	0.73301843
TCEAL7	0.052997183	0.710259616
NCK1	0.052905996	0.775957029
CORO6	0.05272334	0.675296124
CRISPLD1	0.052722184	0.713565223
POLQ	0.052686958	0.541635191
ST8SIA5	0.052684838	0.240298405
ZDHHC17	0.052635993	0.605748459
SRPX	0.05253955	0.758357848
OR4D5	0.05247203	0.69054353
PUM2	0.052465647	0.647111206
PKNOX2	0.052455616	0.375850158
RIMBP3C	0.052435572	0.580160573
ABCC11	0.052358037	0.641794627
LAMC2	0.052356412	0.758236067
GK	0.052322571	0.335897188
BCL2L15	0.052248672	0.595930707
SLC38A9	0.052119	0.51539716
GPX5	0.052089643	0.245489332
NATD1	0.052084968	0.678092628
LRRC26	0.052064261	0.624485936
SERPINE2	0.052043731	0.738352344
PRMT3	0.051963942	0.596189792
OR10H2	0.051953952	0.245370013
ELANE	0.051924046	0.823405252
ZNF347	0.051883651	0.647876695
ZNF700	0.051874653	0.717518353
SYTL5	0.051824118	0.652756848
CUEDC1	0.051797368	0.844798463
PLA2G4D	0.051690318	0.742097169
THPO	0.051601078	0.675016021
HN1L	0.051587907	0.605557223
CLDN34	0.051585147	0.533993506
STYXL1	0.051519624	0.186775583
LUM	0.051480745	0.606776996
POT1	0.051434613	0.268961085
GUCY1A3	0.051432903	0.720646963
SYNGR3	0.051432664	0.68320604
PPP3CB	0.051415549	0.496485188
IQSEC3	0.05140684	0.704237426
H1FOO	0.051371054	0.330521736
ZNF831	0.051343948	0.747110242
CCL3L3	0.051317497	0.600523447
LRIT1	0.051279676	0.585726848
SPIN3	0.051222904	0.654264876
FLNB	0.051147773	0.50155008
SLC22A8	0.051069065	0.280190851
NSA2	0.051061041	0.917753338
FAM175B	0.050984564	0.733915824
TSPYL4	0.050971269	0.672705831
KIAA0922	0.050942017	0.714448829
IHH	0.050911988	0.603165822
ARHGAP1	0.050911535	0.124024934
TCEA2	0.050549336	0.380909906
SFT2D3	0.050546047	0.648806213
KRTAP9-6	0.050423698	0.586260305
C6orf223	0.050383016	0.386445756
HPN	0.050366884	0.813304273
SDF2	0.050365448	0.398566497
DNAJC19	0.050321159	0.809322378
GSTT2B	0.050317052	0.638838077
GPR180	0.050279418	0.72498451
ZXDB	0.050271073	0.640143511
SPIN2B	0.050229547	0.619785137
TMEM167B	0.050202451	0.50336199
RFX6	0.050138287	0.398586716
MKRN2OS	0.050137796	0.565034551
CYB5RL	0.050136376	0.813069813
EMG1	0.050047257	0.240448655
OR7D2	0.050016317	0.644411927
HIST2H2AC	0.049972455	0.893475563
TREX1	0.049966059	0.811693421
RBMY1E	0.049947974	0.744332206
TRANK1	0.049927134	0.543060868
FOXN2	0.049924291	0.459332739
TRIM51	0.049841654	0.68933791
GCLC	0.049806075	0.610827528
DOC2B	0.049774101	0.462079267
GRID1	0.049742708	0.576869188
TRPM2	0.049732837	0.853418022
BTBD11	0.049723109	0.495869787
IL13RA1	0.049701756	0.772742889
HRG	0.049698927	0.684895356
SMIM3	0.04964788	0.704403302
DYDC1	0.049575046	0.693049289
COPRS	0.049573418	0.772415049
GPR150	0.049527608	0.727218073
TPPP3	0.049465434	0.566040817
ACAD11	0.049271548	0.562152345
NUTM2B	0.04924875	0.56512768
PAQR7	0.049187947	0.735250473
RELA	0.049168971	0.618977975
CNPY3	0.049167841	0.675356558
GPR84	0.049076486	0.644877509
PROM2	0.049071143	0.56776824
ARHGEF10L	0.049058652	0.762568045
TROVE2	0.048958892	0.651349418
SPTSSA	0.048913622	0.662086789
TFAP2B	0.048897132	0.741668807
ATP5S	0.048837302	0.771026209
TMEM161B	0.048729288	0.377301739
TTC39A	0.048725683	0.541445268
ZSCAN4	0.048716954	0.63919524
SPESP1	0.048715772	0.743964071
PIEZO2	0.048700191	0.518166547
NR5A2	0.048697726	0.465807378
CTAGE6	0.048660555	0.700288444
POLR2K	0.048649968	0.817911893
FAM189A1	0.048599205	0.219706048
MUC5AC	0.048583578	0.469978844
LOC100129520	0.048576331	0.78710639
PPAT	0.048574374	0.672330852
FAM171A1	0.048534214	0.783922943
LOC286238	0.04850427	0.577225651
PREB	0.048483225	0.772740538
YIPF6	0.048473557	0.274216941
TPD52L3	0.048413121	0.287743038
TCAIM	0.048385865	0.568756714
CYP3A7	0.048332197	0.69635233
USP43	0.048325355	0.706762561
ZNF561	0.048317447	0.729138063
UNC5B	0.04831459	0.758072559
PLEKHG4	0.048286127	0.627210716
ADAL	0.048222731	0.525960036
NLRP10	0.048147414	0.672092358
FGL1	0.048086256	0.534728979
KHK	0.047878452	0.628574496
NAB2	0.047874733	0.160023526
FAM35A	0.047799901	0.759499623
CPZ	0.047733953	0.296517473
BEND6	0.0475733	0.805675978
NLGN4Y	0.047530897	0.369922233
TYROBP	0.047511685	0.761911232
B3GNT9	0.047475198	0.618468677
DAW1	0.047457438	0.555467898
EPS15L1	0.047424531	0.626440854
KLHL3	0.047406158	0.546764234
DSCAM	0.04739393	0.663586943
ZAN	0.047344861	0.64372643
MOS	0.047344629	0.624577052
ANKRD36B	0.047304759	0.445014489
KRTAP7-1	0.04729397	0.749163307
CLCA1	0.047271693	0.699211235
HNRNPH1	0.047217003	0.59940028
TSPAN19	0.047216945	0.77100782
NUCB2	0.047208388	0.839400944
GALNT10	0.047170009	0.677924362
KMT2C	0.047144311	0.577580192
HLA-E	0.047112012	0.629238761
FYN	0.04706522	0.654131107
HHLA2	0.047039224	0.512255548
CAPN13	0.046992332	0.785017422
SCARA5	0.046932198	0.243882614
HINT1	0.046893484	0.710867013
C7orf73	0.046817726	0.868037914
TGFB2	0.046810885	0.579019775
B4GALNT2	0.04676959	0.783266371
UBE2E1	0.046750167	0.923725339
CHAC2	0.046715426	0.421131255
AP5M1	0.046687713	0.682921324
IFIT2	0.046680299	0.75171852
SERPINB3	0.046635259	0.735333945
GGT7	0.046607719	0.763786755
IL1R2	0.046582269	0.808051353
PRR5L	0.046539101	0.730218315
FAM65C	0.046502195	0.712897424
LPCAT3	0.046482342	0.510081138
PIK3C3	0.046472591	0.554720634
FOXN1	0.046421228	0.461105561
GAPT	0.046412781	0.596504811
MTURN	0.04640466	0.707128251
LCE2C	0.046397915	0.465439767
CLDN8	0.046386459	0.677956113
TMEM55A	0.046355353	0.795546305
CCDC129	0.046320386	0.408016857
CACNG4	0.046316198	0.728025018
C8orf59	0.046266719	0.78934518
TRNT1	0.046208361	0.726346524
CEP131	0.046117098	0.724906736
BBS9	0.046090627	0.677398953
MAFA	0.046045115	0.693395483
C9orf92	0.046028255	0.777026381
FAM160B1	0.04601667	0.852376825
UNC45A	0.046013625	0.938905531
RAB14	0.04586975	0.443817027
SWSAP1	0.045778964	0.800989241
ARNT2	0.045774928	0.656020133
KLRB1	0.045711196	0.717139104
HOXB2	0.045686179	0.762299242
CYP51A1	0.045641022	0.84057703
PSEN1	0.045613862	0.684947646
MKKS	0.045548015	0.603581125
IL10	0.045493617	0.610698154
IL12B	0.045439099	0.303429817
HYPM	0.04542462	0.796760699
DVL2	0.045419059	0.59546376
CD109	0.045382717	0.480626502
TMC2	0.045304603	0.639470012
GALM	0.045303708	0.571108958
CHST11	0.045293282	0.420609082
AGPAT3	0.045265461	0.735718619
CERS3	0.045214799	0.528778032
CLDN24	0.045141987	0.481010721
APOO	0.045139529	0.657355128
VAC14	0.045073676	0.676369257
FBXO43	0.045059943	0.694700573
KLHL38	0.044984962	0.737172887
TYMS	0.044964438	0.75696226
GAB1	0.044935848	0.693068297
COLGALT2	0.044933618	0.577721379
BBS10	0.044907056	0.723659535
MNX1	0.044864725	0.76226007
CUEDC2	0.044858684	0.779046652
FABP12	0.044735335	0.513112298
POLM	0.044645143	0.741455344
POU4F2	0.044630402	0.592248269
ERGIC3	0.044619426	0.66703269
GDF3	0.044568625	0.147501372
SPG7	0.044556381	0.80096669
MPZL1	0.044507253	0.761471873
RSPO3	0.044504345	0.822830336
CALD1	0.044392233	0.607514107
LCK	0.044368717	0.794098637
PTGES3L-AARSD1	0.044367974	0.428700165
KCNJ12	0.044357366	0.76424204
KRTAP1-3	0.044350405	0.493303833
NR2E3	0.044337544	0.577874845
GORASP2	0.044318415	0.770573709
OR4C6	0.044314727	0.687950938
ZNF182	0.044257102	0.582500067
GOLGA7B	0.04424634	0.829001091
RAB17	0.04422307	0.459924651
CYP2C18	0.044212226	0.68087343
PSMD9	0.04419038	0.725607443
C16orf45	0.044179859	0.396507587
PCDHA6	0.044128241	0.639172904
C5orf63	0.044060444	0.511728409
CHRNB4	0.043997781	0.343832208
SGCA	0.043988877	0.604152013
HNRNPCL2	0.043946967	0.80338758
TMEM30A	0.043931416	0.40457359
ADCK4	0.043923495	0.332806332
MIEF2	0.043888807	0.68663302
NEXN	0.043843397	0.823239053
HIST2H2BF	0.043839136	0.780241029
HIST1H2BE	0.043823083	0.695695015
TNFRSF10A	0.043787928	0.688978384
SCYL2	0.04374985	0.660062224
SVIP	0.043747591	0.70224148
HCFC1R1	0.043718467	0.678202828
INCA1	0.043673669	0.651056794
LAMP5	0.043658403	0.684472393
HRASLS	0.043639218	0.828611169
CT47A10	0.043619084	0.743726105
TMTC3	0.043609872	0.555428745
KIF7	0.043579846	0.56845701
FAM184B	0.043530635	0.687740491
GAPVD1	0.043490346	0.395126912
LPXN	0.043475222	0.666394259
NKX6-2	0.043455625	0.606952774
TUBGCP5	0.043409554	0.740455203
STOX1	0.043391867	0.778823727
ZNF165	0.043383855	0.421697667
DAPP1	0.043364011	0.433274987
EIF5B	0.043352502	0.798236569
EGFL7	0.04333095	0.581123369
PPP4R2	0.043294615	0.26928431
VCY	0.04326404	0.727818358
SLC25A47	0.04324916	0.566518105
HSPB7	0.043233903	0.651627183
PRSS21	0.043224573	0.770328222
C7orf69	0.04320356	0.558437385
NOL4	0.043106825	0.801923635
EPHB6	0.043092047	0.573725033
PAX5	0.043091462	0.764361764
C1QL4	0.043083492	0.853024181
GPATCH1	0.043052183	0.517947444
L3MBTL1	0.043034907	0.597223845
ZNF254	0.043027755	0.764656697
AURKB	0.042964266	0.192053465
TERF1	0.042963478	0.417307815
RAP1GDS1	0.042930898	0.511964905
ACOT9	0.042918636	0.766440367
YPEL2	0.042903745	0.622586794
HS6ST2	0.042874896	0.432707407
CLIC2	0.04283811	0.723553973
TFB1M	0.0427799	0.760075686
CCDC149	0.04275443	0.808779473
GPR183	0.042725878	0.762901785
SPPL2C	0.042724177	0.741020876
PHOSPHO2-KLHL23	0.04267667	0.666519052
ASB13	0.042658308	0.606998997
SIRPB2	0.042635376	0.686854092
RGAG4	0.042599433	0.371292728
HMSD	0.042534476	0.168387477
CEP55	0.042529143	0.778612875
PPFIBP2	0.042469762	0.582431753
ZNF18	0.042462269	0.693493071
GPR137B	0.042451217	0.734329352
SLFN14	0.042436276	0.675371363
IGDCC3	0.042432682	0.689310568
RAX	0.042427707	0.23820651
STARD6	0.042362867	0.489972475
LRRIQ3	0.042336891	0.701863999
TTC29	0.042306145	0.776638288
USE1	0.04222919	0.687335728
GOSR2	0.042214966	0.393433437
HELT	0.042213444	0.614733942
RAB1B	0.042197916	0.757908159
PGLYRP4	0.042136614	0.720040645
PIKFYVE	0.042070804	0.775730062
ZNF829	0.042063247	0.683644729
DDX24	0.04205721	0.547571174
CPT1B	0.042046633	0.550381558
TPST1	0.042002184	0.488555843
TNFSF9	0.041997775	0.788350436
TIAM1	0.041963428	0.807195837
CBX3	0.04190593	0.181937616
CCL4L2	0.04189049	0.628345355
CHRNB3	0.041757333	0.127813049
HOMEZ	0.041749354	0.351995751
CFAP47	0.041742741	0.633394889
DBX1	0.041739707	0.853686656
TJP3	0.041567727	0.381405402
KLHDC7B	0.041487883	0.422692251
SNTG2	0.04146144	0.796418985
ZC2HC1C	0.041350912	0.647184513
NARF	0.041338936	0.680764657
SCGB1D1	0.041320257	0.318986865
CES1	0.041262126	0.512484004
PDX1	0.041261962	0.743192047
PVRL3	0.041136299	0.799591636
C9orf170	0.04113241	0.802528008
KLF7	0.041125584	0.715292784
SELP	0.041098715	0.623768179
IL1RN	0.041057425	0.070909732
PCNXL4	0.041038559	0.578830132
ZNF577	0.041012339	0.679862988
SSTR2	0.040932685	0.687145756
GIT1	0.040912645	0.694845989
GJC2	0.040883433	0.772277581
MUC6	0.040853938	0.715242406
ZSWIM4	0.040842767	0.847507533
KIF26A	0.040839983	0.748299005
PGA4	0.040764695	0.61045853
HELZ2	0.040723629	0.750174091
ZNF781	0.040719669	0.954748671
ADAMTS13	0.040629221	0.68632466
TMEM151B	0.040539885	0.731468155
ZNF318	0.040524753	0.812997648
VANGL1	0.040520845	0.561772718
FAM185A	0.040511039	0.841944521
DENND2C	0.04048953	0.698608041
C1orf189	0.040466865	0.763937414
UBAP1L	0.040416913	0.813693215
RNF133	0.040408969	0.745747283
ZNF622	0.040395987	0.144941385
ANK2	0.040347535	0.204519925
DHCR24	0.040252475	0.814279718
GLIS3	0.040174901	0.776749603
IDH2	0.040138944	0.580238143
GALNTL5	0.040091833	0.688903639
STX17	0.040083889	0.603721901
RLBP1	0.040078486	0.608446987
TEAD1	0.040064149	0.449717341
PRDM14	0.040033338	0.800463846
RNF223	0.04002721	0.634433266
WBSCR28	0.040000971	0.693856608
JPH3	0.039949931	0.940360832
APOM	0.039917716	0.704135187
ACO1	0.039901609	0.701089167
IGF2BP3	0.039887378	0.698993469
NACC2	0.039823647	0.627405439
ST3GAL3	0.039804291	0.704376179
PISD	0.039710847	0.781362103
ZNF483	0.039697798	0.7064264
LOC554223	0.039621591	0.645226004
AQP12A	0.039589643	0.474020196
FPR2	0.039576044	0.451736536
CLEC1A	0.039563366	0.737355309
MAP3K3	0.039426891	0.816755239
NDUFA9	0.039351527	0.670771314
ZNF133	0.039316985	0.868897609
SLC16A4	0.039300886	0.606468597
MYL10	0.039186927	0.776260766
PPL	0.039133047	0.598080906
SYP	0.039100135	0.563805326
CCK	0.039042246	0.787438722
GPALPP1	0.039021011	0.688506695
OR4F6	0.039016343	0.427121911
ZNF680	0.03893116	0.604168686
CHRNB2	0.038924126	0.516718735
SLFN13	0.038912083	0.283678546
KL	0.038887575	0.23807817
ZNF688	0.038880329	0.724812094
ZBED6	0.038847739	0.63590751
IFI16	0.038830789	0.572350901
LRRC2	0.038829109	0.626063604
FIZ1	0.038801899	0.79170834
CSN1S1	0.038774177	0.75890115
SRMS	0.038761273	0.526153046
MBD4	0.038741156	0.634581245
SLC26A2	0.038624924	0.777003148
PARD3B	0.038602865	0.810831565
C10orf35	0.038572658	0.871600925
ATXN2	0.038559821	0.745805179
RAB43	0.038509915	0.808910186
ANKRD44	0.038478659	0.680517184
HTR2C	0.038449071	0.695415496
ASMTL	0.038401553	0.723307239
VGLL2	0.038359893	0.505351141
APBA1	0.038350151	0.748551969
HRNR	0.038309404	0.64242154
DPY19L3	0.038302864	0.745148532
CLSTN2	0.038228331	0.641909339
KIAA1107	0.03821085	0.75012811
LYSMD3	0.038104006	0.624930217
HLA-DRA	0.038093001	0.643607169
TMPRSS4	0.038088705	0.795585273
FAM227A	0.038053586	0.5299854
XKR5	0.038004932	0.766556498
ZCWPW1	0.037986683	0.695353279
PRDX1	0.037814548	0.701217688
SLC15A1	0.037766958	0.599799115
PTBP3	0.03773701	0.606974931
ISX	0.037688717	0.892623243
CDK20	0.037563958	0.573298277
CALCOCO1	0.037558211	0.682840989
NANOS3	0.037484021	0.615807045
THY1	0.037481196	0.594303904
CCNB3	0.037470923	0.627018547
FAM166A	0.037457887	0.773288192
ZNF513	0.037452236	0.69877309
SEZ6L2	0.037371506	0.594410058
PEX5L	0.037368527	0.711398873
ERO1LB	0.03731508	0.546721218
KIAA1715	0.037293354	0.524704764
METTL11B	0.037233816	0.598996563
SH3BGRL3	0.037149801	0.799442874
TUFT1	0.037141798	0.604105867
PPP1R12C	0.037076857	0.753531686
DHRS4L1	0.037001721	0.791169785
BPNT1	0.036967363	0.826972815
PTCHD3	0.036927103	0.705075757
ECSCR	0.036910323	0.724339146
TEX9	0.036864009	0.635624437
BSN	0.036857335	0.55020329
PLIN4	0.036720183	0.493396399
POLR2J2	0.036663713	0.482033544
MLIP	0.036648816	0.424329437
ITGB8	0.036645383	0.782384982
PCDHB6	0.036564878	0.43769906
HNRNPA1	0.036515659	0.703732327
VAPB	0.036507253	0.671848497
SHROOM2	0.036484173	0.553756089
SH3RF1	0.036448385	0.675166221
PAGE3	0.036406306	0.768556787
SLC36A2	0.036328335	0.269853695
HUS1B	0.036303408	0.835192764
PLTP	0.036291714	0.743634623
NR1I3	0.036287039	0.758881977
ANGPTL3	0.03627298	0.613888526
AAK1	0.036251765	0.737169449
HNRNPD	0.036209343	0.595750573
EPOR	0.036159737	0.711078964
LGMN	0.036146259	0.804165854
SRA1	0.036083657	0.256055051
SLC24A4	0.036066866	0.685174517
RPS6KA6	0.036031413	0.549627291
ZNF845	0.036027151	0.339000913
SPHK1	0.036026327	0.679474245
ZNF503	0.035996602	0.722519737
ZNF330	0.035990909	0.27316462
OPHN1	0.035893586	0.743254508
CORO7	0.035787222	0.324395452
ACKR1	0.035686092	0.762440841
LOC100134391	0.035639343	0.554540662
DUSP16	0.035617772	0.603321801
ARHGAP42	0.035443596	0.653004306
OR10W1	0.035415836	0.528769777
IQCF2	0.03541526	0.777616086
ARMC5	0.035392406	0.727338571
CAPN15	0.035349656	0.634302249
CCDC25	0.035300065	0.476185499
SH3BP2	0.035286677	0.568464816
ZCRB1	0.035282011	0.600609439
NARS	0.035019909	0.696204274
FAM134B	0.035004688	0.695483807
DUSP18	0.034999893	0.72911746
CANT1	0.034966877	0.62614568
PDHA1	0.034964561	0.615152222
C6orf1	0.034963008	0.667002591
CLEC9A	0.034878481	0.762073952
CCDC176	0.034858468	0.653944295
EYA1	0.034767109	0.325450235
PI4KB	0.034732357	0.739353746
TRIM58	0.034652253	0.562735524
TM4SF20	0.034646578	0.795137112
LRRC28	0.034641575	0.65036583
SLC6A1	0.034598928	0.463929127
FAM149B1	0.034493826	0.648447939
PLSCR1	0.034436558	0.438861111
ZNF207	0.034417646	0.849841803
RNASEL	0.034407389	0.641986925
C1QB	0.034366375	0.843876635
SCUBE3	0.034335586	0.835783829
MPLKIP	0.034334364	0.50157116
PRADC1	0.034326921	0.288181886
INO80	0.034286901	0.739876758
PPP1R13B	0.03424964	0.737869999
IFNA5	0.034246492	0.592290656
CPNE9	0.03423743	0.32037585
SLC29A4	0.034164359	0.791512219
SNRPN	0.03410948	0.673213125
PPIAL4C	0.034105412	0.697678334
ARHGAP5	0.03404832	0.722059829
LY75	0.033960822	0.349894297
SNTA1	0.033881213	0.736371461
SIT1	0.033841743	0.731489531
ACSM6	0.033800707	0.690212181
ZNF302	0.033770074	0.567309458
SPRR4	0.033762902	0.715632521
DDX52	0.033598261	0.65339305
CHCHD2	0.033594771	0.580011211
YAE1D1	0.033592369	0.524563931
EPHA10	0.033590732	0.611791778
ITCH	0.033548556	0.736748536
SCMH1	0.033544579	0.5676136
GFI1	0.033443944	0.550726947
LOC101927322	0.03344195	0.655737717
RNF4	0.033422141	0.637199281
ZSCAN12	0.033406732	0.664057588
SRRM2	0.03340051	0.798833092
RAD51B	0.033318647	0.955062899
STK36	0.033296387	0.568342466
C17orf97	0.033277536	0.506611148
ACE2	0.033238792	0.397350458
C14orf119	0.033205905	0.636123786
TMEM190	0.033189874	0.693687199
KLF10	0.033185322	0.561011437
IFNA16	0.033121768	0.42592823
