Gene	WT_ExpRank	KO1_ExpRank	KO2_ExpRank	WT2_D14_2	KO1_D14_2	KO2_D14_2
NR4A2	16558	21675	20210	0.666201874	0.231491389	0.280272807
NR4A3	19102	25870	24376	0.349751284	0.074576053	0.062075213
NR5A1	25894	22935	24896	0.02866203	0.17112169	0.040696386
NR5A2	24500	8367	9893	0.070637956	5.819897272	3.79121848
NR6A1	9756	2340	4777	4.050260655	27.75336239	12.02983441
NRADDP	18337	14665	21515	0.425925281	1.089819924	0.201586319
NRAP	24007	21054	24047	0.087117622	0.267490635	0.074217471
NRARP	12278	10430	12482	2.095196038	3.479948827	1.878889329
NRAS	2737	1413	1678	22.94598137	43.65486908	33.54683158
NRAV	9842	11738	11177	3.954892297	2.409387737	2.698326823
NRBF2	4526	3071	3567	13.62534299	21.22496592	16.57205315
NRBF2P1	31685	32261	32350	0	0	0
NRBF2P3	23288	29521	30208	0.112889918	0	0
NRBF2P5	20502	16978	19248	0.247870112	0.634228113	0.351943586
NRBP1	1538	1013	975	39.32567612	60.15775956	55.96001699
NRBP2	6162	8180	5483	9.261867664	6.0961267	10.21378598
NRCAM	12294	16623	18746	2.08227673	0.693066077	0.396612291
NRDC	2416	2601	2325	25.95421051	24.90818356	25.25365574
NRDE2	14952	12680	12777	1.009977453	1.849167967	1.739965745
NREP	422	1716	1949	125.1862764	36.38161239	29.43368812
NRF1	9067	10204	9655	4.763706434	3.677000083	4.024489943
NRG1	13225	13195	13797	1.607120184	1.599172141	1.331110288
NRG1-IT1	30455	26532	23599	0	0.055906981	0.093071103
NRG2	13285	13923	20758	1.580508971	1.311090058	0.245930834
NRG3	16336	19655	23003	0.707814871	0.362218814	0.120600698
NRG4	23318	20208	17084	0.111683461	0.31751751	0.581445729
NRGN	18833	1917	3124	0.374565627	33.22472005	18.93332149
NRIP1	5047	4581	5077	11.99370778	13.78180613	11.25134319
NRIP2	16395	14986	14904	0.697688764	1.011604426	0.990628047
NRIP3	21244	11742	12764	0.205232802	2.406852874	1.748424631
NRIR	28220	25469	28030	0	0.085850967	0
NRK	25299	10843	12411	0.046013393	3.100354954	1.910992654
NRL	14042	18871	16250	1.278951619	0.430587927	0.716820916
NRM	4989	5505	5475	12.16301304	11.11841742	10.24626213
NRN1	20438	10466	17428	0.252141894	3.440844636	0.537013446
NRON	30341	21798	26719	0	0.225446037	0
NRP1	1877	4425	6298	32.58325491	14.36611892	8.500942633
NRP2	3028	6316	6410	20.73395043	9.249060947	8.304197936
NRROS	20828	25075	27861	0.228512821	0.097449732	0
NRSN1	24953	29835	23928	0.056217227	0	0.079821211
NRSN2	1058	3617	2691	55.19701232	18.00865502	22.03246834
NRSN2-AS1	7433	12062	12763	6.942924378	2.196739969	1.749010116
NRTN	2513	10198	7927	25.02301404	3.682285264	6.004977821
NRXN1	11874	26476	24337	2.329759733	0.057209051	0.063492482
NRXN2	24563	25750	23156	0.068583304	0.077993285	0.113609353
NRXN3	15680	14440	17848	0.838333594	1.145862087	0.488338692
NSA2	1360	2005	1383	43.83540093	32.11480235	39.80916815
NSD1	4664	4337	4429	13.20295118	14.68261942	13.10964006
NSDHL	3565	2787	3428	17.63004846	23.24792297	17.25782838
NSF	7424	6949	6509	6.965399166	7.993758135	8.135784334
NSFL1C	4289	4768	5153	14.48629752	13.15771873	11.0708735
NSG1	13288	6202	6022	1.579822854	9.490643082	9.005087999
NSL1	5252	5728	5745	11.44998265	10.54079245	9.634073112
NSMAF	6576	4668	5392	8.416999608	13.46507073	10.4649123
NSMCE1	9801	10119	7969	3.999578437	3.765254057	5.946757412
NSMCE2	4890	7553	6319	12.45337068	7.019121446	8.47013515
NSMCE3	6541	7756	7497	8.489359184	6.707450719	6.585208647
NSMCE4A	3156	4064	4419	19.97004073	15.82454399	13.13843223
NSMF	2551	3847	3397	24.64596186	16.7730674	17.43677796
NSRP1	12994	14349	13679	1.706704513	1.173214345	1.374409098
NSRP1P1	23225	25045	20766	0.115291831	0.098332846	0.245549293
NSUN2	6527	3711	4720	8.514899236	17.48803007	12.1709285
NSUN3	12125	12484	14335	2.181800889	1.949479043	1.150639591
NSUN4	11680	9567	10253	2.450675609	4.354563835	3.450646214
NSUN5	4632	5121	5385	13.292638	12.14715216	10.47865308
NSUN5P1	9502	10577	10417	4.301331159	3.340700361	3.30956164
NSUN5P2	24262	27454	29009	0.078595398	0.033517159	0
NSUN6	7332	9754	9558	7.106211856	4.143974708	4.129821243
NSUN7	11203	7662	6733	2.776238913	6.852139827	7.77915003
NT5C	2033	4174	4303	30.49744988	15.38812088	13.52388667
NT5C1A	23968	20454	16741	0.088589364	0.302232834	0.628927343
NT5C1B	27262	26447	24721	0	0.057750495	0.048070045
NT5C2	7852	4325	3664	6.347203935	14.74122606	16.07934019
NT5C3A	5707	8469	7942	10.31772453	5.671128438	5.990155943
NT5C3AP1	21819	26771	23837	0.176059367	0.050053903	0.083327197
NT5C3B	1239	1487	1473	47.83395946	41.64460788	37.64932314
NT5CP1	30894	20075	15708	0	0.327518061	0.817853155
NT5DC1	8105	9209	10136	5.976658854	4.760008574	3.564930523
NT5DC2	1153	695	671	51.00036984	83.30950042	76.50625763
NT5DC3	14028	8462	7439	1.281396536	5.678835829	6.671198554
NT5DC4	26685	27451	24524	0	0.033598379	0.055932876
NT5E	20520	15479	19655	0.24670172	0.899036701	0.318440563
NT5M	3296	12412	10985	19.04316767	1.979633234	2.846193855
NTAN1	4547	5315	4469	13.52931044	11.60628922	12.95549751
NTAN1P2	11941	12833	16121	2.28764559	1.773765192	0.738218555
NTF3	15735	14077	17443	0.822228782	1.256463738	0.535085287
NTF4	10452	10649	8681	3.425882473	3.265706948	5.055068493
NTHL1	3313	7508	8196	18.96989742	7.078530541	5.611418192
NTM	17266	21876	19351	0.556294045	0.221417153	0.342275174
NTM-AS1	22651	29409	30136	0.139139642	0	0
NTMT1	8141	7754	10031	5.92604606	6.711510546	3.655358293
NTN1	20299	16781	16610	0.260098371	0.6655167	0.651716711
NTN3	9712	16250	14449	4.088667579	0.756268977	1.119109503
NTN4	19978	6415	9633	0.282374589	9.071578662	4.042766205
NTN5	25030	16670	16020	0.053327988	0.682254682	0.757188633
NTNG1	25430	20682	20351	0.042278669	0.288477113	0.270136153
NTNG2	15485	14507	14191	0.882928911	1.12958019	1.19666129
NTPCR	1486	3508	3215	40.8265613	18.57126985	18.34225602
NTRK1	13935	25692	24811	1.307965948	0.079683513	0.044217689
NTRK2	22529	5117	6857	0.144627653	12.15771908	7.581618405
NTRK3	19971	27289	24913	0.282727328	0.037893307	0.040143634
NTRK3-AS1	31147	27545	29054	0	0.031286043	0
NTS	13635	9238	11163	1.43155904	4.721131189	2.710172231
NTSR1	26049	24435	22810	0.023047469	0.11794365	0.130897733
NTSR2	26951	30272	30737	0	0	0
NUAK1	8916	6314	5243	4.947626987	9.256838721	10.84203984
NUAK2	15503	7618	7729	0.880501912	6.92842808	6.250995677
NUB1	4861	5763	4640	12.54397091	10.46571163	12.37832629
NUBP1	6384	8364	8521	8.808654471	5.821280944	5.218216186
NUBP2	3012	3074	2911	20.82793703	21.20112932	20.19786545
NUBPL	7980	10717	10197	6.163242083	3.209003192	3.510579085
NUCB1	1074	544	481	54.22389775	103.6814859	100.1508165
NUCB2	8446	8318	6804	5.531416403	5.878401287	7.657103065
NUCKS1	498	632	573	111.4406683	90.40730021	85.6464126
NUDC	3836	2713	4578	16.34740165	23.88281662	12.60512623
NUDCD1	5695	7242	7603	10.35517008	7.497773981	6.444296138
NUDCD2	9348	10535	10316	4.465848625	3.37810825	3.390522435
NUDCD3	4508	5870	6647	13.66615236	10.19160306	7.91211094
NUDT1	6476	5404	5635	8.60619611	11.39671594	9.861502857
NUDT10	9455	12552	12633	4.344736308	1.915275788	1.802169582
NUDT11	5592	10713	10602	10.600946	3.211683613	3.138249792
NUDT12	5546	6635	6170	10.71926215	8.593472454	8.742541239
NUDT13	13412	14491	14479	1.525236039	1.134100231	1.110583809
NUDT14	4576	6334	7317	13.42657975	9.227513972	6.853590834
NUDT15	6471	5707	7338	8.613042726	10.60220519	6.808806445
NUDT16	6586	7207	7072	8.400917593	7.546591039	7.234034144
NUDT16L1	1371	2138	2656	43.69594667	30.28447093	22.32710759
NUDT16P1	13890	10849	11559	1.327032507	3.093671735	2.449479473
NUDT17	8143	12756	10525	5.925449244	1.817110444	3.21409777
NUDT18	7485	5602	5097	6.855002256	10.85807869	11.21637612
NUDT19	11412	8922	11581	2.632574608	5.108132566	2.429645631
NUDT19P4	17707	23752	27367	0.501045664	0.142447924	0
NUDT2	2064	3891	2814	29.9360964	16.60454154	20.9748846
NUDT21	1492	1533	1879	40.62719698	40.19594129	30.44194369
NUDT22	3731	6093	6158	16.86341811	9.721388578	8.755102361
NUDT3	11341	12854	13648	2.689653612	1.764627614	1.38489801
NUDT4	1147	4384	6270	51.21835847	14.5141765	8.554067724
NUDT5	3104	5588	5698	20.29471498	10.88617816	9.721018871
NUDT6	7499	13098	12240	6.835840309	1.643444344	2.01937151
NUDT7	11603	13858	12386	2.495461348	1.337844244	1.923469458
NUDT8	5335	5101	6445	11.25425645	12.17912075	8.247531573
NUDT9	6783	6550	7272	8.049160763	8.763174995	6.924490049
NUF2	8797	8446	6693	5.095210632	5.69691644	7.842486535
NUFIP1	11302	12404	12022	2.717139074	1.982979829	2.147745334
NUFIP2	4610	2973	3149	13.33645646	21.95174253	18.74451667
NUGGC	27370	15263	15333	0	0.946313819	0.895099541
NUMA1	4277	5403	4787	14.52869673	11.39755253	12.00137835
NUMB	5908	4765	4811	9.872935751	13.16196278	11.95165489
NUMBL	13014	11172	8556	1.697635731	2.830025524	5.186063223
NUP107	5482	6290	6826	10.86046111	9.32185348	7.631751322
NUP133	1957	3287	3194	31.32585228	19.88348758	18.4952944
NUP153	4754	4154	4079	12.90857782	15.46908095	14.36310072
NUP155	5141	5710	5809	11.74625313	10.59317082	9.452609406
NUP160	6262	4049	4130	9.034774026	15.89132506	14.17592484
NUP188	5463	5666	6500	10.89806355	10.70454251	8.146458882
NUP205	3443	2234	2611	18.30027502	28.90345638	22.68312707
NUP210	9052	5959	7487	4.778970075	9.99426463	6.59383966
NUP210L	20467	24149	23047	0.250137346	0.128005862	0.118387588
NUP210P1	23891	29634	30289	0.09081647	0	0
NUP214	8845	8341	8456	5.03466395	5.848675421	5.302253092
NUP35	6947	8651	9249	7.755697881	5.432074171	4.44859287
NUP37	6314	8533	7653	8.926004839	5.592112039	6.359930961
NUP43	3362	3205	3491	18.68272873	20.36525608	16.93498402
NUP50	7019	3859	5115	7.640128724	16.70468282	11.15921029
NUP50-AS1	9192	12141	13237	4.630189507	2.140637123	1.53604482
NUP54	3677	4227	3871	17.0766478	15.14207949	15.15960913
NUP58	3447	3342	3692	18.26731923	19.49625215	15.93566006
NUP62	4438	5090	5767	13.92060566	12.22853352	9.570299712
NUP62CL	8757	19695	15696	5.147342566	0.358382714	0.820348848
NUP85	5308	4772	5269	11.31945047	13.13390837	10.76916273
NUP88	4042	5451	5316	15.45531206	11.25953533	10.65576681
NUP93	1574	3003	3788	38.40687707	21.7454111	15.47890127
NUP98	4469	3168	3363	13.81990676	20.5874832	17.5876916
NUPL2	4596	7408	6595	13.38006045	7.216874472	7.989796211
NUPR1	26180	20825	20334	0.01736768	0.281446254	0.271258513
NUS1	11235	7486	7207	2.756341122	7.1061112	7.026778599
NUS1P1	19333	22542	26933	0.332134697	0.188852639	0
NUS1P2	29167	31185	31465	0	0	0
NUSAP1	2053	2128	1991	30.07204765	30.35952587	28.94281234
NUTF2	1232	702	1099	48.10359814	82.72260506	49.36545031
NUTM1	21076	27906	25037	0.214419151	0.02031988	0.033827504
NUTM2A	22759	23586	21233	0.134560155	0.147557408	0.218352071
NUTM2A-AS1	10351	10047	9769	3.511931289	3.840650274	3.915770825
NUTM2B	24900	23119	22158	0.057691378	0.164017326	0.163828629
NUTM2B-AS1	15691	16035	15246	0.83578345	0.794778882	0.913899012
NUTM2D	18340	18385	18752	0.42573296	0.475798363	0.396042477
NUTM2E	28492	25282	24952	0	0.091998438	0.038288582
NUTM2F	21509	29207	30013	0.190949274	0	0
NUTM2G	20888	19908	20703	0.225200617	0.341465726	0.248698976
NUTM2HP	28955	26125	28326	0	0.066818946	0
NVL	6932	7649	8437	7.78219861	6.883299203	5.320234672
NWD1	25295	27920	29283	0.04623697	0.019717845	0
NWD2	25695	25345	25267	0.035178008	0.090010374	0.016649411
NXF1	4495	5378	6447	13.73185724	11.47442586	8.243078425
NXF3	26702	24086	20061	0	0.130119271	0.288821274
NXF4	27408	26937	28731	0	0.046216438	0
NXN	2190	2420	2540	28.39903146	26.81548615	23.29909169
NXNL2	25193	17406	15997	0.048719725	0.581745367	0.760932972
NXPE1	22160	23877	22813	0.161217999	0.13750345	0.130805007
NXPE2	16813	28559	22449	0.626910911	0	0.148355438
NXPE3	9673	12423	11026	4.124334337	1.974827003	2.808151256
NXPE4	20770	23560	27283	0.232092538	0.148464463	0
NXPH1	17583	25576	28079	0.517608699	0.082775709	0
NXPH2	10000	5969	2802	3.808583294	9.982750501	21.10320777
NXPH3	11378	13700	17139	2.654293576	1.404164584	0.572469036
NXPH4	22718	20997	18838	0.136351663	0.271354666	0.387203544
NXT1	3856	4111	4604	16.27064968	15.65834341	12.47767163
NXT2	13625	11349	11549	1.43532546	2.670970034	2.454835937
NYAP1	12540	13173	13523	1.937638259	1.606066463	1.433722058
NYAP2	25676	27577	24011	0.035767103	0.030505899	0.076177008
NYNRIN	5472	5220	4245	10.87698979	11.8737561	13.77054031
NYX	24658	27678	24762	0.06535135	0.027869209	0.046395243
OACYLP	24508	27592	29084	0.070474631	0.030054042	0
OAF	11568	3464	3640	2.523036252	18.81606758	16.16442472
OARD1	6047	8668	7746	9.525895765	5.404673838	6.233511212
OAS1	25965	23376	18667	0.025892458	0.154586438	0.404403454
OAS2	24177	27826	29224	0.08123561	0.023095388	0
OAS3	25377	21841	18185	0.043653688	0.223394387	0.454539105
OASL	26600	27762	29182	0	0.025518278	0
OAT	3501	954	763	17.94366019	63.18407548	68.49555688
OAZ1	290	253	306	172.5603873	197.5887927	151.0961548
OAZ2	745	1617	1463	76.9895652	38.48323137	37.80783475
OAZ3	21268	22872	24306	0.203673319	0.173713756	0.064264409
OBFC1	2424	4452	3808	25.90516978	14.28338994	15.41871694
OBSCN	7866	13529	12698	6.327103899	1.464615646	1.775448247
OBSL1	758	1414	1106	75.32822682	43.61438321	48.93872722
OCA2	15240	17837	15576	0.939058626	0.533951139	0.844450006
OCEL1	7358	7381	4173	7.069880079	7.259330648	14.03415295
OCIAD1	1115	1711	1588	52.47884565	36.49729967	35.0798767
OCIAD1-AS1	18862	16992	25763	0.370862697	0.632620437	0
OCIAD2	4214	2729	3098	14.81265621	23.74872872	19.07826304
OCLM	18189	19480	18033	0.441843213	0.376849774	0.470520275
OCLN	16033	2824	4240	0.764303532	22.9410707	13.79471948
OCRL	8172	5433	5181	5.87893579	11.31986168	11.00329926
OCSTAMP	23741	29605	30267	0.095624401	0	0
ODAM	3283	11764	13528	19.14746313	2.394386651	1.430890933
ODC1	843	106	188	68.01435609	526.7168352	236.5182112
ODCP	21768	22239	19414	0.178638991	0.203149176	0.338192432
ODF2	7241	8097	7032	7.250057255	6.201118968	7.29047173
ODF2L	8357	11183	11055	5.628797218	2.823391364	2.781414587
ODF3	19748	15854	14272	0.300113505	0.831895875	1.171836778
ODF3B	10478	10290	8274	3.403006947	3.597387568	5.512370457
ODF3L1	27209	20865	17086	0	0.27915969	0.580913595
ODF3L2	21425	29189	16632	0.195464708	0	0.6475809
ODF4	27254	30377	30816	0	0	0
OFCC1	24708	24171	27504	0.063958616	0.127284615	0
OFD1	5495	5258	5144	10.82909565	11.75319557	11.07918408
OFD1P17	23707	26572	21032	0.096987295	0.055147224	0.229515746
OGDH	1167	1968	2153	50.53344958	32.72463451	26.87288176
OGDHL	2761	8618	8292	22.81425201	5.469133436	5.492939675
OGFOD1	7557	6851	6404	6.752710801	8.195418472	8.313443398
OGFOD1P1	24782	26684	28602	0.061343955	0.052320495	0
OGFOD2	16228	14942	15172	0.726261275	1.022061202	0.928077594
OGFOD3	9601	8040	9232	4.198066222	6.277582064	4.464083393
OGFR	3768	2090	1657	16.68233936	30.88019644	33.94527373
OGFR-AS1	17070	14092	16768	0.586688056	1.250971241	0.624766019
OGFRL1	13370	7263	6218	1.542554209	7.44308519	8.638381747
OGFRP1	19254	16302	15974	0.336798651	0.746867844	0.765137022
OGG1	6302	6064	6365	8.954613995	9.785450363	8.387970095
OGN	22835	18103	13879	0.13162873	0.505199924	1.308270725
OGT	845	1342	1080	67.96781124	46.14832907	50.68240787
OIP5	10573	8466	8467	3.327822379	5.67662498	5.287587853
OIP5-AS1	644	1296	1314	87.21141321	47.93936104	41.81493422
OIT3	9189	8284	10939	4.636728181	5.932024916	2.880305708
OLA1	2728	2994	3646	23.02080343	21.82608532	16.13232449
OLA1P1	16622	19796	19273	0.656814069	0.350124527	0.34972172
OLAH	26740	25344	27971	0	0.090080766	0
OLFM1	19079	26773	28644	0.351977547	0.050033834	0
OLFM2	8145	12231	10367	5.923454907	2.082299892	3.352851152
OLFM3	26082	26536	23600	0.021825216	0.055844431	0.092966973
OLFM4	26380	24530	24727	0	0.11506167	0.047887206
OLFM5P	16211	19934	20165	0.729371707	0.339318508	0.282440111
OLFML1	19728	12571	9073	0.30178493	1.90471209	4.627753251
OLFML2A	15286	10406	7105	0.927660631	3.503909256	7.171195915
OLFML2B	20210	14245	16965	0.266494233	1.201410905	0.594608825
OLFML3	6827	312	370	7.96780222	165.4083509	127.7338527
OLIG1	24053	29659	30307	0.085709042	0	0
OLIG2	27618	30532	30934	0	0	0
OLIG3	27112	30323	30777	0	0	0
OLMALINC	9158	15585	14561	4.668301486	0.881176486	1.086620643
OLR1	25653	9384	11324	0.036571762	4.554060658	2.596359224
OMA1	8388	10510	9587	5.58850574	3.401066395	4.091462339
OMD	25519	24946	27812	0.039876079	0.102031383	0
OMG	22459	16793	17098	0.148176057	0.663494621	0.578574938
ONECUT1	22954	17770	23277	0.126902016	0.541176083	0.108110696
ONECUT2	26248	25788	25188	0.012019333	0.076885016	0.025598854
ONECUT3	26250	28072	29364	0.011728823	0.010003558	0
OOSP1	14964	18515	21207	1.006332984	0.462164375	0.219825081
OOSP2	26723	25276	27942	0	0.092125789	0
OPA1	2731	3816	3850	22.99573702	16.95218673	15.27531239
OPA1-AS1	15009	13807	15557	0.997309706	1.360974847	0.849630681
OPA3	11257	10759	12273	2.742157667	3.162785718	1.99525076
OPALIN	27421	26175	28347	0	0.065538015	0
OPCML	21677	26546	24976	0.182702228	0.055652654	0.037059085
OPCML-IT1	30575	31799	31975	0	0	0
OPHN1	12277	12448	12678	2.095711725	1.966184639	1.785384189
OPLAH	7430	10928	8980	6.945704926	3.020469914	4.736357682
OPN1SW	10064	12266	11420	3.754857331	2.058770727	2.538768121
OPN3	14088	13103	13749	1.263635812	1.639093087	1.345649888
OPN5	25875	26754	22914	0.029565592	0.050433215	0.125937982
OPRD1	15828	12821	14035	0.804096366	1.783123887	1.255884428
OPRK1	17748	20057	18809	0.495576968	0.328750722	0.390919649
OPRL1	10834	14109	12899	3.084170411	1.244790553	1.681270876
OPRM1	25868	30004	25233	0.029988283	0	0.021289747
OPRPN	26997	25819	22894	0	0.076180941	0.126822162
OPTC	24448	22637	26964	0.072196069	0.184728914	0
OPTN	8549	4536	4030	5.383899552	13.92162197	14.52039677
OR10A2	26986	23272	20443	0	0.158155109	0.263288595
OR10A3	26982	30279	30743	0	0	0
OR10A4	23679	29598	30262	0.098125643	0	0
OR10A5	23838	29628	30283	0.092627625	0	0
OR10A6	32321	32520	32553	0	0	0
OR10AB1P	23507	29564	19966	0.104094866	0	0.295602563
OR10AD1	20904	20195	18448	0.224394684	0.31897848	0.42481534
OR10G2	30666	25841	20661	0	0.075352887	0.250887321
OR10H4	27085	30315	30771	0	0	0
OR10H5	27032	25915	28229	0	0.073554012	0
OR10J6P	26785	30212	30691	0	0	0
OR10J8P	30306	31674	31870	0	0	0
OR10K2	27166	30340	30789	0	0	0
OR10R3P	27449	30454	30874	0	0	0
OR10V2P	20387	24713	27716	0.255666813	0.109029604	0
OR10V3P	20166	16636	25717	0.269438921	0.689416471	0
OR10W1	24632	29776	30385	0.066442023	0	0
OR11A1	27565	30509	30915	0	0	0
OR11I1P	28966	31099	31393	0	0	0
OR11M1P	28073	25247	27929	0	0.09305323	0
OR11N1P	23246	19300	22186	0.114479917	0.390561444	0.162546715
OR13A1	23833	19722	19521	0.092715674	0.355848996	0.329110744
OR13D1	18824	28813	29780	0.375141882	0	0
OR13D3P	18435	28758	29750	0.416824313	0	0
OR13G1	27422	25343	27970	0	0.090129564	0
OR13H1	15662	17022	12986	0.842651311	0.628862973	1.645127226
OR13J1	24432	26281	23391	0.072897526	0.06217458	0.103505083
OR13K1P	18578	19898	17164	0.400973851	0.341992138	0.569331145
OR13Z3P	31953	32368	32434	0	0	0
OR14A16	27403	30439	30863	0	0	0
OR1D4	22062	29305	30067	0.165597435	0	0
OR1E3	26669	30178	30665	0	0	0
OR1F1	23526	22801	22479	0.10365238	0.176811026	0.147173008
OR1G1	27211	30361	30805	0	0	0
OR1I1	26349	30070	30585	0	0	0
OR1P1	23678	29597	30261	0.09822446	0	0
OR1Q1	26882	30244	30716	0	0	0
OR1S1	23648	29591	22593	0.099730971	0	0.141605113
OR2A1	23492	29560	22444	0.104653315	0	0.148594207
OR2A13P	32014	22749	27005	0	0.179094914	0
OR2A1-AS1	25207	21355	21430	0.04853789	0.248388915	0.206752627
OR2A3P	27213	25412	28003	0	0.08738402	0
OR2A7	29823	25869	17759	0	0.074609496	0.496824398
OR2A9P	28541	22120	22636	0	0.209334644	0.139395874
OR2AG1	21422	29187	22647	0.195660761	0	0.138906521
OR2AG2	21680	29237	30030	0.182653351	0	0
OR2AT1P	30518	31772	31953	0	0	0
OR2B6	26524	22802	27020	0	0.176811026	0
OR2C1	18443	28760	23485	0.416527641	0	0.098569253
OR2C3	27391	26346	28440	0	0.060722327	0
OR2D2	26902	25851	28198	0	0.075013154	0
OR2D3	23876	25756	22838	0.091241243	0.077820007	0.129550796
OR2F2	27922	30669	31038	0	0	0
OR2G1P	27760	30591	30977	0	0	0
OR2H1	24037	25914	28228	0.086239513	0.073554012	0
OR2H2	18874	26674	23729	0.369691305	0.052551856	0.087485661
OR2I1P	29545	13236	18311	0	1.58121708	0.43872165
OR2J2	24318	26178	28348	0.076740275	0.065452075	0
OR2L1P	23509	25381	27986	0.104094866	0.088782911	0
OR2L2	27509	30482	30894	0	0	0
OR2L6P	28899	25386	27990	0	0.08859381	0
OR2M7	27102	30318	22468	0	0	0.147643711
OR2N1P	27503	30478	30891	0	0	0
OR2R1P	29408	31303	31561	0	0	0
OR2T1	27071	25852	28199	0	0.075013154	0
OR2T12	23590	25443	28016	0.101389698	0.086475663	0
OR2T4	23813	29621	30279	0.093247504	0	0
OR2U1P	27566	30510	30916	0	0	0
OR2V2	27201	30356	30800	0	0	0
OR2W3	17589	12860	18301	0.516614879	1.762491261	0.440115893
OR2W5	27510	30483	30895	0	0	0
OR2W6P	23518	25384	27988	0.10398389	0.08868826	0
OR4D1	26664	30174	30662	0	0	0
OR4D2	30675	31842	22408	0	0	0.150043121
OR4E1	32169	15150	15401	0	0.968344405	0.879300324
OR4F15	27206	30359	30803	0	0	0
OR51A1P	27094	25399	27997	0	0.08803131	0
OR51E1	25015	26045	23131	0.054037058	0.069132621	0.115088477
OR51E2	26922	26431	19396	0	0.058235623	0.339316978
OR51F1	21193	29145	29982	0.207967781	0	0
OR51K1P	21238	29154	22507	0.205557195	0	0.145932351
OR51M1	27255	30378	30817	0	0	0
OR51P1P	28033	30719	31079	0	0	0
OR51Q1	20196	23448	22901	0.267224354	0.151944452	0.126474704
OR51V1	27093	30316	30772	0	0	0
OR52A1	24990	29839	30424	0.054888514	0	0
OR52A4P	27598	30521	30925	0	0	0
OR52A5	27019	30289	30753	0	0	0
OR52B6	23710	29602	30264	0.096858877	0	0
OR52D1	18061	28716	29726	0.458350043	0	0
OR52E4	27176	23184	27149	0	0.16169016	0
OR52H1	21282	25442	28015	0.202779396	0.086475663	0
OR52I1	23816	16970	22781	0.093158442	0.635641547	0.132272971
OR52K2	23872	23338	27199	0.09149802	0.156078025	0
OR52L1	20190	23436	22896	0.267713328	0.152222484	0.126706131
OR52L2P	23581	22879	27044	0.101706871	0.173492362	0
OR52N2	19968	28947	29860	0.28298904	0	0
OR52N4	27178	25662	28117	0	0.08029883	0
OR52R1	32371	32545	32574	0	0	0
OR52U1P	28917	31087	31382	0	0	0
OR52W1	27076	18667	26022	0	0.448461388	0
OR52Y1P	28785	31033	31335	0	0	0
OR56A1	23882	29632	30287	0.091155971	0	0
OR56A3	27248	30375	22709	0	0	0.135641333
OR56A4	24192	29691	30326	0.080742458	0	0
OR56B4	27174	25953	28247	0	0.072275923	0
OR5A1	27026	30293	30756	0	0	0
OR5AK4P	32660	22648	19799	0	0.184455848	0.307072729
OR5AO1P	31973	32374	32438	0	0	0
OR5AR1	27030	30294	30757	0	0	0
OR5AW1P	23705	25577	18585	0.097051631	0.082775709	0.413402391
OR5BH1P	21116	22714	26991	0.212498669	0.181240931	0
OR5BK1P	20686	20426	15587	0.237316032	0.303611633	0.842395383
OR5E1P	26983	18661	19906	0	0.449187838	0.299114041
OR5H3P	30097	31589	31796	0	0	0
OR5H5P	30031	25351	22425	0	0.089740655	0.149395686
OR5H6	23642	29589	22587	0.099833049	0	0.141750052
OR5H8	28937	21039	26510	0	0.268353508	0
OR5M5P	27271	30385	30820	0	0	0
OR5P1P	23473	22730	22412	0.105559404	0.180064042	0.149880737
OR5P2	20094	23347	27204	0.273980026	0.155785744	0
OR5P3	27193	21058	19956	0	0.266918463	0.296234868
OR5P4P	28417	30871	31198	0	0	0
OR6A2	27260	23718	27354	0	0.143926622	0
OR6C4	27142	30334	30785	0	0	0
OR6P1	27289	25413	28004	0	0.087292327	0
OR6U2P	31992	32381	32443	0	0	0
OR6X1	27923	30670	22809	0	0	0.131021571
OR7A19P	31994	32382	32444	0	0	0
OR7A5	23579	29576	30248	0.101706871	0	0
OR7D2	27332	26704	28612	0	0.051622456	0
OR7E100P	29761	25596	28087	0	0.082041013	0
OR7E101P	28334	13143	17396	0	1.624796631	0.540975785
OR7E117P	29568	25858	28203	0	0.074878117	0
OR7E11P	17623	25409	28002	0.512812246	0.087475907	0
OR7E122P	27818	21412	26614	0	0.245638546	0
OR7E126P	18211	19499	19729	0.439850684	0.375150338	0.312265617
OR7E128P	18758	19121	15733	0.381375911	0.406596224	0.812256897
OR7E12P	13458	10959	10283	1.505198908	2.995509838	3.419501259
OR7E136P	27616	25595	28086	0	0.082041013	0
OR7E13P	13460	20942	19830	1.502218316	0.274553094	0.304708033
OR7E145P	23621	29581	20132	0.100346594	0	0.284958438
OR7E14P	14671	18997	14969	1.078297268	0.418038128	0.974300107
OR7E162P	29134	31170	31452	0	0	0
OR7E163P	30243	25243	27927	0	0.093157433	0
OR7E22P	27144	25526	28054	0	0.084285296	0
OR7E29P	23435	29549	30230	0.107656611	0	0
OR7E2P	23377	25218	19737	0.109838839	0.093681968	0.311913966
OR7E35P	30149	22540	15091	0	0.189067244	0.944248643
OR7E38P	4149	7169	8409	15.06667395	7.608803735	5.348183372
OR7E39P	32015	32389	32451	0	0	0
OR7E47P	22830	22997	27071	0.131895726	0.168741557	0
OR7E4P	30626	25591	22687	0	0.08220315	0.136847629
OR7E53P	23421	25275	27941	0.108014274	0.092125789	0
OR7E7P	10831	18221	18607	3.087221025	0.493706751	0.410948964
OR7E83P	30079	22916	27055	0	0.171701935	0
