Gene	Rank	WT2_D14_2
ALOX12-AS1	13263	1.590871647
LINC00951	13264	1.590275368
PKNOX2	13265	1.589735376
AC004945.1	13266	1.589195751
CDADC1	13267	1.588457911
CCDC18	13268	1.588357062
NR2F2	13269	1.58795186
AC061961.2	13270	1.587809825
MIR503HG	13271	1.585965679
AK9	13272	1.585859124
C6orf52	13273	1.58497445
FBXL18	13274	1.584619685
ARL13B	13275	1.583467792
RP5-894A10.6	13276	1.583391059
RP11-629O1.2	13277	1.582456905
HDX	13278	1.58191681
TRPV4	13279	1.581679285
GCC2-AS1	13280	1.581679285
XXbac-BPG299F13.17	13281	1.581493446
SEMA4A	13282	1.581118853
CXCR4	13283	1.580967138
RP11-257O5.2	13284	1.580729898
NRG2	13285	1.580508971
NOS1AP	13286	1.580458853
IGIP	13287	1.580001677
NSG1	13288	1.579822854
ZFPL1	13289	1.579781649
RP11-384C4.2	13290	1.579544765
ZNF37BP	13291	1.578914532
RGMB	13292	1.578266816
TAS2R15P	13293	1.578266816
STAG3L5P	13294	1.577301094
RHPN1-AS1	13295	1.577278856
LGMNP1	13296	1.576808833
NPM1P39	13297	1.576808833
RP11-320M2.1	13298	1.575898961
CMBL	13299	1.575879613
GTF2IRD2	13300	1.575129888
TMEM91	13301	1.574304166
SLC25A35	13302	1.57386171
UBE2SP2	13303	1.573175633
EIF3LP2	13304	1.573175633
RP11-537E18.1	13305	1.573175633
CTB-174D11.1	13306	1.573175633
STX1B	13307	1.571823527
PCDHB10	13308	1.57174069
PTENP1-AS	13309	1.571365304
NCOA7	13310	1.571226221
PBX4	13311	1.570461701
KCNQ5-IT1	13312	1.570361365
RP11-176N18.2	13313	1.570361365
PLEKHG4B	13314	1.570347728
LRRC37A2	13315	1.569836739
LINC00680	13316	1.569559137
MTTP	13317	1.56811719
RP11-355O1.11	13318	1.567644629
AFG3L1P	13319	1.56739721
PRRX2	13320	1.567157364
RAB6B	13321	1.567119894
LCN12	13322	1.566487593
SLC1A1	13323	1.56646447
WWC1	13324	1.566438264
EFCAB11	13325	1.565959231
RP1-90G24.10	13326	1.565959231
FTX	13327	1.564762929
B3GNT8	13328	1.563926605
GPR137C	13329	1.563326048
FBRSL1	13330	1.563232311
RP1-273G13.2	13331	1.563091174
RP11-569A11.1	13332	1.563091174
HENMT1	13333	1.562796529
AC015933.2	13334	1.5623758
LCN15	13335	1.561978653
CTD-2021H9.3	13336	1.561978653
AC007365.3	13337	1.560590228
AP001062.9	13338	1.560590228
ANKRD42	13339	1.55697403
RP5-1085F17.3	13340	1.556926871
AP000692.10	13341	1.555257915
ARID5B	13342	1.555230664
CCDC33	13343	1.554039866
CHODL	13344	1.553741084
RP11-4L24.4	13345	1.553515756
DNHD1	13346	1.552808061
RP11-321F8.4	13347	1.552311235
RP11-805L22.3	13348	1.551282533
FER1L4	13349	1.550890115
RFFL	13350	1.550574664
RP4-773N10.4	13351	1.550408441
ENPEP	13352	1.54983107
FCHSD1	13353	1.549610133
RP11-872J21.3	13354	1.549229214
FGGY	13355	1.548773
DNAJC19P5	13356	1.548204591
RP11-20O24.1	13357	1.548204591
XXbac-B444P24.13	13358	1.548204591
PARP11	13359	1.54795387
SH2B3	13360	1.54765868
RBL1	13361	1.546337034
RP11-10C24.3	13362	1.545751018
WIPF1	13363	1.545165917
MST1P2	13364	1.54479895
AP001505.10	13365	1.544701866
LYRM9	13366	1.544119619
RP11-815I9.4	13367	1.543979142
CDH24	13368	1.54382866
METTL8	13369	1.542623205
OGFRL1	13370	1.542554209
RP11-93L14.1	13371	1.542085205
LTB	13372	1.541678966
EEF1A1P7	13373	1.541531296
C18orf32	13374	1.540424669
GMDS	13375	1.540362077
UAP1L1	13376	1.540362077
ASIC3	13377	1.540056146
RP13-20L14.6	13378	1.540056146
FUT8-AS1	13379	1.540056146
AC092881.1	13380	1.539858475
ZSCAN22	13381	1.539168378
SVIL-AS1	13382	1.539114216
B3GNT7	13383	1.538841271
RP11-562I5.2	13384	1.538436739
TECRP1	13385	1.537743749
CCNE2	13386	1.537266189
PTPRZ1	13387	1.53713124
TNNI2	13388	1.536944921
GPR155	13389	1.536609051
CCDC181	13390	1.536014004
SNORA19	13391	1.536014004
RP11-126O1.5	13392	1.53537771
AC007325.2	13393	1.534671334
AKAP5	13394	1.534119152
APOM	13395	1.534000879
RN7SL677P	13396	1.533598887
PLCG2	13397	1.533401495
KLC1	13398	1.53282837
LTBP2	13399	1.532052885
ALG10B	13400	1.532042846
COX17P1	13401	1.531993025
RP11-778D9.12	13402	1.531993025
HGFAC	13403	1.531757152
SPP1	13404	1.530390522
HS3ST3B1	13405	1.52999042
AP003068.23	13406	1.529637562
GDF6	13407	1.529369985
DOC2A	13408	1.527686217
RP3-368A4.5	13409	1.527535364
RP11-288I21.1	13410	1.526285152
SPHK1	13411	1.525362977
NUDT13	13412	1.525236039
ATP5EP2	13413	1.524013894
SNORA72	13414	1.524013894
SNORA11B	13415	1.524013894
HMGA1P8	13416	1.524013894
RP11-195C7.1	13417	1.524013894
RP5-890O3.9	13418	1.524013894
C1GALT1P1	13419	1.524013894
RP4-612B15.3	13420	1.524013894
BNIP3P10	13421	1.524013894
TRANK1	13422	1.522100334
CDC42BPG	13423	1.521108999
RP11-88H12.2	13424	1.520619654
RP11-216L13.19	13425	1.520414428
EIF4A1P2	13426	1.520263245
ZFP2	13427	1.519959125
ASAH2B	13428	1.519760832
NEK11	13429	1.519358996
NOL12	13430	1.51874049
DDTL	13431	1.518083879
FNBP1P1	13432	1.517893357
FAM65B	13433	1.517749598
AC006277.3	13434	1.515489267
TIRAP	13435	1.515449188
AC007285.7	13436	1.515136144
RP11-448A19.1	13437	1.514975687
MRPL53	13438	1.514809324
RPL26P30	13439	1.51454797
SOX2	13440	1.5143068
RP11-113K21.6	13441	1.51387633
AC062029.1	13442	1.512668878
AC012462.1	13443	1.512199833
DNAJC19P8	13444	1.512199833
RP11-408I18.9	13445	1.512199833
AC002310.17	13446	1.512199833
RP11-715J22.6	13447	1.511257233
RP11-127B20.3	13448	1.510527046
GPAT3	13449	1.510293928
RILPL2	13450	1.509858967
RP11-611L7.2	13451	1.509858967
TMEM199	13452	1.509434133
STXBP5	13453	1.50859042
RP11-297P16.3	13454	1.507192549
HPCAL1	13455	1.507059475
CTC-756D1.1	13456	1.506361224
TMEM79	13457	1.505318037
OR7E12P	13458	1.505198908
RP1-292L20.3	13459	1.503872742
OR7E13P	13460	1.502218316
CTD-2260A17.2	13461	1.50117529
LINC00893	13462	1.501130803
LRRC3-AS1	13463	1.500567527
RP11-299J3.6	13464	1.500567527
RN7SL81P	13465	1.500567527
ATP6AP1L	13466	1.500228109
GAS2	13467	1.500115003
BAIAP3	13468	1.499888844
PLEKHM1P1	13469	1.498210203
RP11-79N23.1	13470	1.497024274
NPY	13471	1.496729758
PLCH1	13472	1.496554185
AC005391.2	13473	1.495964559
PWAR1	13474	1.495592583
NLGN4X	13475	1.49535873
GUCA1B	13476	1.4951552
SYT10	13477	1.495060263
LYST	13478	1.4947432
RP11-10L12.2	13479	1.494516851
TNFRSF11B	13480	1.493841038
USP49	13481	1.493642315
ARHGAP23	13482	1.493610695
CACNA2D2	13483	1.493419536
SLFN13	13484	1.493312567
IZUMO4	13485	1.492711152
CCR10	13486	1.491960065
VDAC1P8	13487	1.491960065
RP11-573D15.1	13488	1.491389744
TNS3	13489	1.491312007
CDH13	13490	1.490716637
GRIN3B	13491	1.490478136
RNF152	13492	1.489253163
RP4-545K15.5	13493	1.489112813
CNTLN	13494	1.488909854
FBXO10	13495	1.488658261
ITGA9-AS1	13496	1.486680947
LRCH4	13497	1.486309714
RP11-516A11.1	13498	1.486127422
INO80C	13499	1.485580585
CTD-2201E18.3	13500	1.485517258
RBKS	13501	1.484785195
MPP3	13502	1.484718103
C1S	13503	1.48409834
BCL11A	13504	1.483908266
AC098795.1	13505	1.482323545
CEACAM19	13506	1.482080042
PPP4R1L	13507	1.481961118
CFAP53	13508	1.481840965
TTTY14	13509	1.481485778
RP11-359I18.5	13510	1.481037364
RP5-963E22.6	13511	1.481037364
SSTR2	13512	1.48063589
SAMD13	13513	1.479810011
CROCC	13514	1.479390961
PDZD2	13515	1.479149971
ASB16	13516	1.478578412
ARHGAP33	13517	1.477831655
HIST1H4PS1	13518	1.477831655
RPS3AP25	13519	1.477831655
RP11-407N17.4	13520	1.477831655
MIR4288	13521	1.477831655
GK5	13522	1.477701484
PCBP1-AS1	13523	1.477611083
VWC2	13524	1.4766541
FAS	13525	1.47638846
RP11-467H10.1	13526	1.475968059
RGS11	13527	1.47588714
YWHAZP2	13528	1.475798874
RP11-120E11.2	13529	1.475038023
TPPP	13530	1.474884832
SBF2-AS1	13531	1.474852156
SPRED3	13532	1.474228945
AKR1C3	13533	1.474209519
RP11-613F7.1	13534	1.474109157
PTK2B	13535	1.473971647
FOXA1	13536	1.473082839
MEGF9	13537	1.472664412
FAM81A	13538	1.471369777
RP11-651P23.4	13539	1.47127517
COG8	13540	1.470532773
E2F3-IT1	13541	1.470405365
NDUFA13	13542	1.469814485
F13A1	13543	1.469136482
RP11-126O1.4	13544	1.468929055
RP11-342K6.2	13545	1.468297257
GPR176	13546	1.467595897
LINC01460	13547	1.467489936
ABHD17AP1	13548	1.466720139
RP4-756H11.3	13549	1.466720139
RP11-530C5.2	13550	1.466720139
NFATC1	13551	1.465833367
RASSF10	13552	1.465560218
RHEBP2	13553	1.465495832
EIF1P3	13554	1.464517857
RP11-126O1.2	13555	1.464517857
PXN-AS1	13556	1.464360804
MICU3	13557	1.464311732
SDCBP2-AS1	13558	1.463823772
TUBB4A	13559	1.463718665
ADGRE5	13560	1.463459855
SNORA74	13561	1.463053339
RP1-149A16.16	13562	1.463053339
NBPF3	13563	1.462668426
NPAS1	13564	1.462596277
TBC1D2	13565	1.461883832
SYNM	13566	1.460854965
FZD9	13567	1.460757862
TM9SF1	13568	1.460487617
ZNF321P	13569	1.459508817
BTF3P12	13570	1.458885096
STX16-NPEPL1	13571	1.45876286
ZNF563	13572	1.457846743
PAMR1	13573	1.457079313
CAMTA2	13574	1.456386779
ADAT2	13575	1.45618071
TTC7B	13576	1.455985448
MIR302D	13577	1.455774466
MIR367	13578	1.455774466
SNORA70F	13579	1.455774466
MIR553	13580	1.455774466
UQCRBP1	13581	1.455774466
RP11-425D10.10	13582	1.455774466
C1orf50	13583	1.454497471
PRKX	13584	1.454358802
SAA1	13585	1.453604907
DOCK2	13586	1.453364244
ARMC2	13587	1.453020578
RP11-317B17.4	13588	1.452677074
MMP16	13589	1.452607621
MAP1LC3B2	13590	1.451647537
RP11-225B17.2	13591	1.449592834
MGAT4A	13592	1.448677153
TBX6	13593	1.448567662
RP11-485M7.2	13594	1.448567662
FAM120C	13595	1.448291902
RAB30	13596	1.448250024
TEX22	13597	1.44805562
ZNF230	13598	1.447627797
PLEKHM3	13599	1.447283801
COLEC11	13600	1.446297454
RP11-295G20.2	13601	1.445964665
RP11-346J10.2	13602	1.445964665
RP4-760C5.3	13603	1.444990952
RP11-73M18.8	13604	1.444990952
LYL1	13605	1.444018549
AP000344.4	13606	1.444018549
ECE2	13607	1.443302878
AD000684.2	13608	1.442853391
SEMA3G	13609	1.442502616
RP11-333O1.1	13610	1.441431861
RP11-556O9.2	13611	1.440418196
STAR	13612	1.44020865
ZNF285	13613	1.440076832
ZBTB40-IT1	13614	1.439658882
RMDN2	13615	1.438416628
TMEM17	13616	1.437385736
RP11-435O5.4	13617	1.437385736
RP11-359B12.2	13618	1.437157389
BMS1P1	13619	1.43657322
RP4-730K3.3	13620	1.436286187
RP11-710C12.1	13621	1.436090016
ALG9	13622	1.435944847
ANXA2P2	13623	1.43577364
CBX3P2	13624	1.43537118
NXT2	13625	1.43532546
MYC	13626	1.435069484
AGAP9	13627	1.434968946
RAB17	13628	1.434366018
RN7SKP119	13629	1.434366018
CTC-429P9.5	13630	1.434366018
CTD-2619J13.17	13631	1.434366018
SLC22A15	13632	1.433475292
L3MBTL3	13633	1.43256027
RP5-1057I20.5	13634	1.431734154
NTS	13635	1.43155904
MBLAC1	13636	1.430541042
FMR1-IT1	13637	1.430159666
CTA-14H9.5	13638	1.430159666
GS1-257G1.1	13639	1.42911193
CTD-2639E6.4	13640	1.42911193
CXorf57	13641	1.428469344
RAB29	13642	1.428364487
LINC01621	13643	1.428364487
PTMAP5	13644	1.428188731
FAM92A1P1	13645	1.42790491
RP11-57H14.4	13646	1.427593752
RP11-307C12.11	13647	1.427369111
NOVA1	13648	1.426543497
PHF24	13649	1.426087646
SPATA4	13650	1.425732689
BBOF1	13651	1.424085189
HSPE1P26	13652	1.423896193
RP11-191G24.1	13653	1.423896193
CLSTN2	13654	1.423344101
STS	13655	1.423130775
HNRNPA1P4	13656	1.421067261
RP11-182J1.14	13657	1.42093283
GSDMB	13658	1.418838375
MINOS1	13659	1.417808565
KDF1	13660	1.417528854
CTD-2331H12.5	13661	1.417202664
DGKB	13662	1.416639747
RP11-203F10.6	13663	1.41651084
ZNF597	13664	1.416400643
PMEPA1	13665	1.415097265
MIR32	13666	1.413578105
SNORD41	13667	1.413578105
RP5-1142J19.2	13668	1.413578105
LAGE3P1	13669	1.413578105
LINC01402	13670	1.413578105
RP3-406P24.3	13671	1.413578105
PTMAP4	13672	1.413578105
MIR6864	13673	1.413578105
AC002064.7	13674	1.413578105
ST14	13675	1.41317652
ASCL5	13676	1.412647507
TMEM150C	13677	1.411941072
RP11-478J18.2	13678	1.411424901
ARHGAP31-AS1	13679	1.411305471
RP11-46H11.12	13680	1.411021906
RP11-676J12.8	13681	1.410657489
AC007362.3	13682	1.410350758
RP11-310E22.5	13683	1.410171893
C10orf11	13684	1.409794438
ZNF215	13685	1.409122382
DNAJC15	13686	1.407949123
NOS3	13687	1.40619051
MC4R	13688	1.405937142
RP11-309L24.2	13689	1.405937142
CTD-2314G24.2	13690	1.405273408
ULK4	13691	1.404991636
RP11-478C6.2	13692	1.404852314
YWHAEP5	13693	1.404326939
SCARNA21	13694	1.403408478
SNRPEP2	13695	1.403408478
RP1-198K11.5	13696	1.403408478
GATA2	13697	1.403082862
RP11-314C16.1	13698	1.401967607
LL0XNC01-7P3.1	13699	1.40159863
RPS4XP16	13700	1.401392087
CTC-487M23.7	13701	1.401392087
RP11-1023L17.1	13702	1.401340461
PEBP1P2	13703	1.400888894
GRHL2	13704	1.400587152
RP11-280O1.2	13705	1.399346259
RP11-107N15.1	13706	1.398834135
ETV5-AS1	13707	1.39837834
RP11-467D6.1	13708	1.397752107
FZD5	13709	1.396293076
RP11-422P22.1	13710	1.396233588
PPM1L	13711	1.395960946
GPRASP1	13712	1.395934844
TMPO-AS1	13713	1.39546071
STXBP4	13714	1.395124083
SULT4A1	13715	1.394999962
NEK8	13716	1.394533473
SH2B2	13717	1.394006456
MOG	13718	1.39398759
GTF2IP20	13719	1.393721595
MIR503	13720	1.393384132
RPS3P2	13721	1.393384132
CBX5P1	13722	1.393384132
UBA52P5	13723	1.393384132
ALG1L10P	13724	1.393384132
MIR4479	13725	1.393384132
AC018867.1	13726	1.393384132
BCL6	13727	1.392815636
AC240274.1	13728	1.39210109
CFAP221	13729	1.391300387
EIF2S2P4	13730	1.389131688
QPCT	13731	1.388903797
FAM83B	13732	1.388096147
SERPINA1	13733	1.38807263
AC007246.3	13734	1.388018682
IGFL4	13735	1.387719969
ENTPD3-AS1	13736	1.387437969
RCN1P2	13737	1.387286171
RP11-15A1.8	13738	1.386780416
SLC29A3	13739	1.386575058
RP11-756P10.6	13740	1.38618318
CTD-2619J13.16	13741	1.384905121
LA16c-380H5.5	13742	1.384593065
TRIM36	13743	1.384107924
RNU11-2P	13744	1.383501975
DND1P1	13745	1.382848146
CNKSR1	13746	1.382469896
CDON	13747	1.382223323
C17orf100	13748	1.381542341
SKAP2	13749	1.381020709
TNK1	13750	1.380831122
ZMYND12	13751	1.379978625
SERPINE1	13752	1.379805098
ZNF559	13753	1.379738368
CTC-510F12.2	13754	1.378613276
ZNF717	13755	1.377599142
DACH2	13756	1.376820873
AC096574.5	13757	1.376432987
THCAT158	13758	1.375696604
RPS3AP34	13759	1.375520233
RAP1GAP	13760	1.374393681
LZTS1	13761	1.374000905
TMIGD2	13762	1.373759003
MIR30C2	13763	1.373759003
SNORD114-20	13764	1.373759003
CTC-429L19.3	13765	1.373759003
RP11-35J10.7	13766	1.373759003
C19orf67	13767	1.372792248
PARD3B	13768	1.372559097
ANKRD18EP	13769	1.37167043
SPA17	13770	1.37025004
PET117	13771	1.370140674
RP11-343H5.6	13772	1.36990013
MRGPRF	13773	1.369539472
MIR181A1HG	13774	1.369472704
RP11-539G18.1	13775	1.368938796
STKLD1	13776	1.368710106
TMEM238	13777	1.368252955
NEFH	13778	1.367942612
ZNF571-AS1	13779	1.367831241
TOMM5	13780	1.367488177
HES7	13781	1.367093865
RNLS	13782	1.366758958
RP11-33B1.3	13783	1.366541355
PCDHA7	13784	1.365921167
LINC01449	13785	1.365837823
ME1	13786	1.365574559
UBA6-AS1	13787	1.365309584
TATDN2	13788	1.365157198
MIR1289-1	13789	1.364152297
AC002064.4	13790	1.364152297
RPP21	13791	1.364152297
MTUS2-AS1	13792	1.363799073
FAM66A	13793	1.363591379
ACTRT3	13794	1.363471243
FAM85B	13795	1.363285618
CYP46A1	13796	1.363166163
RPL21P120	13797	1.362790868
SMN1	13798	1.362247056
AC079922.2	13799	1.362247056
EZR-AS1	13800	1.36097985
ALG1L12P	13801	1.36097985
AC005255.3	13802	1.36097985
YTHDF3-AS1	13803	1.36034713
KRT18P31	13804	1.359925644
POM121C	13805	1.359640039
RN7SL569P	13806	1.359399153
CTD-2002H8.2	13807	1.359399153
GPR22	13808	1.359235842
AARD	13809	1.358807338
RP1-228P16.7	13810	1.358452496
EPS8L1	13811	1.357822124
ACVR2B-AS1	13812	1.357372216
KLF3-AS1	13813	1.357309462
RP5-1159O4.1	13814	1.357034981
FLVCR1-AS1	13815	1.356870345
DKFZp779M0652	13816	1.356772802
RP11-1007O24.3	13817	1.356563133
ASIC1	13818	1.356043796
SLITRK6	13819	1.355934512
MIR23A	13820	1.354679017
ZNF32-AS1	13821	1.354679017
MIR3181	13822	1.354679017
SNORD3B-1	13823	1.354679017
RP11-120K24.3	13824	1.354679017
NBPF12	13825	1.353729432
SFMBT1	13826	1.353425845
ZNF571	13827	1.352970721
FOXE1	13828	1.352721954
RP11-1398P2.1	13829	1.35233122
KNOP1	13830	1.351790576
RP11-113K21.4	13831	1.351550428
IQCH	13832	1.351146608
SMG1P5	13833	1.350152643
EIF3FP3	13834	1.348436257
SNRPGP14	13835	1.348436257
RP11-517B11.7	13836	1.348436257
HSP90AB3P	13837	1.347194603
ZNF707	13838	1.347106001
RP11-423C15.3	13839	1.346663165
CTD-2515H24.4	13840	1.344493461
ZNF347	13841	1.344393521
ATP2A3	13842	1.344367739
AFF3	13843	1.343673147
AC005042.2	13844	1.342810741
AP000442.1	13845	1.342250769
RPL7AP66	13846	1.341132227
KIF9	13847	1.340791348
BACH2	13848	1.340015547
TGFA	13849	1.339736668
RP11-351I24.1	13850	1.339457905
PHF11	13851	1.339415028
KCNA7	13852	1.339179257
ATXN3	13853	1.338917107
ZNF713	13854	1.338378256
PRKCQ-AS1	13855	1.338357583
HNRNPKP4	13856	1.338051188
CATIP	13857	1.33713938
CD4	13858	1.336495406
SNORD99	13859	1.33612177
RP11-31F19.1	13860	1.33612177
RN7SKP57	13861	1.33612177
AC242988.1	13862	1.33612177
ZNF25	13863	1.335490929
WHAMMP2	13864	1.335359579
CALY	13865	1.334941972
ZNF169	13866	1.334598256
AF131216.5	13867	1.333685815
RP11-529F4.1	13868	1.333512158
RP11-399E6.1	13869	1.333381945
LINC00942	13870	1.333354327
RP11-119B16.2	13871	1.333078213
MTRNR2L3	13872	1.331778072
CYCSP10	13873	1.331561628
RP5-1157M23.2	13874	1.331258725
MEIS1-AS2	13875	1.330912719
RP5-933K21.3	13876	1.330912719
HFM1	13877	1.330653332
COL9A2	13878	1.330542197
ZNF619	13879	1.330426452
RIPPLY2	13880	1.33004849
AC016700.5	13881	1.33004849
RP11-213G6.2	13882	1.33004849
RPL7AP33	13883	1.329293209
CTC-492K19.7	13884	1.329293209
HNRNPA1L2	13885	1.328575568
GPD1	13886	1.328503718
LINC00869	13887	1.327973531
TRMO	13888	1.32791814
RPSAP17	13889	1.327032507
NUDT16P1	13890	1.327032507
RP11-521O16.1	13891	1.326130377
CA3-AS1	13892	1.325441341
SLC7A6	13893	1.325190752
CTC-523E23.4	13894	1.324329793
PRKY	13895	1.323569478
RP11-341N2.1	13896	1.322833037
RN7SL67P	13897	1.322534091
ME3	13898	1.3221606
SERINC2	13899	1.321638066
PRX	13900	1.321270816
KLHL2P1	13901	1.320615522
ZNF724P	13902	1.320353586
NFKBID	13903	1.319552053
ADH5P4	13904	1.319254589
PHOSPHO2	13905	1.318957258
RP11-67L2.2	13906	1.318306814
VTN	13907	1.318066071
RN7SL333P	13908	1.318066071
RN7SL559P	13909	1.318066071
RP11-349G13.1	13910	1.318066071
TRMT112P6	13911	1.318066071
NBPF26	13912	1.318066071
DENND6B	13913	1.315779967
SEC14L2	13914	1.315148235
RP11-337A23.5	13915	1.314513332
CTC-487M23.5	13916	1.314119765
RBM28	13917	1.31392307
ZCCHC12	13918	1.31392307
GRIA3	13919	1.313849325
RN7SL268P	13920	1.313628138
RP11-797J4.1	13921	1.313628138
CTD-2054N24.2	13922	1.312155461
WDR62	13923	1.312081913
ANKMY1	13924	1.312060563
VLDLR-AS1	13925	1.312060563
KDM4D	13926	1.31142036
CTD-2371O3.2	13927	1.31142036
MYO5C	13928	1.310135913
SAMD15	13929	1.30976939
RP11-22B23.1	13930	1.30921999
MT1X	13931	1.30921999
ERICH2	13932	1.30921999
PRR22	13933	1.30921999
RP5-867C24.5	13934	1.308244416
NTRK1	13935	1.307965948
C2orf72	13936	1.307965948
PTGER3	13937	1.306737899
IRS2	13938	1.306725778
MURC	13939	1.306464265
CALM2P3	13940	1.306297624
CFAP69	13941	1.305990765
CTC-471J1.11	13942	1.305714715
PHF21B	13943	1.304328116
AC096921.2	13944	1.303969108
RPL31P63	13945	1.303969108
PIR	13946	1.303065814
PKI55	13947	1.301731601
PUS10	13948	1.301445296
KANTR	13949	1.30131809
RFTN2	13950	1.301159118
RP5-1074L1.4	13951	1.30094833
LRP1B	13952	1.300722073
NLGN3	13953	1.300491857
MIR483	13954	1.300491857
AC016999.2	13955	1.300491857
COX6CP13	13956	1.300491857
MIR4774	13957	1.300491857
USP43	13958	1.300192962
TRIM60P18	13959	1.298917411
RP11-1046B16.3	13960	1.298019439
AP001462.6	13961	1.297608283
SARM1	13962	1.296851571
HNRNPA3P9	13963	1.296502618
LINC00471	13964	1.296424642
SLN	13965	1.296171286
RP11-483F11.7	13966	1.296171286
RP5-1024C24.1	13967	1.296171286
AC012442.6	13968	1.295556404
RP11-762I7.4	13969	1.295556404
IDNK	13970	1.29545398
CITF22-92A6.1	13971	1.295095625
NFIB	13972	1.294589641
ERVH48-1	13973	1.29442787
RAP1GAP2	13974	1.294153147
ALAS2	13975	1.294101233
C11orf70	13976	1.293947753
RUSC1-AS1	13977	1.293947753
MFAP3L	13978	1.293691682
TMEM14EP	13979	1.293592696
CH507-42P11.1	13980	1.293592696
LPCAT3	13981	1.292268331
MYPOP	13982	1.292221638
A2M-AS1	13983	1.292174412
HMGN3-AS1	13984	1.292098737
HMGN1P37	13985	1.291879328
RP11-669E14.6	13986	1.291879328
RAET1E-AS1	13987	1.291879328
EEPD1	13988	1.291743541
RP11-566E18.1	13989	1.29126851
MTX1P1	13990	1.291102024
ZNF668	13991	1.290892909
GSG2	13992	1.290724214
RP4-665J23.1	13993	1.29065827
RP11-48B3.5	13994	1.29065827
RUBCN	13995	1.29030982
GPLD1	13996	1.290243117
RP11-298C3.2	13997	1.28974399
NBEAL2	13998	1.289670484
SETD1A	13999	1.289345863
GPR20	14000	1.289317769
RP11-272P10.2	14001	1.289033779
RP11-530C5.4	14002	1.289033779
RP11-372B4.3	14003	1.289033779
DLG2	14004	1.288088046
CYCSP34	14005	1.2876157
TMSB4Y	14006	1.287229492
DACT3-AS1	14007	1.28690783
CCDC148	14008	1.286554186
RP11-417F21.1	14009	1.285918118
AGAP4	14010	1.285605894
RP11-16E12.1	14011	1.284732472
POMC	14012	1.284374219
MIR26B	14013	1.283380122
RPL12P29	14014	1.283380122
MIR1972-1	14015	1.283380122
MIR1972-2	14016	1.283380122
RPL39P38	14017	1.283380122
CTD-2010I16.1	14018	1.283380122
MIR3192	14019	1.283380122
RP1-313I6.12	14020	1.283380122
RP11-477I4.4	14021	1.283380122
FRMPD2	14022	1.282973345
SPOCD1	14023	1.282718244
AC073343.13	14024	1.282442664
MLLT4-AS1	14025	1.282291589
SH2D3A	14026	1.282216586
COMT	14027	1.281506574
NT5DC3	14028	1.281396536
SHCBP1	14029	1.281396536
SLC41A2	14030	1.281305134
RPSAP52	14031	1.281132521
RP1-161N10.1	14032	1.280972279
ABLIM2	14033	1.280747007
ARHGEF39	14034	1.280617788
BIRC7	14035	1.28040704
MCOLN3	14036	1.280171671
XKR5	14037	1.279959178
GGACT	14038	1.279855428
ZNF333	14039	1.27959511
CTD-2260A17.1	14040	1.279495015
HSPE1P2	14041	1.279172318
NRL	14042	1.278951619
TMEM191C	14043	1.278738602
CTD-3035D6.1	14044	1.277775842
LTB4R	14045	1.277377408
DCLK2	14046	1.27610409
DRD1	14047	1.27577866
CTD-2526A2.2	14048	1.27563336
LRRC10B	14049	1.275279436
ADAM32	14050	1.274992016
RP11-121A14.2	14051	1.274992016
CTD-2325P2.3	14052	1.274992016
CTD-2574D22.2	14053	1.274629803
RP11-364L4.1	14054	1.274234895
RP1-179N16.6	14055	1.272802813
CTD-2287O16.4	14056	1.272220294
EHD4-AS1	14057	1.271667396
APELA	14058	1.271622587
AC074141.3	14059	1.270520601
TM4SF1	14060	1.270299237
RPS15AP11	14061	1.270011579
RP5-894A10.2	14062	1.270011579
RP11-775A1.2	14063	1.270011579
SP2	14064	1.269854107
CTD-2288F12.1	14065	1.269460598
CTD-2145A24.4	14066	1.269460598
RP11-57H12.5	14067	1.269248809
IKBKG	14068	1.268543357
CDHR3	14069	1.267872416
HHEX	14070	1.266712847
SST	14071	1.266712847
AC092641.2	14072	1.266712847
RP4-535B20.1	14073	1.266712847
LAMTOR3P2	14074	1.266712847
ADNP-AS1	14075	1.266712847
RP11-45P15.4	14076	1.266712847
SNORD53	14077	1.266712847
RP11-259K5.2	14078	1.266182398
ADAT3	14079	1.266145832
LYPLA1P3	14080	1.264887613
ARHGEF26	14081	1.26483554
ERI3-IT1	14082	1.264659828
DDX60	14083	1.264509868
C1orf216	14084	1.264267456
RP11-888D10.3	14085	1.263976966
RP11-218F10.3	14086	1.263976966
ZDHHC15	14087	1.2638164
OPN3	14088	1.263635812
TIGD6	14089	1.26275437
TXNP6	14090	1.262613453
RP11-21M7.2	14091	1.262613453
ZFP37	14092	1.261655706
SYT9	14093	1.261609466
C2orf88	14094	1.261252878
UCHL3	14095	1.260933169
GRIN2C	14096	1.260680881
RP13-941N14.1	14097	1.259701522
RPL39P36	14098	1.258540506
RP11-582E3.6	14099	1.258540506
RP11-6L6.4	14100	1.258540506
MIF-AS1	14101	1.258113303
PCDHA11	14102	1.258039495
XXbac-BPGBPG55C20.2	14103	1.257717316
RP11-363E6.3	14104	1.257638973
TBX18	14105	1.257424119
PIP5K1B	14106	1.257381629
AP001469.7	14107	1.256918676
RP11-575L7.8	14108	1.256918676
RP11-410N8.3	14109	1.255839776
RP11-219B4.3	14110	1.255839776
MTMR11	14111	1.25539078
RP11-528I4.2	14112	1.25530102
