gene	RTS
AIFM2	0.000283777
NHEJ1	0.000283776
SMIM2	0.000283673
PIFO	0.000283671
SORD	0.000283643
ZBTB47	0.000283533
BORCS7-ASMT	0.000283526
NUDCD3	0.000283424
RHO	0.000283376
SRSF12	0.000283351
LINC01612	0.000283295
SAMD9L	0.00028313
LOC101929662	0.000283115
LOC100507506	0.000283074
MEIS3P1	0.000283046
SPTY2D1	0.000283045
MIR4455	0.000283014
GLRX3	0.000283006
UBL4A	0.000282989
P2RY14	0.000282985
LINC00634	0.000282981
COX8A	0.000282925
ZNF136	0.000282858
DGKA	0.000282788
ZFAT	0.000282749
DCST2	0.000282704
AGAP2-AS1	0.000282704
GMPPA	0.000282662
ITM2A	0.000282622
LINC01036	0.000282613
HSD3BP4	0.000282479
UFSP1	0.000282467
ALG1L2	0.000282409
RFPL4A	0.000282221
VPS9D1	0.000282194
AGR2	0.000282135
OR4M1	0.000281977
LOC100506136	0.000281839
TESK2	0.000281814
LINC01179	0.000281812
STK39	0.000281796
LINC01266	0.000281791
MIR3910-2	0.000281774
LY6G6E	0.000281771
DIEXF	0.000281674
LOC102546299	0.000281636
ANTXR2	0.00028151
LOC100130476	0.000281488
LOC102724096	0.000281435
SV2A	0.000281322
LGALS12	0.000281305
DUSP18	0.000281254
ZHX3	0.000281198
AP1S3	0.000281195
MAP1LC3C	0.000281193
PXYLP1	0.000281179
HIST1H2BA	0.000281152
MPZL1	0.000281142
MTHFD1L	0.000281129
FMO9P	0.000281103
UNC93B1	0.00028109
LOC105374244	0.00028109
FAM9A	0.000281048
MIR4694	0.000281042
TRAF3IP1	0.000280882
PARP12	0.00028088
HSDL2	0.000280871
TRMO	0.000280843
ZNF441	0.000280808
ZDHHC2	0.000280726
KRTAP10-9	0.000280713
LINC01100	0.000280711
CDCP2	0.000280706
IQCK	0.000280686
VRK2	0.000280587
TXNRD2	0.000280569
MMP1	0.000280532
LOC152225	0.000280443
MIR517B	0.000280202
LINC01349	0.000280153
TLDC2	0.00028015
LOC101929380	0.000279928
TEX44	0.00027992
LINC01094	0.00027989
LINC00992	0.000279878
TRPS1	0.00027957
NCRUPAR	0.000279491
FAM186A	0.00027943
MIR629	0.00027933
RASSF4	0.000279276
FLJ25758	0.000279259
ABHD3	0.000279257
HMGB3P1	0.000279233
ZNF257	0.000279104
MIP	0.000279038
MAGEE1	0.000278966
LINC01069	0.000278894
ASXL2	0.000278864
DNMT3A	0.000278715
CD79A	0.000278694
BISPR	0.00027866
PTPRA	0.00027863
JOSD2	0.000278503
BST1	0.000278484
CDKL1	0.000278482
LOC101805491	0.000278295
LOC729218	0.000278271
ZNF728	0.000278266
CLHC1	0.000278155
LINC01696	0.000278093
CHAC1	0.000278062
MLKL	0.00027798
LINC00279	0.000277979
SAMSN1	0.000277963
LOC105379143	0.000277958
LINC00838	0.000277941
OR7E2P	0.00027787
FAM24B	0.000277809
LINC00460	0.000277723
SYNJ2BP-COX16	0.000277715
CAND2	0.000277666
MIR5700	0.000277643
LOC101928093	0.000277593
OR2F1	0.000277563
DPY19L2P4	0.000277421
CRISPLD1	0.000277419
GPHN	0.000277331
PPIL6	0.000277256
LOC101928661	0.000277251
KCNAB1-AS2	0.000277219
AS3MT	0.00027717
C21orf62	0.00027716
AGTPBP1	0.000277046
LOC101926892	0.000277032
YIPF6	0.000276963
INSIG1	0.000276923
SERPINB9P1	0.000276909
FGD2	0.000276763
HTRA4	0.000276717
TDRG1	0.000276699
LINC01378	0.000276688
KCNMB3	0.000276642
LINC01205	0.000276638
ARSH	0.000276603
ARPIN	0.000276579
LOC730102	0.000276569
ZMYND12	0.000276452
ANKRD7	0.000276444
TMEM38A	0.000276394
ADIRF	0.000276356
NAPSA	0.00027632
MDFIC	0.000276233
NIFK-AS1	0.000276161
LINC01615	0.000276152
LINC01544	0.000276144
C8orf87	0.000276026
TMPRSS11B	0.00027599
LOC646736	0.000275979
LINC00702	0.000275834
FXYD3	0.000275796
PICK1	0.000275718
FNDC11	0.00027571
TNFRSF10B	0.000275675
BBOX1	0.000275646
C22orf24	0.000275577
RAB15	0.000275572
CTHRC1	0.000275544
DLG4	0.000275461
GNMT	0.000275364
DCAF8L2	0.000275037
GZMB	0.000275003
KRTAP2-1	0.000275
TNKS2-AS1	0.000274935
PLCD4	0.000274868
SPI1	0.000274857
GYPC	0.000274842
MAGEA8-AS1	0.000274759
MYL7	0.000274729
MMP19	0.00027469
CLCC1	0.000274578
GYPA	0.000274538
PSG7	0.000274439
LOC101929528	0.000274196
SPATC1L	0.000274115
KDM5B	0.000274105
DPEP2	0.00027408
LACE1	0.000274033
SNCG	0.000274025
DHCR24	0.000273974
CAST	0.000273928
LOC102467223	0.000273887
LOC102725022	0.000273841
PRKACG	0.000273757
TFEC	0.000273696
PLA2G4C-AS1	0.000273653
UBXN11	0.000273614
FOXN3	0.000273607
RTP3	0.000273579
TXNL4A	0.000273538
CHMP3	0.000273522
ZNF660	0.000273479
LINC00446	0.000273432
LINC01776	0.000273423
GOLIM4	0.000273389
LOC101928769	0.000273382
LRRIQ3	0.000273381
TMEM184C	0.000273332
PCDHB9	0.000273317
SLCO1B1	0.000273175
ATP6AP1L	0.000273167
FGF7	0.000273164
AGMO	0.000273116
FKBP9	0.000273061
CNTN4-AS1	0.000272962
CYP2C18	0.000272946
LVCAT5	0.000272938
LOC728084	0.000272931
C1orf146	0.000272762
LINC01497	0.0002727
LGALS3BP	0.000272696
SIL1	0.000272666
LINC01564	0.000272663
RHBDL1	0.000272581
FAM13A	0.000272512
KIAA0232	0.000272502
ZNF623	0.000272494
CAMSAP2	0.000272481
LINC01046	0.000272468
MIR1305	0.000272376
LOC729080	0.000272374
SNAR-B1	0.000272365
SNAR-B2	0.000272365
LOC105369739	0.000272276
LOC105369187	0.000272257
LINC00856	0.000272066
CECR3	0.000272061
QSOX1	0.000271882
NLGN2	0.000271797
CCDC171	0.000271742
MIR6715A	0.000271733
LOC100505666	0.000271663
ACOT9	0.000271611
LOC100505715	0.000271607
CAMKK1	0.000271532
LOC100128568	0.000271468
PLAC4	0.000271459
LINC00626	0.000271445
SUCLG2	0.00027126
MIR3065	0.000271163
LOC101927780	0.00027116
MIR6715B	0.000271053
LINC00694	0.000270928
HEXA	0.00027078
KRTAP12-2	0.000270775
LINC00619	0.000270673
MIR210	0.000270588
MIR486-1	0.000270566
BLVRB	0.000270508
TTLL13P	0.000270507
CPPED1	0.000270486
GPER1	0.000270469
MIR4273	0.000270442
CABP4	0.000270414
LOC100507477	0.000270362
TOMM7	0.000270337
MIR519A1	0.000270229
ELP3	0.000270103
PCDHB5	0.00027005
TSSC2	0.000270011
MIR23C	0.000269948
C14orf178	0.000269933
MAGED2	0.000269897
MFHAS1	0.000269811
FOCAD	0.000269809
PQLC3	0.000269795
CLDN16	0.000269764
LOC100130872	0.000269672
KIRREL3-AS2	0.000269565
GSTA4	0.000269527
AADAC	0.000269516
SBK2	0.000269393
CHD6	0.000269348
OR7E37P	0.000269233
LCN2	0.000269226
FAM69A	0.000269217
APOLD1	0.000269172
ACTA2	0.000269167
LOC105378292	0.000269127
ADGRA3	0.000269107
GCA	0.000268967
HELB	0.000268945
OOSP2	0.000268936
ST3GAL3	0.000268907
IFT140	0.000268902
C4orf32	0.000268803
LINC01601	0.000268752
PSG2	0.000268674
MNDA	0.00026866
LRRC8D	0.000268622
DEPDC1-AS1	0.000268577
F11R	0.000268533
OR1M1	0.000268518
DMXL1	0.000268464
SLC7A13	0.000268397
RFPL3S	0.000268324
SFTA1P	0.000268301
C15orf54	0.000268296
LOC100506393	0.000268295
LOC105369507	0.000268283
SENP5	0.000268279
GNPDA1	0.000268277
SNORD113-2	0.000268271
ACSM6	0.000268254
EXOC1	0.000268197
MSR1	0.000268167
CLUHP3	0.000268129
RAB32	0.000268116
MYOZ2	0.0002681
NAGK	0.000268067
LASP1	0.000268031
HCAR1	0.000268007
ARMC2	0.00026795
C5orf63	0.000267817
C6orf89	0.000267771
PARD3-AS1	0.000267727
C10orf88	0.000267673
KRTAP4-3	0.000267631
ALS2	0.00026758
MRPS5	0.000267458
TPSG1	0.000267349
BOD1L1	0.000267314
FABP12	0.000267314
MIR3186	0.000267278
LOC105369691	0.000267253
ASMT	0.000267236
LRPAP1	0.000267225
DCAF7	0.000267161
GNAI2	0.000267129
LINC00675	0.000267083
LINC01441	0.000267033
ZNF850	0.000266765
CELP	0.000266751
RBFA	0.000266739
LINC00310	0.000266703
PLSCR5	0.000266656
ACBD7	0.000266626
PDCD5	0.000266623
MIR4419B	0.000266504
GPATCH8	0.000266391
PVR	0.000266374
LOC100270804	0.000266354
HRH4	0.000266313
SAXO2	0.000266278
LOC105370203	0.00026627
ASIC5	0.00026623
THRA	0.000266187
CDC42EP3	0.000266181
RPL13	0.000266109
PTMS	0.000266108
SMIM20	0.000266046
ATP13A3	0.000266018
C9orf57	0.000265972
FAM64A	0.00026596
GSG1	0.000265887
PKP4	0.000265847
MIR1910	0.000265705
LINC00578	0.000265664
GSDMD	0.000265635
LINC01118	0.00026562
MIR1324	0.00026559
LOC401177	0.000265554
BDP1	0.000265512
CEACAM1	0.000265435
MIR1283-2	0.000265334
DCAF12L2	0.000265293
C17orf58	0.000265286
MIR517A	0.000265274
FBXO25	0.000265159
MPDZ	0.000265103
LOC100505635	0.000264956
TPTE2	0.000264926
H2AFY	0.00026489
SLC35E4	0.000264873
LOC100505549	0.00026487
ADPRH	0.00026484
CEP85L	0.00026476
LINC00709	0.000264744
STPG1	0.000264742
MIR7846	0.000264709
DLG1	0.000264684
LOC101927854	0.000264523
BPGM	0.000264507
XKR3	0.000264463
LOC100507468	0.000264365
TUSC3	0.000264257
ZNF239	0.000264254
SERPINB9	0.000264217
KCCAT198	0.000264204
BPTF	0.000264135
LOC729815	0.000264113
TMEM184A	0.000264113
RPA3	0.000263934
ZNF195	0.000263899
TUBA4A	0.000263852
STRBP	0.000263707
HLTF-AS1	0.000263692
GPC6-AS1	0.000263665
MIR374C	0.000263586
KRT81	0.000263576
GLUD2	0.000263574
EPHA1	0.000263496
CIDEC	0.000263454
STBD1	0.000263453
RTN4	0.00026337
LINC00703	0.000263283
FAM117A	0.000263161
LINC01503	0.000263089
OR10J1	0.000263086
NET1	0.000262996
KIF16B	0.000262964
LDHA	0.000262948
KLHL3	0.000262904
DTHD1	0.000262735
OR4D11	0.00026273
RAB18	0.000262711
KHDRBS1	0.0002627
LOC101927342	0.000262569
KLHL26	0.000262556
BIVM	0.000262448
DNAJC1	0.000262442
LINC01588	0.000262359
ZNF716	0.00026223
LINC00309	0.000262131
CELSR3-AS1	0.000262119
LOC101927136	0.000262088
LOC340113	0.00026207
LINC01781	0.000262068
MMP13	0.00026204
AATBC	0.000262022
PINK1	0.000261964
HIPK2	0.000261944
TPST2	0.000261912
KIF3A	0.000261834
HMGB3	0.000261812
LOC100132781	0.000261732
RAB21	0.000261689
CXCL17	0.000261582
C5orf46	0.000261581
WDR31	0.000261549
THADA	0.000261534
TERF1	0.000261501
LINC01099	0.00026148
LINC00470	0.000261471
OR8D1	0.000261415
OR4B1	0.000261388
PLEKHF1	0.000261364
RPL3L	0.000261335
SPRR2E	0.000261332
ZNF230	0.000261297
PAQR3	0.000261282
SRGN	0.000261253
MCPH1	0.000261204
CLEC16A	0.000261174
ZNF510	0.000261174
LOC100507406	0.000261148
LOC101929579	0.000261075
DOK4	0.000261036
VIP	0.00026102
FSCN3	0.00026101
LPP	0.000261007
PRPH2	0.000260983
A2MP1	0.00026097
ACTN1-AS1	0.000260871
HIST1H2BE	0.000260858
DYM	0.000260806
ZFP62	0.000260801
WEE2	0.000260798
NOD1	0.000260721
CCDC14	0.000260658
LINC00654	0.000260616
SWAP70	0.000260577
RUNX1-IT1	0.000260562
CSNK1A1L	0.000260551
ACP5	0.000260522
HCG18	0.000260509
MIER2	0.000260443
TANGO6	0.000260441
MIR410	0.00026042
WDPCP	0.000260291
LOC101928030	0.000260261
FIBIN	0.000260261
CHKB-AS1	0.000260249
LOC102546229	0.000260244
LINC00701	0.000260146
SUPT3H	0.00026009
NPB	0.000260026
DMP1	0.000259999
LINC01549	0.000259988
SEC23B	0.000259962
UTRN	0.000259959
FCHSD2	0.000259956
CDC42EP2	0.000259945
LOC440896	0.000259892
CTRB2	0.000259878
ECHS1	0.000259868
OGDH	0.000259712
OR2J2	0.000259652
DLG1-AS1	0.000259639
SPINK14	0.000259571
NUSAP1	0.000259462
TRIM59	0.000259338
LINC01108	0.000259263
RBMS3-AS3	0.000259231
LOC101928314	0.000259225
TMEM175	0.000259166
MTURN	0.000259147
HIVEP2	0.00025909
AP2B1	0.00025899
UGT2B4	0.000258884
ZNF583	0.000258828
AKAP7	0.000258798
GLYCTK	0.000258782
SPATA6	0.000258691
LOC101928880	0.000258516
UQCRFS1	0.000258481
LOC100507472	0.000258432
OR10X1	0.000258405
LOC643711	0.000258371
LOC102723824	0.000258363
PDZD9	0.000258302
POF1B	0.000258295
RARRES1	0.000258279
WDR61	0.000258202
DAOA-AS1	0.00025816
CEP152	0.000258157
KDELC1	0.000258133
ADH7	0.000258041
GP6	0.000258034
BMP5	0.000258027
MIR409	0.00025798
SNAPC2	0.000257979
PLEKHM3	0.000257858
CAMK2D	0.000257849
CCDC144A	0.000257765
SAMD9	0.000257726
RHCE	0.000257693
LOC440117	0.000257614
LINC00612	0.000257586
EHHADH	0.000257585
MGP	0.000257566
TOP1P2	0.000257564
CEBPB	0.00025755
FAM45A	0.000257546
MS4A2	0.000257505
C16orf71	0.000257495
C1R	0.000257485
SDCCAG8	0.000257465
FAM109A	0.000257462
ARL10	0.000257426
KIAA0556	0.000257399
SLC10A7	0.000257397
ASTN2-AS1	0.000257396
SLC16A12-AS1	0.000257389
TTC23	0.00025733
GBP6	0.000257224
PKN1	0.000257223
SLC44A4	0.000257101
MAST2	0.000257063
FAM170A	0.000257036
SLC25A18	0.000257026
PGAM2	0.000257025
EGR1	0.000256995
LAGE3	0.000256926
NAP1L3	0.000256853
CYB5B	0.00025663
KLHL25	0.000256616
ZNF41	0.000256495
P2RY12	0.000256451
MIR412	0.000256436
SNTN	0.000256421
ARSD	0.000256361
DYRK3	0.000256358
ARID5B	0.000256352
LOC100996694	0.000256341
TNFSF4	0.000256263
OR52E4	0.000256167
ZNF599	0.000256159
UTS2	0.000256133
USP6NL	0.000256113
TAS2R39	0.000256077
LOC105378470	0.000256072
FBXO47	0.000256026
INF2	0.000256001
HJURP	0.000255952
TRIM39-RPP21	0.000255948
ATG7	0.000255938
IFT81	0.000255807
FFAR3	0.000255798
PRPF40B	0.000255771
LINC00326	0.000255759
VNN2	0.000255748
DDR1	0.00025572
CCDC88B	0.000255715
ODF3L1	0.000255685
GPR155	0.000255657
RNASE12	0.000255637
KIAA1024L	0.000255602
MST1	0.000255581
DLGAP1-AS3	0.000255562
MAN1B1-AS1	0.000255505
CST3	0.000255442
LRRC61	0.000255362
MIR4268	0.000255326
ZFAND6	0.000255312
HSD52	0.000255279
FLJ27354	0.000255267
LINC01194	0.000255261
GIMAP1	0.000255076
MYL1	0.00025505
GBP7	0.000255036
FAM46D	0.000254986
LINC00202-2	0.000254929
HIST1H2BO	0.000254892
FGD4	0.000254789
LINC00656	0.000254769
DLGAP4-AS1	0.000254765
TEF	0.00025462
FCGR3B	0.000254569
SESTD1	0.000254548
PEX14	0.000254531
EXOC7	0.000254472
TGFBRAP1	0.000254424
LOC100507661	0.000254423
MAGEB4	0.000254407
LOC414300	0.000254404
XIST	0.000254383
PGBD1	0.00025437
ZNF711	0.00025427
SGPP1	0.000254249
LOC101928663	0.000254249
LOC100506175	0.000254245
MAP9	0.000254193
MYBBP1A	0.000254175
EIF5A2	0.000254141
CRP	0.000254036
PAQR8	0.000254022
LOC100505853	0.000253975
OTUB2	0.000253935
OR1A1	0.000253891
PHLPP1	0.000253801
LINC01446	0.0002538
MXRA7	0.000253609
SPC25	0.000253595
PGM5P4-AS1	0.000253587
GPR135	0.000253542
LINC00548	0.000253465
ARHGAP32	0.000253414
RASSF7	0.000253384
ZNF132	0.000253374
TERB2	0.000253345
LOC101928767	0.000253329
LOC105370306	0.000253284
CCDC81	0.000253251
SNX30	0.000253238
CLYBL-AS2	0.000253226
LOC101928510	0.000253186
CD58	0.000253118
KIAA1958	0.00025309
ACSM2B	0.000253061
SPATA20	0.00025302
CASP10	0.000253006
SSC4D	0.000252943
LOC102546226	0.000252934
LOC101927434	0.000252932
GPR15	0.00025293
MIOX	0.000252897
AGGF1	0.000252865
LMBR1L	0.000252858
LOC100507373	0.000252793
SUCO	0.000252745
TTC16	0.000252725
ENPP4	0.000252698
MMP23B	0.00025268
LOC101928505	0.000252608
VWC2L-IT1	0.000252606
MPV17L	0.000252517
MARK3	0.000252368
OXCT1	0.000252324
EXOSC3	0.000252123
CUL4B	0.000252102
MYBL1	0.000252052
KDM4B	0.000252042
CCDC151	0.000252023
MPZ	0.000252008
ASPH	0.000251998
TSPYL5	0.000251912
LINC01111	0.000251897
LINC01842	0.000251814
SEC24B	0.000251794
CES2	0.00025168
NCRNA00250	0.00025162
C1orf100	0.000251557
TUBA1C	0.000251502
ADAMDEC1	0.000251477
OR2L13	0.000251404
PIWIL4	0.000251305
RAB11FIP3	0.000251235
CC2D2A	0.000251233
SPAG4	0.000251233
ORM1	0.00025122
C1orf140	0.000251204
DKFZp451B082	0.00025106
GZMM	0.000251016
KRBA1	0.000251002
LAPTM4B	0.000250988
KRTAP5-7	0.000250976
PIF1	0.000250919
HDAC11	0.00025089
SNX9	0.000250834
IL27RA	0.000250793
CDRT7	0.000250704
APOBEC3F	0.000250658
PTPN18	0.000250629
PRH1-PRR4	0.0002506
ZNF461	0.000250532
ST3GAL4	0.000250461
CENPX	0.00025046
WARS	0.000250459
FAM114A1	0.000250381
NCR1	0.000250308
TUFT1	0.000250269
ZSWIM2	0.00025022
TRIM50	0.000250043
OGT	0.000249957
MIR4298	0.000249954
ANKRD34A	0.000249906
KU-MEL-3	0.000249903
ATP1B1	0.000249798
SUMF1	0.000249787
LOC101928283	0.000249769
ZNF277	0.000249682
EXOC4	0.000249653
IL5	0.000249635
RCC2	0.00024961
CERS6	0.000249595
CABYR	0.000249585
NAXD	0.000249554
KBTBD3	0.000249542
LINC01127	0.000249528
LOC102723649	0.000249507
LINC01338	0.000249506
LOC375196	0.000249497
JCHAIN	0.000249442
TTC39B	0.000249408
MIR652	0.000249386
KLKB1	0.000249371
RP1	0.000249359
SRY	0.000249342
LINC01449	0.000249323
OR14J1	0.000249249
BRD9	0.000249229
KCNQ5-AS1	0.000249116
Sep-14	0.000249092
SLC44A2	0.000249076
LOC101926975	0.000249067
MAGEC3	0.000249063
TRIM11	0.000249062
LOC101928775	0.000248991
LINC00239	0.000248955
CENPV	0.000248934
ZNF212	0.00024893
FASLG	0.000248918
TGFB3	0.00024891
BRE	0.000248894
TMEM147-AS1	0.000248848
MACROD2-AS1	0.000248844
RFPL3	0.000248786
LOC102724596	0.000248772
ZNF596	0.000248738
ZNF485	0.000248687
HPX	0.000248644
ART4	0.000248622
ZC3HAV1L	0.000248576
RRM2	0.000248554
LOC102724555	0.000248516
LOC105379194	0.00024851
LOC101929586	0.000248497
OR6N1	0.000248487
KRTAP12-1	0.000248466
DGKD	0.000248386
GEN1	0.00024835
EGFR-AS1	0.000248285
CST7	0.000248282
NR0B2	0.000248131
LOC105370068	0.000247975
APOA5	0.000247929
SLC39A12-AS1	0.000247803
SLC35D2	0.000247738
FLJ22763	0.000247728
LINC01052	0.000247695
OR52B4	0.000247644
ANKRD10	0.000247628
SPDYA	0.000247626
SNORD114-30	0.000247581
TMPRSS11D	0.000247522
LOC399715	0.000247486
PRSS45	0.000247484
ZNF112	0.000247449
DUSP10	0.000247422
PABPC4L	0.000247333
FHOD1	0.000247244
MSGN1	0.000247202
MIR4318	0.000247193
ALDH5A1	0.000247192
GIMAP2	0.00024715
FLNB	0.000247104
LINC01288	0.000247084
OTOL1	0.000247033
SEM1	0.000247024
FBXL17	0.00024698
FRG1JP	0.000246972
MIA2	0.000246969
GZMH	0.00024696
MBOAT4	0.000246869
RASSF8-AS1	0.000246835
IFI30	0.000246803
CAPG	0.000246801
MPEG1	0.000246521
CD24	0.000246474
GIMAP6	0.000246455
LRRC66	0.000246454
RPS19	0.000246442
ZNF174	0.000246422
POGK	0.00024641
PKD2L2	0.000246393
PRG4	0.000246342
HERC3	0.000246232
MCMDC2	0.000246181
STEAP1	0.000246157
LRRN4CL	0.000245963
TTLL12	0.00024592
RABGAP1L	0.000245918
LOC101929550	0.000245914
ZNF827	0.000245906
PUS3	0.000245896
OR14I1	0.000245878
ZNF229	0.000245796
HPGDS	0.000245674
MYOZ1	0.000245665
CNIH2	0.000245644
CYB5R1	0.000245641
DBN1	0.000245598
ZNF300P1	0.000245555
PRF1	0.000245531
GDF3	0.000245408
LOC100996635	0.000245381
FMR1NB	0.000245372
STARD3NL	0.00024535
C15orf41	0.000245302
SCMH1	0.000245296
NFXL1	0.00024523
SMIM2-IT1	0.000245195
UNC5CL	0.000245177
LINC01031	0.000245114
MAGEB10	0.00024508
WBP11P1	0.000245057
HERC2P3	0.000245051
R3HCC1L	0.000245
LINC00615	0.00024499
LINC01450	0.000244926
LOC101928551	0.000244866
KIF9	0.000244832
LOC100505978	0.000244823
CASC1	0.000244821
ZNF395	0.00024472
UAP1	0.000244599
DPY19L1	0.000244564
LOC283575	0.000244514
MIR3150B	0.000244499
SPN	0.000244497
LINC01589	0.000244463
ZNF17	0.000244445
ERI1	0.000244377
PSMB6	0.000244352
LOC101927969	0.000244341
LOC101926963	0.000244329
OR6C74	0.000244296
LIM2	0.000244189
LINC01613	0.000244162
MS4A3	0.00024416
PPP2R2B-IT1	0.000244124
KCNAB1-AS1	0.000244117
FAM129B	0.000244106
LINC01609	0.000244091
MIR369	0.000244085
LOC101929099	0.000244082
LRRD1	0.000244022
RAB3GAP2	0.000243961
MIR4491	0.000243925
MGC16275	0.000243924
GMFG	0.000243907
PSAPL1	0.000243826
HBBP1	0.000243744
DHODH	0.000243633
TMEM244	0.000243623
FGF22	0.000243586
AHCYL2	0.000243574
ZNF264	0.000243469
C8orf33	0.000243456
FAM219A	0.000243402
WDR78	0.000243377
LINC01440	0.000243368
LINC01579	0.000243346
SLC25A10	0.000243244
SSMEM1	0.000243244
ZNF705G	0.00024323
LOC101926968	0.000243164
SLC9B1	0.000243073
LINC00700	0.000243014
SLC19A1	0.000242961
ZC3HAV1	0.000242941
JUN	0.000242842
RASAL2-AS1	0.000242819
UGT2A1	0.000242739
RFX3	0.000242652
SLC16A7	0.000242639
LINC01221	0.000242552
TSC22D1	0.000242468
MGST1	0.000242338
USP12-AS2	0.000242325
SNORD114-31	0.000242215
BTBD3	0.000242176
C1QTNF9B	0.000242127
RELL1	0.0002421
C7orf31	0.000241979
GUSBP1	0.000241777
PLEKHG4	0.000241624
SEC11A	0.000241588
DENND5A	0.000241586
MIR524	0.000241549
LOC388406	0.000241523
Sep-12	0.000241497
LOC101927686	0.000241485
NAT8	0.000241391
ATP2A1-AS1	0.000241288
CDKAL1	0.000241262
ARRDC2	0.000241225
SLC48A1	0.000241178
PER2	0.000241126
DHRS7B	0.000241092
KRTAP5-8	0.000241089
PACS2	0.000241029
CEP55	0.000240991
MIR3976	0.000240888
LOC101928132	0.000240882
BICD1	0.00024082
LOC101927901	0.000240756
LOC101927311	0.000240719
DTD1	0.000240702
TINAG	0.000240673
MVK	0.000240639
B3GNT9	0.000240633
LOC400655	0.000240592
LINC00330	0.000240563
MAGEA4	0.00024056
KIAA1586	0.000240557
RPL6	0.000240531
THEM6	0.000240505
LOC644554	0.000240482
LINC00587	0.000240372
FAM228B	0.000240336
SGMS1	0.000240331
ROCK1P1	0.000240323
SLC10A2	0.000240308
RAB34	0.000240167
HEPN1	0.000240139
OR6C6	0.000240082
FAM86EP	0.000240061
PROX2	0.000240008
TMEM109	0.000239964
LNP1	0.000239957
PLEKHM1P1	0.000239937
YBEY	0.000239884
C2orf27A	0.000239831
CROCC	0.000239782
PLCD3	0.000239768
GRIK1-AS1	0.000239687
INSL3	0.000239589
TOLLIP	0.000239563
SCPEP1	0.000239557
LOC101928441	0.000239531
INHBC	0.000239465
LCE1B	0.000239464
LOC285762	0.000239224
LINC01232	0.000239201
PRKD3	0.000239143
EFCAB9	0.000239102
SUPT20HL2	0.000239101
LOC101929754	0.000239084
SLC25A46	0.000238954
WDR70	0.000238937
LOC102467225	0.000238903
LOC105371743	0.000238874
H6PD	0.000238865
SLC10A6	0.000238858
MIR6717	0.000238729
SCARB1	0.000238723
LINC00392	0.000238711
NRIP1	0.000238707
GEMIN6	0.000238697
BID	0.000238665
FAM151B	0.000238629
LRRC69	0.000238607
LOC101930370	0.000238581
TRAF1	0.000238562
ZCCHC2	0.000238506
CALML6	0.000238478
GABARAPL2	0.000238426
KCCAT211	0.000238417
CAMK1	0.000238399
ZUFSP	0.000238385
CNTLN	0.000238383
RDH10	0.000238361
ITIH4	0.000238333
FOLH1	0.000238321
PI15	0.000238301
TOMM5	0.000238301
GIMAP4	0.000238276
FGD6	0.000238226
EFCAB14	0.00023822
MIR4452	0.000238168
SH2D1A	0.000238048
SPACA9	0.000237977
NT5DC3	0.000237886
PRH1	0.000237876
PBOV1	0.000237864
PSMD8	0.000237862
LINC01433	0.000237826
MAGEB3	0.000237767
TSPAN8	0.000237758
CXorf66	0.000237723
C14orf2	0.000237586
MIR135A2	0.000237566
LOC105376671	0.000237464
C7orf69	0.000237443
TPRG1-AS1	0.000237406
TBCD	0.000237402
RB1	0.0002373
TOM1L2	0.000237288
PLEKHA5	0.000237272
APOBEC3G	0.000237269
ABCD2	0.000237204
RAB29	0.000237198
PATE3	0.00023717
LCE2A	0.000237104
TMPRSS11GP	0.000237083
MIR2117	0.000237002
GRAMD1A	0.000236925
CCDC74B	0.000236901
PRPF19	0.000236874
LINC00558	0.000236873
CCER2	0.000236798
POC5	0.000236767
LOC101929224	0.000236741
NPY6R	0.000236727
MIR1289-2	0.000236708
STAR	0.000236694
NKRF	0.000236636
LOC100996324	0.00023661
SLC46A3	0.000236595
SDHC	0.000236442
DNAJC12	0.00023643
LOC100507557	0.000236413
FAM186B	0.000236364
SERINC5	0.000236292
IQCF2	0.000236267
MYPOP	0.000236253
C10orf91	0.00023622
LOC645752	0.000236142
OR4C3	0.000236119
SPRY1	0.000236091
SPATA32	0.00023607
WDR7	0.000235972
ERVV-1	0.000235792
ADAM2	0.000235757
ABCC1	0.000235754
PSG6	0.000235622
LRG1	0.000235612
PDXK	0.000235535
SOAT2	0.000235534
RPL26L1	0.000235474
PCDH11X	0.000235431
ST20	0.000235423
CREBBP	0.000235404
SNORA80B	0.000235321
KATNBL1	0.000235221
LOC388813	0.000235202
LOC100507205	0.000235195
LOC105369509	0.00023508
C9orf116	0.000235051
ATP11A-AS1	0.000235032
VSTM2A-OT1	0.000235001
FAM84B	0.000234975
MGA	0.000234958
MTSS1L	0.000234958
LOC441455	0.000234928
ZNF451	0.000234916
FADS1	0.000234827
OR2C3	0.00023481
LOC105755953	0.000234786
ZCCHC5	0.000234782
MLXIP	0.000234762
NENF	0.000234684
LRRC34	0.000234559
MIR153-1	0.000234552
HLA-DRB5	0.000234544
GAGE1	0.000234533
GSTM4	0.000234477
OR6C4	0.00023447
UBQLN3	0.000234437
NAE1	0.00023442
FAM133B	0.000234323
FAM133DP	0.000234323
MIR6860	0.000234296
RPL36A-HNRNPH2	0.000234227
LINC00971	0.000234205
FMO5	0.00023417
LOC100507071	0.000234126
LINC00173	0.000234001
LAT2	0.000233992
IL12A	0.000233969
OR51G2	0.000233942
BRD8	0.000233868
CARD9	0.000233864
PARL	0.000233774
STAU2-AS1	0.00023371
