Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
SDHAF3	7204	10867	11235	0.000476462	0.000270018	0.000234169
THOP1	12017	10932	11236	0.000211058	0.000267317	0.000234095
PRDX3	11060	11567	11237	0.000247291	0.00024251	0.000233948
MSLN	6297	9050	11238	0.000608016	0.000361613	0.000233943
NUP54	11166	11771	11239	0.000243336	0.00023382	0.000233911
PTBP2	8699	12158	11240	0.000358005	0.000219228	0.000233896
TSC22D2	12570	12073	11241	0.000191928	0.000222367	0.000233854
DRICH1	16069	8768	11242	5.88E-05	0.000379434	0.000233847
ACAD10	10688	12280	11243	0.000262402	0.000214709	0.000233845
ACOT13	10089	11469	11244	0.000286897	0.000246236	0.000233788
ZNF837	11105	11679	11245	0.000245317	0.00023772	0.000233726
RBM25	11512	11818	11246	0.000230248	0.00023225	0.000233637
MUC3A	16257	8235	11247	5.17E-05	0.000415231	0.000233597
SLC22A4	15459	11677	11248	8.41E-05	0.000237763	0.000233509
ZNF227	10347	11944	11249	0.000275621	0.000227547	0.000233485
PBXIP1	9958	12434	11250	0.000292611	0.000208943	0.000233473
SVOP	16493	14281	11251	4.25E-05	0.000142415	0.000233454
TMA16	9474	11604	11252	0.000315531	0.000241072	0.000233324
CELSR3-AS1	9191	11053	11253	0.000330377	0.000262683	0.000233286
SNORD116-8	11163	14329	11254	0.000243439	0.00014117	0.000233201
NCAPH2	11475	11050	11255	0.000231681	0.000262695	0.000233194
ZBBX	5403	16666	11256	0.000810357	5.24E-05	0.000233141
CNOT9	12268	11416	11257	0.000202183	0.000248273	0.000233105
CORO1B	12338	11084	11258	0.000199853	0.000261377	0.000233088
ZNF836	12682	10956	11259	0.000187714	0.000266276	0.000233068
PSMD4	11101	11698	11260	0.000245369	0.000236932	0.00023304
TMEM43	12107	11456	11261	0.000208046	0.000246682	0.000232976
CEP85	9467	11297	11262	0.000315668	0.000253097	0.000232937
ZBTB4	11657	11689	11263	0.000224867	0.000237388	0.00023289
ALG8	10839	11662	11264	0.000256425	0.00023825	0.000232843
SNU13	10453	11487	11265	0.000271641	0.000245789	0.000232793
ARL5B	11102	11431	11266	0.00024536	0.000247895	0.000232741
KRCC1	10001	11264	11267	0.000290833	0.000254586	0.000232689
RANBP1	11469	10886	11268	0.000231835	0.000269346	0.000232656
NFRKB	11713	11352	11269	0.000222456	0.000251309	0.00023257
CDK9	10817	11840	11270	0.00025733	0.000231424	0.000232536
HNRNPH3	11855	12810	11271	0.000217674	0.000195003	0.000232492
ROPN1L	11796	12927	11272	0.000219808	0.000190486	0.000232464
POLB	9259	11578	11273	0.000326498	0.00024207	0.00023245
SPATA9	9947	12969	11274	0.000292945	0.000189273	0.00023241
SUDS3	11108	11632	11275	0.000245258	0.000239584	0.000232313
DHTKD1	10876	11131	11276	0.000255076	0.00025972	0.000232304
EVA1C	6716	10717	11277	0.000540529	0.000276787	0.000232301
B3GALNT2	10141	11091	11278	0.000284839	0.000261121	0.000232204
SNHG3	11699	11695	11279	0.000223014	0.000237063	0.000232164
RTCA	11738	11592	11280	0.000221866	0.000241475	0.000232151
PRSS57	11153	14188	11281	0.000243793	0.000145667	0.000232141
GUSBP1	10351	11979	11282	0.000275457	0.000226255	0.000232129
METTL5	10781	12326	11283	0.000258686	0.000212855	0.000232127
DBT	10762	10633	11284	0.000259498	0.000280224	0.000232051
R3HDM1	10730	12061	11285	0.000260862	0.000223073	0.000231944
NOP14	11607	11302	11286	0.000226448	0.000252996	0.000231936
TPO	2668	10687	11287	0.003480021	0.000277692	0.000231889
ZFP82	10585	10077	11288	0.000266627	0.000306366	0.000231781
AKAP8L	10273	11781	11289	0.000279037	0.000233451	0.000231776
CDCA4	11390	11535	11290	0.000235443	0.000243569	0.000231751
ABCA13	12779	9767	11291	0.000184253	0.000322014	0.000231614
RUFY2	12370	12325	11292	0.000198726	0.000213003	0.000231577
MIR181A1HG	12360	14067	11293	0.00019902	0.000149103	0.000231562
NR1H3	14283	11874	11294	0.000131405	0.000230007	0.000231554
MND1	7970	9620	11295	0.000406483	0.000329043	0.000231518
ASIP	14715	12960	11296	0.000114907	0.000189469	0.000231489
DBR1	11246	11617	11297	0.000240786	0.000240439	0.000231343
PLA2G1B	19792	9481	11298	0	0.00033683	0.000231301
RPIA	11275	11817	11299	0.000239828	0.000232298	0.0002313
GCHFR	13348	12112	11300	0.000163987	0.00022091	0.000231203
CAPN7	11819	12068	11301	0.000219078	0.000222779	0.000231167
ZNF541	16932	17594	11302	2.92E-05	2.50E-05	0.000231112
ZNF815P	8728	13656	11303	0.000355916	0.000163912	0.000231092
EXOSC7	10454	11486	11304	0.000271638	0.000245857	0.000231064
ZNF143	10541	10779	11305	0.000267987	0.00027437	0.000231062
SLC26A6	11701	11843	11306	0.000222953	0.000231325	0.000231059
FUK	12530	11957	11307	0.000193254	0.000227167	0.000231018
VWC2L-IT1	20222	16005	11308	0	7.76E-05	0.000231012
TBC1D23	12645	11791	11309	0.000188907	0.000233188	0.000231005
NAF1	10386	12088	11310	0.00027428	0.000221749	0.000231
ADAM17	10975	11529	11311	0.000250724	0.000243773	0.000230963
RRP1B	11580	11012	11312	0.000227755	0.000263994	0.000230955
RC3H2	10586	11955	11313	0.000266572	0.00022721	0.000230921
DLD	10576	11982	11314	0.000266824	0.000226187	0.000230861
UBE2J2	11772	11649	11315	0.000220683	0.000239045	0.000230856
TIMM17A	11336	11963	11316	0.00023729	0.000226821	0.000230787
ZNF41	8371	10696	11317	0.000379826	0.000277408	0.000230754
GYG2P1	14220	10702	11318	0.000134085	0.000277227	0.000230663
SOX12	9488	12983	11319	0.000314971	0.000188448	0.000230584
CYP3A5	16545	11406	11320	4.06E-05	0.000248774	0.000230472
TMPO	11361	11208	11321	0.000236456	0.000256742	0.000230259
ST6GAL2	13815	14283	11322	0.000148122	0.000142395	0.000230229
TMEM59	11096	12160	11323	0.000245668	0.00021917	0.000230201
ZBTB24	13903	10834	11324	0.000144559	0.000271953	0.000230164
ZNF354B	11631	11446	11325	0.000225764	0.000247152	0.000230138
CCDC150	14350	12545	11326	0.000129058	0.000205406	0.000230129
MRPL19	11254	11457	11327	0.000240624	0.000246671	0.000230085
COQ5	10788	12135	11328	0.000258376	0.000220123	0.000229954
SGO1	12691	13005	11329	0.000187392	0.000187733	0.000229949
LINC00857	19248	11276	11330	0	0.00025408	0.000229923
GLRB	13871	10202	11331	0.000145941	0.00029939	0.000229903
CASP8	16996	12046	11332	2.74E-05	0.000223685	0.000229868
PPM1D	12116	12256	11333	0.000207613	0.000215655	0.000229861
C5orf15	11128	11379	11334	0.000244487	0.000250077	0.000229836
SMAD4	12009	11737	11335	0.000211277	0.000235526	0.000229721
DHRS12	11242	11502	11336	0.000240837	0.000245262	0.000229672
BBOX1	16052	14932	11337	5.95E-05	0.000118048	0.000229671
ZNF37A	9527	10869	11338	0.000313399	0.000269899	0.000229662
ABHD17A	10790	11882	11339	0.000258346	0.000229814	0.000229572
CDCA8	12622	11884	11340	0.000189915	0.000229674	0.000229568
UPK1A-AS1	7490	19020	11341	0.000447938	0	0.000229566
CTSC	6870	9681	11342	0.000517767	0.000326695	0.000229549
DUSP7	7810	13196	11343	0.000421461	0.000180507	0.000229544
PSME3	11628	10801	11344	0.000225855	0.000273262	0.000229536
STRN	10683	11588	11345	0.000262576	0.000241694	0.000229531
NCSTN	11715	11584	11346	0.000222401	0.000241898	0.000229522
CCNH	10492	12188	11347	0.000270104	0.000218167	0.000229504
FAM96A	10211	11803	11348	0.000281525	0.000232745	0.000229478
ELP6	10139	11658	11349	0.000284858	0.000238476	0.000229477
SMG1	12738	11531	11350	0.000185628	0.000243673	0.000229453
KRTCAP2	12257	12443	11351	0.000202761	0.000208802	0.000229451
SLC30A1	13076	12342	11352	0.00017308	0.000211993	0.000229413
SNRPD2	11346	11802	11353	0.000236955	0.000232857	0.000229405
WDR36	11310	11895	11354	0.000238273	0.000229245	0.000229396
SART3	12022	11614	11355	0.000210808	0.000240496	0.000229372
ZBTB7A	13160	12317	11356	0.00017005	0.000213309	0.000229356
TDRKH	10075	11493	11357	0.000287855	0.000245494	0.00022929
CPSF7	11696	11414	11358	0.000223213	0.000248371	0.000229211
SWI5	11550	11924	11359	0.000229025	0.000228318	0.00022917
WDR60	10440	11241	11360	0.000272149	0.000255325	0.000229162
HLA-DRB5	18952	15696	11361	0	8.95E-05	0.000229158
PATZ1	11325	11601	11362	0.000237815	0.000241182	0.000229136
WDFY2	11809	11074	11363	0.000219434	0.000261808	0.000229106
SNRPA1	11907	11914	11364	0.000215209	0.00022866	0.0002289
GCG	18845	14357	11365	0	0.000140228	0.000228815
IFT80	9160	12631	11366	0.000332359	0.000201827	0.000228778
AUNIP	11251	10167	11367	0.000240709	0.000301566	0.000228714
SVILP1	5812	12681	11368	0.000705738	0.000200278	0.000228709
DDX24	9974	11970	11369	0.00029207	0.00022661	0.000228642
SUMF2	12670	12047	11370	0.00018832	0.00022367	0.000228538
YIPF5	12495	12084	11371	0.000194585	0.000221963	0.000228513
TNFAIP1	12809	11785	11372	0.000183053	0.00023329	0.000228511
PIGG	12157	11691	11373	0.000206242	0.000237311	0.000228505
GSKIP	11216	11202	11374	0.000241722	0.000256872	0.000228455
PDDC1	10969	11722	11375	0.000251007	0.000236225	0.000228418
HIF1AN	12957	12126	11376	0.00017683	0.000220428	0.000228391
RBMS3-AS3	13904	10936	11377	0.000144544	0.000267266	0.000228366
ANKLE2	12238	11547	11378	0.000203376	0.000243246	0.000228349
CCNJ	10577	11805	11379	0.000266819	0.000232695	0.000228308
DNM1L	10375	11359	11380	0.000274516	0.000250971	0.00022827
CLK1	11022	11384	11381	0.0002486	0.000249894	0.000228182
FLJ45079	13424	8354	11382	0.000161397	0.000406506	0.000228182
SGF29	10483	11331	11383	0.000270405	0.000252144	0.000228146
GPS1	11287	11575	11384	0.000239353	0.0002421	0.000228132
PHACTR4	11714	11428	11385	0.000222412	0.000247923	0.000228054
BAZ1A	12003	11786	11386	0.000211502	0.000233274	0.000228042
SNAP23	14219	11544	11387	0.00013415	0.00024343	0.000228029
ZC3H4	12303	12150	11388	0.000201207	0.000219535	0.000228001
ANKS3	11352	11758	11389	0.000236831	0.000234446	0.000227995
OSBPL11	12593	11388	11390	0.000191146	0.000249699	0.000227984
PPP2R5D	12139	11808	11391	0.000207044	0.000232616	0.000227857
YY1AP1	10438	11844	11392	0.000272189	0.000231287	0.000227808
DDIT3	13109	11919	11393	0.000171967	0.00022848	0.000227736
THOC7	10606	11322	11394	0.000265697	0.000252604	0.0002277
INPP5J	6354	11863	11395	0.000600019	0.000230629	0.000227683
CTDSPL2	10408	11646	11396	0.00027341	0.000239107	0.000227656
NOL7	11294	11466	11397	0.000239073	0.000246405	0.000227619
RPE	11448	11282	11398	0.000232994	0.000253728	0.000227568
CEBPZ	11055	12123	11399	0.000247437	0.000220477	0.000227563
POLDIP2	11537	11363	11400	0.000229418	0.000250821	0.000227484
KCNMA1-AS3	19059	14902	11401	0	0.000119055	0.000227482
MAP6D1	11437	11809	11402	0.000233498	0.000232578	0.000227379
HAUS8	11920	12201	11403	0.000214534	0.00021756	0.000227377
NUP214	11731	11681	11404	0.000221999	0.000237626	0.000227357
RPS28	11267	11937	11405	0.000240043	0.000227781	0.000227349
CUL9	11244	11723	11406	0.000240805	0.000236209	0.000227334
MTMR3	14599	11896	11407	0.000119599	0.000229129	0.000227313
HDAC2	11347	12393	11408	0.000236937	0.000210513	0.000227307
BRAP	11579	11731	11409	0.00022779	0.000235814	0.000227304
C14orf166	10675	11928	11410	0.000262799	0.000228091	0.000227281
ZNF793	10269	10694	11411	0.000279119	0.000277441	0.000227276
TRIM4	18074	10298	11412	3.70E-06	0.000294838	0.000227248
SHC4	4176	7663	11413	0.001347659	0.000465771	0.000227209
DHX35	11178	11976	11414	0.000242985	0.000226334	0.000227182
ADPRHL2	12088	11985	11415	0.000208523	0.000226045	0.000227168
ORC6	11996	11032	11416	0.000211821	0.00026323	0.000227116
LINC01140	8066	14343	11417	0.000400557	0.000140691	0.000227103
ZNF581	11742	11910	11418	0.000221727	0.000228732	0.0002271
SLC37A4	12755	11811	11419	0.000185081	0.000232528	0.000227071
RNF180	6670	7833	11420	0.000547424	0.000448199	0.000226969
UTP4	10472	12332	11421	0.000270812	0.000212515	0.000226835
XRN1	11523	12570	11422	0.000229945	0.000204196	0.000226826
ERP29	12086	11753	11423	0.000208568	0.000234645	0.000226815
ZNF738	9280	10948	11424	0.000325559	0.000266685	0.000226815
METTL16	11097	11404	11425	0.000245631	0.000248864	0.000226773
PI4K2A	12023	11653	11426	0.000210752	0.000238625	0.000226768
AHSA1	11016	10925	11427	0.00024882	0.000267479	0.000226744
MBTD1	10197	13139	11428	0.000282229	0.000182434	0.000226708
MIIP	12944	11402	11429	0.000177428	0.000249032	0.000226617
PTS	13156	11965	11430	0.000170216	0.000226732	0.00022659
APOBEC3G	8484	13439	11431	0.00037181	0.000171631	0.000226586
LINC00607	19223	8079	11432	0	0.0004269	0.000226569
C19orf53	11073	11618	11433	0.000246906	0.00024039	0.000226434
SRP9	11290	11623	11434	0.000239261	0.00024018	0.000226431
FAM13C	4839	10739	11435	0.001007614	0.000275989	0.000226373
UBQLN4	12151	11437	11436	0.000206728	0.000247483	0.000226371
AP4E1	11571	12328	11437	0.000228093	0.00021271	0.000226287
H3F3B	12099	12029	11438	0.000208191	0.000224279	0.000226229
SOCS5	11567	12384	11439	0.000228194	0.000210733	0.0002262
NUP88	10798	11854	11440	0.000257961	0.000230849	0.000226198
NUDT2	10963	12411	11441	0.000251165	0.000209906	0.000226134
ZFAND1	10958	11977	11442	0.000251312	0.000226261	0.000226086
COX4I2	12196	13178	11443	0.000205088	0.00018099	0.000226078
TEP1	14011	11907	11444	0.000141236	0.00022877	0.000226044
MIR7845	10121	14012	11445	0.000285515	0.000151012	0.000226043
MFSD14A	10894	11608	11446	0.000254128	0.000240907	0.000225948
CPEB4	8920	11667	11447	0.000344485	0.000238136	0.000225889
GPR17	13970	15106	11448	0.000142507	0.000111655	0.000225883
HVCN1	10807	9674	11449	0.000257786	0.000326966	0.000225863
ACAD9	11397	11821	11450	0.000235262	0.000232138	0.000225821
RPUSD2	10319	11900	11451	0.000276931	0.000228961	0.000225807
ZNF92	11891	11648	11452	0.000216231	0.000239091	0.000225755
CHAD	9464	9655	11453	0.000315882	0.000327772	0.000225735
IER2	10973	11086	11454	0.000250884	0.000261322	0.000225695
STAM2	12368	12132	11455	0.000198803	0.000220293	0.000225564
RNU6ATAC	11485	12449	11456	0.000231049	0.000208502	0.000225562
CAND2	5449	13886	11457	0.000796917	0.000155826	0.00022556
PSMD5	12327	11750	11458	0.000200283	0.000234813	0.000225554
FAM229A	13927	11757	11459	0.000143735	0.000234458	0.000225532
PPM1B	10388	11250	11460	0.000274275	0.000255059	0.00022553
PMM2	14710	11931	11461	0.000115067	0.000228022	0.000225515
PCNX3	13252	12006	11462	0.00016777	0.000225411	0.000225509
GPATCH2	10640	12223	11463	0.000264364	0.000216863	0.000225463
KIAA2026	10787	11942	11464	0.00025838	0.000227575	0.000225423
YEATS4	10370	10772	11465	0.000274749	0.000274587	0.000225418
ACER2	10949	10365	11466	0.000251717	0.000292085	0.000225258
SLAIN2	10739	11665	11467	0.000260395	0.000238188	0.000225257
CLN6	12664	11037	11468	0.000188459	0.000263108	0.000225144
LANCL1	9753	12730	11469	0.000302483	0.00019848	0.000225098
KIAA0141	10553	11784	11470	0.000267744	0.000233314	0.000225092
AAMDC	10711	13475	11471	0.000261698	0.00017018	0.000225005
MOB1B	9651	11506	11472	0.000307719	0.000245122	0.000224937
TNIP3	20154	8085	11473	0	0.000426504	0.000224918
GALK2	11709	12876	11474	0.000222611	0.000192323	0.000224878
CMAS	11342	10989	11475	0.000237122	0.000264977	0.000224826
UNC50	12051	12082	11476	0.000209553	0.000222009	0.000224764
MADD	9561	11557	11477	0.000311977	0.000242872	0.000224714
NEXN	6428	10911	11478	0.000585154	0.000268009	0.000224702
ARHGAP1	11360	11974	11479	0.000236567	0.000226397	0.00022468
UPF3B	11184	11391	11480	0.000242805	0.000249421	0.000224623
CEP89	11548	11652	11481	0.000229162	0.000238696	0.00022454
MRPS14	10956	11836	11482	0.000251372	0.000231567	0.000224515
WDCP	9297	11887	11483	0.000324364	0.000229536	0.000224462
LIMK1	11203	11010	11484	0.000242103	0.000264035	0.000224456
ODF3	15645	13357	11485	7.59E-05	0.000175107	0.000224347
NQO1	13564	11610	11486	0.000156487	0.000240584	0.000224312
SH3BGR	3192	7115	11487	0.002399427	0.000531787	0.000224307
UBE2M	11338	11517	11488	0.000237238	0.000244431	0.000224303
OSGIN1	7642	13361	11489	0.000434572	0.000174935	0.000224295
GTPBP4	11205	11760	11490	0.000242069	0.000234342	0.000224199
EARS2	12903	11724	11491	0.000178907	0.00023617	0.000224158
PRPF40B	10970	14678	11492	0.000250942	0.000127921	0.000224148
CTDP1	10694	10390	11493	0.000262161	0.000291195	0.00022409
MZT2B	11732	12194	11494	0.000221984	0.000217839	0.00022407
AWAT2	18374	12595	11495	0	0.000203068	0.000224052
DDX21	11318	11371	11496	0.000237987	0.000250626	0.000224046
GTF3C6	11028	10905	11497	0.000248423	0.000268278	0.000224035
C18orf8	10919	11556	11498	0.000252667	0.000242879	0.000224022
C17orf67	11886	13563	11499	0.000216464	0.000166908	0.000224007
KCTD10	9943	12178	11500	0.000293137	0.000218576	0.000223962
PSMC6	10592	11945	11501	0.00026624	0.000227546	0.000223945
PBX4	9083	16032	11502	0.000336013	7.63E-05	0.000223923
CHRM3	14808	6516	11503	0.000111522	0.000629994	0.000223861
PCYOX1	12430	11730	11504	0.000196891	0.000235948	0.000223827
L3MBTL4	3557	6537	11505	0.001895349	0.000626251	0.00022381
RPAIN	10924	12183	11506	0.00025243	0.000218458	0.000223805
EFL1	8647	11709	11507	0.00036061	0.000236684	0.0002238
PTCD3	10629	11824	11508	0.00026479	0.000232079	0.000223787
OSCAR	16134	10151	11509	5.66E-05	0.000302496	0.000223724
NFKBIE	12582	12638	11510	0.000191448	0.000201629	0.000223708
DCAF17	11749	11893	11511	0.00022147	0.000229272	0.000223707
MRPL15	9861	11774	11512	0.000297065	0.00023373	0.000223673
ZNF542P	11553	10651	11513	0.000228851	0.00027918	0.000223657
PHF21A	8850	12303	11514	0.000347999	0.000213783	0.000223645
KIF20B	12519	12506	11515	0.000193675	0.000206838	0.000223634
DDI2	13243	12156	11516	0.000167964	0.000219236	0.000223556
SUOX	11449	12003	11517	0.000232905	0.00022547	0.000223442
FBXL20	12584	12231	11518	0.000191383	0.000216679	0.000223413
FAM212A	10193	13840	11519	0.000282473	0.000157472	0.000223395
CDC40	11367	11926	11520	0.000236222	0.000228215	0.000223349
RHPN1-AS1	6419	10308	11521	0.000587169	0.000294414	0.000223329
EHMT2	10736	11877	11522	0.000260445	0.00022997	0.000223295
KIFC1	11656	11180	11523	0.000224939	0.000257492	0.000223282
IRF2BPL	9937	12312	11524	0.000293306	0.000213451	0.000223276
AVL9	11765	11541	11525	0.000221078	0.000243482	0.000223177
CHST14	11176	12365	11526	0.000243027	0.000211287	0.000223134
ZNF805	12236	12333	11527	0.000203439	0.000212472	0.000223084
NRAS	12332	11640	11528	0.000199981	0.000239221	0.00022306
VPS37A	11385	11904	11529	0.000235589	0.00022882	0.00022305
ELL	12784	11458	11530	0.000184102	0.000246664	0.000223029
DAPK3	12261	11876	11531	0.000202474	0.000229988	0.000222957
SAR1B	12736	11972	11532	0.000185678	0.000226421	0.000222692
CNIH2	11382	12988	11533	0.000235662	0.000188229	0.000222599
HEXDC	10913	12174	11534	0.00025288	0.00021874	0.000222496
OTUB1	10777	11670	11535	0.00025889	0.000237952	0.000222478
MIDN	12221	12092	11536	0.0002039	0.000221641	0.000222451
RNF115	9941	11742	11537	0.000293269	0.000234987	0.000222439
RPL36AL	11707	12080	11538	0.000222646	0.000222066	0.000222399
TXNDC15	10490	11999	11539	0.000270163	0.000225574	0.000222368
CDK20	10254	13052	11540	0.0002798	0.000186278	0.000222363
TMEM82	16825	13347	11541	3.23E-05	0.000175503	0.000222362
EYA3	10885	11239	11542	0.000254488	0.000255432	0.000222263
FANCD2	11745	11245	11543	0.000221542	0.000255173	0.000222192
GADD45GIP1	11064	11847	11544	0.000247244	0.000231054	0.000222118
SPCS3	11674	11903	11545	0.000224	0.000228831	0.000222109
ALOX12	12912	15481	11546	0.000178663	9.72E-05	0.000222065
ARHGDIA	12175	11489	11547	0.000205778	0.000245786	0.000221998
MIR210	13081	11366	11548	0.000172941	0.000250782	0.000221888
NELL2	3503	6151	11549	0.001972072	0.000705195	0.000221835
CCNG1	11409	12306	11550	0.000234639	0.00021361	0.00022182
TIMELESS	12125	11358	11551	0.000207377	0.000251026	0.000221763
TMEM170A	12095	10755	11552	0.000208341	0.000275571	0.000221759
SLC5A4	5262	7275	11553	0.000850582	0.000509867	0.00022174
PCF11	11053	11692	11554	0.000247451	0.000237257	0.000221726
STAR	12012	10534	11555	0.000211151	0.000284711	0.000221689
TTBK2	9165	13658	11556	0.000332072	0.000163855	0.000221637
ZNF577	7992	10804	11557	0.000405234	0.000273092	0.000221582
TOMM40	11077	11408	11558	0.000246781	0.000248633	0.000221522
NTS	13763	10304	11559	0.000150034	0.000294513	0.000221383
POLM	10867	12322	11560	0.000255391	0.000213065	0.000221333
ENPP4	6604	9457	11561	0.000556324	0.000338055	0.000221303
TGOLN2	13381	11704	11562	0.000163094	0.000236725	0.000221297
TRA2A	11140	11342	11563	0.000244097	0.000251836	0.00022128
PREPL	10233	12826	11564	0.00028061	0.000194441	0.000221242
FBXW2	12610	12063	11565	0.000190436	0.000223004	0.000221223
SBK2	10326	10798	11566	0.000276694	0.00027336	0.000221185
NFX1	11670	12244	11567	0.000224157	0.000216067	0.000221157
CCDC152	15427	10533	11568	8.59E-05	0.000284788	0.000221126
PGAP1	9788	12305	11569	0.000300768	0.000213716	0.00022111
ITGB1BP1	11221	11706	11570	0.000241473	0.000236711	0.000221106
CKAP2	11595	12764	11571	0.000226964	0.000197021	0.000221059
TIMD4	20118	11347	11572	0	0.000251678	0.000220986
PRPF4B	12172	12161	11573	0.00020586	0.000219168	0.000220884
SP4	8753	11705	11574	0.000354116	0.000236719	0.00022088
LINC00649	11593	10428	11575	0.000227364	0.000289367	0.00022084
SCAF4	12229	12483	11576	0.000203746	0.000207481	0.000220829
NMRK2	3369	4543	11577	0.002136389	0.001344068	0.000220757
TTC39B	14587	11906	11578	0.000119982	0.000228774	0.000220674
TAF2	10961	11645	11579	0.000251242	0.000239112	0.000220634
IRF2	12774	11585	11580	0.000184352	0.000241795	0.000220625
SMU1	11443	11694	11581	0.000233143	0.0002371	0.000220621
DHX34	11089	11259	11582	0.000246198	0.00025474	0.000220585
CYTH2	11831	12191	11583	0.000218737	0.000218025	0.000220567
CYB5D2	11354	12329	11584	0.000236686	0.000212704	0.000220558
MTRR	11848	12458	11585	0.000217898	0.000208307	0.000220526
KBTBD12	4760	18965	11586	0.001039339	0	0.000220503
PYM1	11789	11142	11587	0.000219986	0.000259197	0.000220479
RPS23	11079	12498	11588	0.000246717	0.000207011	0.000220457
FLCN	13388	11468	11589	0.000162965	0.000246336	0.000220453
FBXO11	11399	12829	11590	0.000235101	0.000194213	0.00022034
EXOSC9	10862	11716	11591	0.000255557	0.000236504	0.000220312
CENPK	12171	12148	11592	0.000205865	0.000219603	0.00022031
TXNDC17	12428	11684	11593	0.000196997	0.000237526	0.000220298
RAB1B	11958	12034	11594	0.000213244	0.00022413	0.000220287
AKIRIN2	11741	12416	11595	0.000221776	0.000209772	0.000220275
ECHDC3	6254	7519	11596	0.000614228	0.000481047	0.000220256
LINC00941	19262	13226	11597	0	0.000179747	0.000220217
AKIRIN1	11088	11778	11598	0.000246243	0.000233532	0.00022019
CHD1	12165	12190	11599	0.00020607	0.00021813	0.00022012
WTAP	11718	11812	11600	0.000222329	0.000232515	0.000220066
CYP20A1	11577	11842	11601	0.000227842	0.000231347	0.00022004
SHCBP1	14362	11537	11602	0.000128537	0.000243532	0.000220033
ZNF701	12544	11280	11603	0.000192791	0.000253912	0.000220025
PRKAA1	11986	11993	11604	0.000212302	0.000225748	0.000219957
ZNF200	11452	12193	11605	0.000232676	0.000217983	0.000219945
ACD	12616	11603	11606	0.00019008	0.000241105	0.000219908
ENTPD5	14412	12292	11607	0.000126738	0.000214268	0.000219903
KATNB1	9994	11210	11608	0.000291158	0.000256615	0.000219866
EAPP	11842	12644	11609	0.000218181	0.000201438	0.000219865
CASP2	13916	11870	11610	0.000144141	0.000230186	0.000219852
SNORD116-18	10243	12442	11611	0.000280174	0.000208827	0.000219808
ZG16B	13572	5662	11612	0.000156271	0.000840058	0.000219765
ZNF485	13462	14286	11613	0.000160201	0.000142192	0.000219716
PAPD5	10700	11495	11614	0.000261984	0.000245416	0.000219559
NANOG	15326	11315	11615	9.06E-05	0.000252764	0.000219485
UVSSA	14842	11860	11616	0.000109934	0.00023068	0.000219483
KAT7	11011	11540	11617	0.00024897	0.00024351	0.000219468
ROMO1	11570	11899	11618	0.000228142	0.000229056	0.00021941
GFM2	10186	11764	11619	0.000282742	0.000234015	0.000219371
FAM114A2	11976	13075	11620	0.000212694	0.000185176	0.000219353
FIS1	10636	11855	11621	0.000264589	0.00023081	0.000219309
MRFAP1	11370	12078	11622	0.000236135	0.000222167	0.000219304
PFDN2	11516	12542	11623	0.000230175	0.000205503	0.000219289
VWA9	11793	12102	11624	0.000219849	0.000221337	0.000219242
SPIN4	14639	12517	11625	0.000117841	0.000206312	0.000219024
MAN2A2	10134	11572	11626	0.000285096	0.000242204	0.000219011
MFSD11	9428	11987	11627	0.000317569	0.00022597	0.00021889
LINC00968	16516	19280	11628	4.19E-05	0	0.00021885
DRC7	13527	11902	11629	0.000157727	0.000228849	0.000218594
GTF3C4	11949	12477	11630	0.000213506	0.000207664	0.000218594
PGAM1	10925	11661	11631	0.000252407	0.000238399	0.000218591
RPL7L1	11400	11909	11632	0.000235096	0.000228758	0.000218571
RRP15	9016	11145	11633	0.000339692	0.00025902	0.000218549
SLC12A9	13337	11550	11634	0.000164608	0.000243078	0.00021851
ZNF117	14376	11801	11635	0.000128108	0.000232889	0.000218489
BCO2	5473	14500	11636	0.000788001	0.000134734	0.000218486
NVL	10814	11511	11637	0.000257465	0.000244669	0.000218482
STRIP2	4740	8163	11638	0.001049706	0.000421162	0.000218387
LRRC4	7008	10853	11639	0.000501049	0.000271104	0.00021834
NUP107	10980	11719	11640	0.000250503	0.000236429	0.000218318
TMTC3	11404	11943	11641	0.000234813	0.000227566	0.000218255
RSL1D1	10890	11825	11642	0.000254258	0.000232048	0.000218222
BTN3A1	15892	14844	11643	6.56E-05	0.000121285	0.000218189
EMC7	11432	12239	11644	0.000233739	0.000216326	0.000218176
NUDT1	12142	11869	11645	0.000206925	0.00023025	0.000218158
PNPLA2	10979	13506	11646	0.000250538	0.00016893	0.000218146
CCDC117	12618	11718	11647	0.000190055	0.000236435	0.000218124
AUP1	12159	11444	11648	0.000206223	0.000247173	0.000218033
NUDCD1	10652	11816	11649	0.000263872	0.000232391	0.000218017
SPAG7	10557	11986	11650	0.000267549	0.000226043	0.000217988
C17orf80	9986	11975	11651	0.000291644	0.000226368	0.000217942
UBE2Q1	11914	11857	11652	0.000214901	0.000230782	0.000217872
PNRC2	12117	12083	11653	0.000207593	0.000221991	0.000217811
GINS1	12183	11776	11654	0.000205343	0.000233581	0.000217801
TXNDC16	9608	12801	11655	0.000309495	0.000195348	0.000217754
RBM26	11668	12015	11656	0.000224456	0.000224852	0.000217596
ARL3	9462	12424	11657	0.000315969	0.0002094	0.000217563
