gene	DS	TRIAGE_RANK
9893	LYRM1	0.000266029	10334
9894	LYRM2	6.35e-05	15757
9895	LYRM4	0.008682925	1630
9896	LYRM7	0.000114821	14476
9897	LYRM9	0.000428713	7490
9898	LYSMD1	6.21e-05	15791
9899	LYSMD2	0.000127124	14152
9900	LYSMD3	0.002785577	2901
9901	LYSMD4	0.000204193	11926
9902	LYST	0.000302889	9507
9903	LYVE1	7.05e-06	17554
9904	LYZ	0	19243
9905	LYZL2	0.000115347	14463
9906	LYZL4	0.002780904	2905
9907	LYZL6	0	19244
9908	LZIC	0.000197221	12124
9909	LZTFL1	0.016877271	1052
9910	LZTR1	0.000296437	9640
9911	LZTS1	0.001178505	4351
9912	LZTS1-AS1	0.001114715	4472
9913	LZTS2	0.000300945	9547
9914	M1AP	0.003708322	2527
9915	M6PR	0.000247965	10787
9916	MAATS1	0.000676396	5801
9917	MAB21L1	0.000444834	7322
9918	MAB21L2	0.000873058	5061
9919	MAB21L3	0.000560591	6417
9920	MACC1	8.15e-05	15316
9921	MACC1-AS1	0	19245
9922	MACF1	0.003918805	2460
9923	MACROD1	0.234875972	59
9924	MACROD2	0.005104271	2156
9925	MACROD2-AS1	3.31e-05	16573
9926	MACROD2-IT1	0.0002339	11155
9927	MAD1L1	0.003393528	2636
9928	MAD2L1	0.000119361	14350
9929	MAD2L1BP	0.000175606	12754
9930	MAD2L2	0.021525072	889
9931	MADCAM1	0.000496491	6863
9932	MADD	0.000314131	9264
9933	MAEA	0.000362508	8395
9934	MAEL	0.002030012	3377
9935	MAF	0.003784242	2495
9936	MAF1	0.000266723	10319
9937	MAFA	0.074699883	287
9938	MAFB	0.165739946	112
9939	MAFF	7.34e-05	15495
9940	MAFG	0.00103534	4646
9941	MAFK	0.001014436	4692
9942	MAFTRR	0.000152748	13425
9943	MAG	0.001842828	3534
9944	MAGEA11	0	19246
9945	MAGEA4	0	19247
9946	MAGEA8	9.9e-06	17422
9947	MAGEB1	0	19248
9948	MAGEB17	0	19249
9949	MAGEB2	0	19250
9950	MAGEB3	0	19251
9951	MAGEC1	0	19252
9952	MAGED1	0.010436158	1463
9953	MAGED2	0.001609898	3765
9954	MAGED4	0	19253
9955	MAGED4B	0	19254
9956	MAGEE1	0.000288965	9803
9957	MAGEF1	0.000339053	8787
9958	MAGEH1	0.000363616	8376
9959	MAGEL2	0.000245101	10858
9960	MAGI1	0.002728247	2925
9961	MAGI1-AS1	0.000118864	14361
9962	MAGI2	0.006058212	1953
9963	MAGI2-AS3	0.004568461	2280
9964	MAGI3	0.001555634	3837
9965	MAGIX	0.000261741	10453
9966	MAGOH	0.00021134	11741
9967	MAGOH2P	1.2e-05	17334
9968	MAGOHB	0.000120891	14317
9969	MAGT1	0.000413764	7662
9970	MAJIN	0	19255
9971	MAK	0.000373496	8207
9972	MAK16	0.000122349	14279
9973	MAL2	0.002198495	3255
9974	MALAT1	0.000460529	7156
9975	MALL	0	19256
9976	MALRD1	1.2e-05	17335
9977	MALSU1	0.000382043	8079
9978	MALT1	0.000392535	7930
9979	MAMDC2	0.000443635	7332
9980	MAMDC2-AS1	2.98e-05	16688
9981	MAMDC4	0.000182396	12574
9982	MAML1	0.000158471	13245
9983	MAML2	0.000728418	5586
9984	MAML3	0.012924936	1259
9985	MAMLD1	0.002065232	3348
9986	MAMSTR	5.85e-05	15876
9987	MAN1A1	0.000868065	5074
9988	MAN1A2	0.000451144	7263
9989	MAN1B1	0.001745426	3630
9990	MAN1B1-AS1	0.000243775	10893
9991	MAN1C1	0.02078183	918
9992	MAN2A1	0.000411046	7695
9993	MAN2A2	0.000270715	10210
9994	MAN2B1	0.000250991	10720
9995	MAN2B2	0.000342097	8736
9996	MAN2C1	0.000175882	12743
9997	MANBA	0.000626573	6054
9998	MANBAL	0.000524434	6661
9999	MANEA	8.7e-05	15162
10000	MANEA-AS1	5.28e-05	16005
10001	MANEAL	0.005371069	2089
10002	MANF	0.000146385	13605
10003	MANSC1	0.00017773	12691
10004	MAOA	0.004321613	2337
10005	MAOB	0.001772329	3601
10006	MAP10	0.000249489	10759
10007	MAP1A	0.003073059	2765
10008	MAP1B	0.056583676	384
10009	MAP1LC3A	0.00077971	5386
10010	MAP1LC3B	0.00030918	9360
10011	MAP1LC3B2	0.000178452	12669
10012	MAP1LC3C	0.000119253	14352
10013	MAP1S	0.00024366	10898
10014	MAP2	0.000701394	5688
10015	MAP2K1	0.00037195	8230
10016	MAP2K2	0.000474521	7026
10017	MAP2K3	0.001566709	3817
10018	MAP2K4	0.00080816	5285
10019	MAP2K4P1	0	19257
10020	MAP2K5	0.001246707	4243
10021	MAP2K6	0.001286198	4184
10022	MAP2K7	0.000293419	9715
10023	MAP3K1	0.000658103	5889
10024	MAP3K10	0.001145535	4420
10025	MAP3K11	0.0002559	10587
10026	MAP3K12	0.000126292	14181
10027	MAP3K13	0.002877083	2858
10028	MAP3K14	0.000244948	10863
10029	MAP3K14-AS1	0.000152341	13433
10030	MAP3K15	0.001155755	4401
10031	MAP3K19	2.45e-05	16862
10032	MAP3K2	0.000165291	13052
10033	MAP3K3	0.000810279	5277
10034	MAP3K4	0.00112589	4458
10035	MAP3K5	0.000264601	10369
10036	MAP3K6	0.001041984	4633
10037	MAP3K7	0.015606349	1114
10038	MAP3K7CL	6.7e-05	15671
10039	MAP3K8	0.001100234	4497
10040	MAP3K9	0.0007839	5375
10041	MAP4	0.000498382	6851
10042	MAP4K1	9.89e-05	14883
10043	MAP4K2	0.000109009	14628
10044	MAP4K3	0.000397198	7872
10045	MAP4K4	0.000524351	6662
10046	MAP4K5	0.000284944	9880
10047	MAP6	0.01823363	1006
10048	MAP6D1	0.00017031	12904
10049	MAP7	0.000651156	5921
10050	MAP7D1	0.000373052	8210
10051	MAP7D2	0.002368589	3142
10052	MAP7D3	0.002367137	3143
10053	MAP9	0.000427287	7505
10054	MAPK1	0.000351905	8572
10055	MAPK10	0.000499671	6842
10056	MAPK11	0.000683858	5763
10057	MAPK12	0.00152151	3882
10058	MAPK13	0.000360161	8432
10059	MAPK14	0.000526036	6645
10060	MAPK15	0.001763694	3607
10061	MAPK1IP1L	0.000191694	12290
10062	MAPK3	0.000308185	9378
10063	MAPK4	0.039409385	527
10064	MAPK6	0.000339783	8778
10065	MAPK7	8.24e-05	15291
10066	MAPK8	0.001457816	3954
10067	MAPK8IP1	0.008365746	1656
10068	MAPK8IP2	0.01030253	1470
10069	MAPK8IP3	0.000435629	7422
10070	MAPK9	0.00091976	4934
10071	MAPKAP1	0.001304991	4154
10072	MAPKAPK2	0.001628606	3744
10073	MAPKAPK3	0.001860925	3514
10074	MAPKAPK5	0.000196041	12166
10075	MAPKAPK5-AS1	0.000165168	13060
10076	MAPKBP1	0.000343554	8711
10077	MAPRE1	0.000404018	7786
10078	MAPRE2	0.003056295	2776
10079	MAPRE3	0.018727064	989
10080	MAPT	0.010453652	1462
10081	MAPT-AS1	0	19258
10082	MAPT-IT1	0	19259
10083	Mar-01	0.000423304	7544
10084	Mar-02	0.003966579	2449
10085	Mar-01	0.000358438	8464
10086	Mar-10	0.001327051	4124
10087	Mar-11	0.002623422	2983
10088	Mar-02	0.000275828	10097
10089	Mar-03	0.000919994	4932
10090	Mar-04	0.00225263	3222
10091	Mar-05	0.000267425	10303
10092	Mar-06	0.001034911	4647
10093	Mar-07	0.000369031	8289
10094	Mar-08	0.000694608	5714
10095	Mar-09	0.00249317	3070
10096	MARCKS	0.016316117	1081
10097	MARCKSL1	0.000840986	5163
10098	MARCO	0	19260
10099	MARK1	0.012041763	1328
10100	MARK2	0.000214364	11656
10101	MARK2P9	0	19261
10102	MARK3	0.00081443	5260
10103	MARK4	0.001801308	3576
10104	MARS	0.000274634	10117
10105	MARS2	0.000184321	12506
10106	MARVELD1	0.001248211	4241
10107	MARVELD2	0.000427119	7509
10108	MARVELD3	0.00025675	10570
10109	MAS1	0	19262
10110	MASP1	0.02429912	793
10111	MASP2	0.000334298	8878
10112	MAST1	0.033735674	600
10113	MAST2	0.000643243	5962
10114	MAST3	0.000722139	5611
10115	MAST4	0.039838523	516
10116	MAST4-AS1	0.000147342	13576
10117	MASTL	0.000189606	12344
10118	MAT1A	0.001841332	3536
10119	MAT2A	0.000250798	10725
10120	MAT2B	0.000141142	13741
10121	MATK	0.003069091	2769
10122	MATN1	0.000452093	7252
10123	MATN1-AS1	0.000547121	6508
10124	MATN2	0.004617671	2262
10125	MATN3	0.001761708	3612
10126	MATN4	0	19263
10127	MATR3	0.000127535	14140
10128	MAU2	0.000222901	11423
10129	MAVS	0.000496203	6865
10130	MAX	0.000464313	7121
10131	MAZ	9.93e-05	14873
10132	MB	0.005415236	2079
10133	MB21D1	0	19264
10134	MB21D2	0.001272065	4202
10135	MBD1	0.000204601	11910
10136	MBD2	0.000144134	13672
10137	MBD3	0.000211377	11739
10138	MBD4	0.000151448	13460
10139	MBD5	0.000284099	9897
10140	MBD6	6.36e-05	15753
10141	MBIP	0.005130224	2148
10142	MBL1P	9.28e-05	15023
10143	MBL2	7.46e-06	17535
10144	MBLAC1	6.55e-05	15709
10145	MBLAC2	0.000115557	14457
10146	MBNL1	0.000850112	5129
10147	MBNL1-AS1	4.12e-05	16322
10148	MBNL2	0.022256801	865
10149	MBNL3	0.006953629	1828
10150	MBOAT1	0.001224801	4277
10151	MBOAT2	0.000970382	4814
10152	MBOAT4	3.77e-05	16430
10153	MBOAT7	0.000332549	8906
10154	MBP	0.000510079	6765
10155	MBTD1	0.000262968	10409
10156	MBTPS1	0.000355937	8508
10157	MBTPS2	0.000328575	8987
10158	MC1R	5.91e-05	15854
10159	MC2R	0	19265
10160	MC4R	6.68e-05	15680
10161	MC5R	0.00075384	5487
10162	MCAM	0.001878748	3500
10163	MCAT	0.000258284	10530
10164	MCC	0.068064108	330
10165	MCCC1	0.000311004	9328
10166	MCCC2	0.000349577	8610
10167	MCCD1	1.61e-05	17174
10168	MCEE	0.000224098	11400
10169	MCEMP1	0	19266
10170	MCF2	0.000139269	13788
10171	MCF2L	0.058011656	375
10172	MCF2L-AS1	0.016609728	1068
10173	MCF2L2	0.012044172	1327
10174	MCFD2	0.000494216	6884
10175	MCHR1	0.000236476	11080
10176	MCHR2	0.000155255	13345
10177	MCIDAS	0	19267
10178	MCL1	0.00025085	10723
10179	MCM10	0.000297751	9617
10180	MCM2	0.00044638	7304
10181	MCM3	0.000294679	9690
10182	MCM3AP	0.000244609	10873
10183	MCM3AP-AS1	7.74e-05	15403
10184	MCM4	0.000264935	10360
10185	MCM5	0.000256359	10578
10186	MCM6	0.000274444	10125
10187	MCM7	0.000219879	11504
10188	MCM8	0.000387112	8010
10189	MCM8-AS1	1.77e-05	17121
10190	MCM9	0.000151607	13458
10191	MCMBP	0.000299408	9577
10192	MCMDC2	4.05e-05	16339
10193	MCOLN1	6.4e-05	15744
10194	MCOLN2	0.000392827	7923
10195	MCOLN3	0.007827617	1720
10196	MCPH1	0.000394792	7906
10197	MCPH1-AS1	0.000247357	10801
10198	MCRIP1	0.000470753	7055
10199	MCRIP2	0.000519385	6700
10200	MCRS1	0.000283858	9901
10201	MCTP1	0.007645342	1741
10202	MCTP2	0.001736484	3641
10203	MCTS1	0.000275877	10096
10204	MCU	0.000348079	8634
10205	MCUR1	0.00051772	6713
10206	MDC1	6.47e-05	15726
10207	MDFI	0.139073293	139
10208	MDFIC	0.00037513	8188
10209	MDGA1	0.021881605	878
10210	MDGA2	0.001392657	4032
10211	MDH1	0.000441995	7347
10212	MDH1B	0.000725555	5598
10213	MDH2	0.000412428	7680
10214	MDK	0.000990078	4757
10215	MDM1	0.000382009	8080
10216	MDM2	0.00016509	13063
10217	MDM4	0.000245315	10850
10218	MDN1	0.000262052	10442
10219	MDS2	7.63e-05	15426
10220	ME1	0.000310684	9332
10221	ME2	0.00025339	10651
10222	ME3	0.000424995	7532
10223	MEA1	0.000222165	11448
10224	MEAF6	0.00028207	9942
10225	MECOM	0.162041113	117
10226	MECP2	0.010726532	1437
10227	MECR	0.000282767	9926
10228	MED1	0.000653921	5909
10229	MED10	0.000385922	8028
10230	MED11	0.000323338	9088
10231	MED12	0.002625979	2981
10232	MED12L	0.010001667	1502
10233	MED13	0.000316417	9212
10234	MED13L	0.000420547	7580
10235	MED14	0.010723953	1438
10236	MED14OS	0	19268
10237	MED15	0.000288736	9810
10238	MED16	0.000287881	9824
10239	MED17	0.000171424	12874
10240	MED18	0.000207678	11835
10241	MED19	0.000149121	13515
10242	MED20	0.000148246	13541
10243	MED21	0.000291981	9742
10244	MED22	0.000178453	12668
10245	MED23	0.000308867	9366
10246	MED24	0.000610385	6128
10247	MED25	0.000148056	13551
10248	MED26	6.06e-05	15828
10249	MED27	0.008161444	1681
10250	MED28	0.000158591	13243
10251	MED29	0.000140816	13748
10252	MED30	0.001214003	4293
10253	MED31	0.000420511	7581
10254	MED4	0.000316449	9211
10255	MED4-AS1	2.57e-05	16825
10256	MED6	0.000712633	5639
10257	MED7	0.00011215	14543
10258	MED8	0.000130403	14066
10259	MED9	0.001861625	3510
10260	MEDAG	0.000445905	7308
10261	MEF2A	0.00088982	5011
10262	MEF2B	2.09e-05	16981
10263	MEF2C	0.006043524	1959
10264	MEF2C-AS1	0.001596475	3784
10265	MEF2D	0.000237749	11041
10266	MEFV	0	19269
10267	MEG3	0	19270
10268	MEG8	0	19271
10269	MEG9	0	19272
10270	MEGF10	0.021251084	896
10271	MEGF11	0.057933115	376
10272	MEGF6	0.052205662	411
10273	MEGF8	0.001824489	3554
10274	MEGF9	0.005824121	2009
10275	MEI1	0.000243309	10915
10276	MEI4	2.89e-05	16727
10277	MEIG1	0.000133734	13965
10278	MEIOB	0.002372669	3138
10279	MEIOC	0.000449194	7280
10280	MEIS1	0.260430081	54
10281	MEIS2	0.412327475	32
10282	MEIS3	0.194120798	88
10283	MEIS3P1	0.000639665	5979
10284	MELK	0.000483957	6949
10285	MELTF	0.001592823	3786
10286	MEMO1	0.000109363	14615
10287	MEN1	0.000180759	12615
10288	MEOX1	0	19273
10289	MEOX2	0.000441134	7353
10290	MEP1A	0	19274
10291	MEP1B	5.27e-05	16007
10292	MEPCE	0.000244325	10880
10293	MEPE	4.38e-05	16240
10294	MERTK	0.004913229	2194
10295	MESDC1	0.00028586	9862
10296	MESDC2	0.000301064	9541
10297	MESP1	0.00974109	1532
10298	MESP2	0.000136087	13888
10299	MEST	0.005898939	2000
10300	MESTIT1	0.000143548	13688
10301	MET	0.001839152	3539
10302	METAP1	0.000326552	9023
10303	METAP1D	0.21945058	73
10304	METAP2	0.000467643	7089
10305	METRN	0.00239488	3127
10306	METRNL	0.007619713	1745
10307	METTL1	0.00032051	9135
10308	METTL10	0.000154466	13373
10309	METTL11B	0.000239091	11009
10310	METTL12	8.65e-05	15180
10311	METTL13	0.000165204	13058
10312	METTL14	0.000102696	14786
10313	METTL15	0.00020973	11781
10314	METTL16	0.000235499	11105
10315	METTL17	0.000605119	6160
10316	METTL18	5.08e-05	16050
10317	METTL21A	0.000233079	11180
10318	METTL21B	0.000110528	14580
10319	METTL21C	0	19275
10320	METTL21EP	1.02e-05	17411
10321	METTL22	0.001334305	4115
10322	METTL23	0.00016904	12945
10323	METTL24	0.005811812	2013
10324	METTL25	0.000242421	10930
10325	METTL2A	0.000164281	13086
10326	METTL2B	0.000131201	14041
10327	METTL3	0.000518065	6709
10328	METTL4	0.000150679	13481
10329	METTL5	0.000268395	10276
10330	METTL6	0.000100758	14829
10331	METTL7A	6.72e-05	15664
10332	METTL7B	0.00014571	13627
10333	METTL8	0.000147659	13564
10334	METTL9	0.000633418	6015
10335	MEX3A	0.000817283	5251
10336	MEX3B	0.001747324	3629
10337	MEX3C	0.000280004	9991
10338	MEX3D	0.000872352	5064
10339	MFAP1	0.000269447	10250
10340	MFAP2	0.002966252	2820
10341	MFAP3	0.000205573	11884
10342	MFAP3L	0.000478652	6987
10343	MFAP4	0.00022888	11282
10344	MFAP5	6.76e-05	15651
10345	MFF	0.000375381	8182
10346	MFGE8	0.001515696	3892
10347	MFHAS1	0.000522474	6677
10348	MFN1	0.000188571	12376
10349	MFN2	0.00035579	8511
10350	MFNG	0.009601902	1543
10351	MFRP	9.55e-05	14967
10352	MFSD1	0.000392844	7922
10353	MFSD10	0.000153209	13415
10354	MFSD11	0.000314082	9265
10355	MFSD12	0.000240983	10958
10356	MFSD13A	0.000110112	14593
10357	MFSD13B	2.38e-05	16885
10358	MFSD14A	0.000245982	10831
10359	MFSD14B	0.00026781	10288
10360	MFSD14C	0.000147675	13562
10361	MFSD2A	0.00013976	13778
10362	MFSD2B	0.000125524	14198
10363	MFSD3	0.000177283	12704
10364	MFSD4A	0.027472286	723
10365	MFSD4B	0.000212714	11709
10366	MFSD5	0.000107397	14672
10367	MFSD6	0.000110304	14588
10368	MFSD6L	0.000609578	6132
10369	MFSD7	0.00073895	5543
10370	MFSD8	0.000156126	13321
10371	MFSD9	0.000245359	10848
10372	MGA	0.000599261	6198
10373	MGAM	4.35e-05	16258
10374	MGAM2	1.76e-05	17126
10375	MGARP	0.000586541	6269
10376	MGAT1	0.00018313	12556
10377	MGAT2	4.4e-05	16235
10378	MGAT3	0.007737679	1730
10379	MGAT3-AS1	0.000188735	12369
10380	MGAT4A	0.000649254	5932
10381	MGAT4B	0.000334354	8874
10382	MGAT4C	3.66e-05	16467
10383	MGAT4D	0	19276
10384	MGAT4EP	0	19277
10385	MGAT5	0.001795151	3581
10386	MGAT5B	0	19278
10387	MGC15885	0	19279
10388	MGC16275	4.43e-05	16220
10389	MGC27382	0	19280
10390	MGC32805	2.02e-05	17017
10391	MGC45922	0.001499474	3908
10392	MGEA5	0.000800541	5313
10393	MGLL	0.00075114	5498
10394	MGME1	0.000294261	9696
10395	MGMT	0.002564038	3025
10396	MGP	0	19281
10397	MGRN1	0.000240565	10967
10398	MGST1	0.00059571	6217
10399	MGST2	0.002155522	3285
10400	MGST3	0.000888747	5015
10401	MIA	0	19282
10402	MIA2	0	19283
10403	MIA3	0.000882349	5032
10404	MIAT	0.002793756	2895
10405	MIATNB	0.001097406	4503
10406	MIB1	0.000497829	6854
10407	MIB2	0.000636023	5991
10408	MICA	0.001357573	4083
10409	MICAL1	0.000289813	9784
10410	MICAL2	0.007767925	1727
10411	MICAL3	0.005079775	2162
10412	MICALCL	4.75e-05	16136
10413	MICALL1	0.000225287	11379
10414	MICALL2	0.003744944	2512
10415	MICB	0.002504444	3060
10416	MICU1	0.000531871	6597
10417	MICU2	0.00120615	4308
10418	MICU3	0.000182867	12565
10419	MID1	0.011756938	1349
10420	MID1IP1	0.001111281	4478
10421	MID1IP1-AS1	0.000496474	6864
10422	MID2	0.029611171	686
10423	MIDN	0.000205355	11891
10424	MIEF1	0.008064063	1688
10425	MIEF2	0.000156243	13316
10426	MIEN1	0.000145848	13621
10427	MIER1	0.000184516	12498
10428	MIER2	0.000264405	10375
10429	MIER3	0.004165612	2388
10430	MIF	2e-05	17028
10431	MIF-AS1	5.82e-05	15882
10432	MIF4GD	0.000191676	12291
10433	MIIP	0.000188313	12385
10434	MILR1	0	19284
10435	MIMT1	0	19285
10436	MINA	0.000238034	11032
10437	MINCR	0.000301711	9530
10438	MINK1	0.000342771	8727
10439	MINOS1	5.94e-05	15847
10440	MINPP1	0.000452014	7253
10441	MIOS	0.000204065	11929
10442	MIOX	0	19286
10443	MIP	4.41e-05	16229
10444	MIPEP	0.000408967	7717
10445	MIPEPP3	0.001165633	4377
10446	MIPOL1	0.000160974	13171
10447	MIR1-1HG	0.224623842	67
10448	MIR100HG	0.021156615	900
10449	MIR101-1	1.02e-05	17412
10450	MIR103A1	0	19287
10451	MIR106B	0	19288
10452	MIR10A	0.019345707	971
10453	MIR1183	0	19289
10454	MIR1199	0.000356834	8491
10455	MIR1206	0	19290
10456	MIR1207	0	19291
10457	MIR122	6.04e-05	15833
10458	MIR124-2HG	0	19292
10459	MIR124-3	0	19293
10460	MIR1243	4.96e-05	16087
10461	MIR1244-2	0	19294
10462	MIR1244-3	0.000156493	13310
10463	MIR1249	0	19295
10464	MIR1254-1	2.42e-05	16870
10465	MIR125B1	0.000784696	5372
10466	MIR126	0.000156118	13323
10467	MIR1261	0	19296
10468	MIR1276	0	19297
10469	MIR1289-1	2.49e-05	16849
10470	MIR1296	0	19298
10471	MIR1302-10	2.06e-07	17847
10472	MIR1302-8	0	19299
10473	MIR1302-9	6.68e-08	17864
10474	MIR1305	0	19300
10475	MIR130A	0.001072623	4564
10476	MIR130B	0.000208773	11807
10477	MIR133A1HG	0.000100402	14840
10478	MIR1343	0	19301
10479	MIR135A1	0.000357596	8475
10480	MIR135B	0	19302
10481	MIR137HG	0	19303
10482	MIR138-1	0	19304
10483	MIR141	0	19305
10484	MIR142	0	19306
10485	MIR145	0.000197146	12128
10486	MIR149	0.000975225	4801
10487	MIR150	0	19307
10488	MIR1539	3.05e-06	17714
10489	MIR155HG	1.35e-05	17269
10490	MIR15B	0	19308
10491	MIR17HG	0.000540233	6555
10492	MIR181A1HG	0.000144855	13650
10493	MIR181A2	4.62e-05	16168
10494	MIR181A2HG	0.000593403	6232
10495	MIR181B2	8.6e-05	15191
10496	MIR186	0	19309
10497	MIR187	0	19310
10498	MIR191	5.37e-05	15981
10499	MIR1915	0.050138889	428
10500	MIR193A	0.000693204	5719
10501	MIR193BHG	0.000159959	13195
10502	MIR194-2HG	3.47e-06	17704
10503	MIR1972-1	0	19311
10504	MIR1972-2	4.43e-06	17654
10505	MIR19B2	0.000216873	11585
10506	MIR200B	0	19312
10507	MIR200C	0	19313
10508	MIR2052HG	0.000129558	14089
10509	MIR205HG	0.006219215	1930
10510	MIR208A	0.003414202	2629
10511	MIR210	0	19314
10512	MIR210HG	0.000827632	5209
10513	MIR218-1	2.17e-05	16957
10514	MIR219A1	0.002274833	3202
10515	MIR219A2	5.53e-05	15945
10516	MIR221	0	19315
10517	MIR2278	2.65e-05	16801
10518	MIR22HG	0.000181213	12601
10519	MIR2355	0	19316
10520	MIR23A	3.02e-05	16674
10521	MIR23B	0.000168249	12968
10522	MIR24-2	2.42e-05	16871
10523	MIR25	4.77e-05	16132
10524	MIR26A2	0	19317
10525	MIR26B	3.23e-05	16601
10526	MIR27B	0.000294848	9686
10527	MIR296	0	19318
10528	MIR298	0.003577237	2575
10529	MIR29A	1.6e-05	17177
10530	MIR301A	8.96e-06	17461
10531	MIR301B	0.000122527	14270
10532	MIR302A	1.11e-05	17375
10533	MIR302B	2.37e-06	17737
10534	MIR302C	0	19319
10535	MIR302D	0	19320
10536	MIR30A	0	19321
10537	MIR30C1	0	19322
10538	MIR30C2	0	19323
10539	MIR30E	3.67e-05	16463
10540	MIR3122	0	19324
10541	MIR3125	4.35e-05	16259
10542	MIR3131	0	19325
10543	MIR3138	4.24e-05	16288
10544	MIR3139	2.92e-05	16713
10545	MIR3140	0	19326
10546	MIR3142HG	0	19327
10547	MIR3143	0	19328
10548	MIR3146	2.18e-05	16951
10549	MIR3150B	2.98e-05	16689
10550	MIR3153	7.16e-05	15541
10551	MIR3174	0	19329
10552	MIR3178	0	19330
10553	MIR3180-1	0	19331
10554	MIR3180-4	0	19332
10555	MIR3181	0	19333
10556	MIR3189	0	19334
10557	MIR3192	1.98e-05	17037
10558	MIR3193	0.001002828	4720
10559	MIR31HG	0.017969013	1013
10560	MIR32	1.55e-05	17198
10561	MIR320A	5.02e-05	16068
10562	MIR325HG	0.000113782	14506
10563	MIR331	0	19335
10564	MIR339	0	19336
10565	MIR33B	2.26e-05	16923
10566	MIR345	0	19337
10567	MIR34A	5.72e-05	15911
10568	MIR34B	0	19338
10569	MIR3609	0.00013694	13857
10570	MIR3622A	0	19339
10571	MIR3648-1	0.000405522	7765
10572	MIR3648-2	0.000258259	10532
10573	MIR3663HG	0	19340
10574	MIR367	0	19341
10575	MIR3671	2.46e-05	16859
10576	MIR3677	5.93e-05	15850
10577	MIR3679	0	19342
10578	MIR3680-1	0	19343
10579	MIR3681HG	0.000380402	8098
10580	MIR3682	0	19344
10581	MIR3684	0	19345
10582	MIR3685	4.08e-05	16332
10583	MIR3687-1	0.000378256	8132
10584	MIR3687-2	0.001115363	4471
10585	MIR371B	0	19346
10586	MIR374A	8.62e-05	15187
10587	MIR375	0.04559904	462
10588	MIR378D2	5.3e-05	15999
10589	MIR378J	1.35e-05	17270
10590	MIR3907	0	19347
10591	MIR3936	3.79e-05	16421
10592	MIR3939	2.49e-05	16850
10593	MIR3942	7.6e-06	17529
10594	MIR3975	0	19348
10595	MIR421	0	19349
10596	MIR425	6.7e-05	15672
10597	MIR4258	2.92e-05	16714
10598	MIR4288	0	19350
10599	MIR429	0	19351
10600	MIR4290HG	0	19352
10601	MIR4292	3.46e-05	16532
10602	MIR4296	0	19353
10603	MIR4300HG	0	19354
10604	MIR4305	8.33e-06	17495
10605	MIR4312	0	19355
10606	MIR4313	6.14e-06	17592
10607	MIR4322	0	19356
10608	MIR4323	0	19357
10609	MIR4326	1.52e-05	17206
10610	MIR4419A	0	19358
10611	MIR4432HG	0	19359
10612	MIR4434	0	19360
10613	MIR4435-2HG	9e-05	15100
10614	MIR4449	0.000285166	9875
10615	MIR4451	3.04e-05	16666
10616	MIR4453	5.18e-05	16028
10617	MIR4458HG	0	19361
10618	MIR4459	6.35e-05	15758
10619	MIR4466	0	19362
10620	MIR4470	0	19363
10621	MIR4477B	0	19364
10622	MIR4479	0	19365
10623	MIR4482	6.33e-05	15763
10624	MIR4484	0	19366
10625	MIR4496	9.17e-05	15056
10626	MIR4500HG	0	19367
10627	MIR4505	0	19368
10628	MIR4512	4.53e-05	16191
10629	MIR4514	0	19369
10630	MIR4521	0.000206673	11858
10631	MIR4522	0	19370
10632	MIR4648	0	19371
10633	MIR4664	0.001411327	4012
10634	MIR4678	0.000339802	8777
10635	MIR4697HG	0.0001992	12079
10636	MIR4710	0	19372
10637	MIR4714	3.03e-05	16671
10638	MIR4727	0	19373
10639	MIR4732	0	19374
10640	MIR4735	0	19375
10641	MIR4737	4.41e-05	16230
10642	MIR4740	0	19376
10643	MIR4754	3.91e-05	16385
10644	MIR4767	2.4e-05	16877
10645	MIR4774	0	19377
10646	MIR4787	0.000363659	8373
10647	MIR4794	5.76e-05	15897
10648	MIR483	0	19378
10649	MIR489	0	19379
10650	MIR491	0	19380
10651	MIR497HG	2.8e-05	16761
10652	MIR503	0	19381
10653	MIR503HG	0.004804464	2226
10654	MIR504	0	19382
10655	MIR5087	0.000254554	10621
10656	MIR5091	5.29e-05	16002
10657	MIR5188	3.22e-05	16606
10658	MIR5191	2.83e-05	16746
10659	MIR5192	0	19383
10660	MIR519A2	0	19384
10661	MIR544B	0	19385
10662	MIR545	3.61e-05	16491
10663	MIR548AL	0	19386
10664	MIR548I2	0	19387
10665	MIR548U	0	19388
10666	MIR548XHG	0	19389
10667	MIR550A3	1.78e-05	17115
10668	MIR553	0	19390
10669	MIR5579	0	19391
10670	MIR5581	2.91e-05	16720
10671	MIR5587	0	19392
10672	MIR559	0	19393
10673	MIR561	0	19394
10674	MIR566	0	19395
10675	MIR5692B	0	19396
10676	MIR5692C2	3.08e-05	16659
10677	MIR570	9.25e-06	17447
10678	MIR571	0	19397
10679	MIR573	0	19398
10680	MIR574	6.87e-05	15618
10681	MIR589	0	19399
10682	MIR590	5.69e-05	15916
10683	MIR593	0	19400
10684	MIR600HG	0.000122744	14258
10685	MIR604	2.29e-05	16916
10686	MIR6068	0	19401
10687	MIR6075	3.19e-05	16622
10688	MIR6077	0	19402
10689	MIR6081	2.93e-05	16711
10690	MIR616	7.68e-05	15413
10691	MIR617	5.78e-05	15891
10692	MIR618	0	19403
10693	MIR621	4.21e-05	16296
10694	MIR623	0	19404
10695	MIR635	7.01e-05	15580
