	DIS
LRIF1	0.003199601
LRIG1	0.001479461
LRIG2	0.000144759
LRIG3	0.000787764
LRIT2	0.000114536
LRIT3	2.02E-05
LRMP	1.07E-05
LRP1	0.001438094
LRP1-AS	0
LRP10	0.000239165
LRP11	0.001102445
LRP12	0.000660781
LRP1B	0.001454135
LRP2	0.005101375
LRP2BP	5.59E-05
LRP3	0.001329628
LRP4	0.001875804
LRP4-AS1	0.00011834
LRP5	0.001990522
LRP5L	0.00010813
LRP6	0.002024714
LRP8	0.001472919
LRPAP1	0.000798043
LRPPRC	0.000667556
LRR1	0.000149765
LRRC1	0.000645095
LRRC10	0.001043141
LRRC10B	0.00659858
LRRC14	0.000259197
LRRC14B	0.001148445
LRRC15	0.000582934
LRRC17	0.000214347
LRRC18	0
LRRC19	1.24E-06
LRRC2	0.000226796
LRRC2-AS1	0
LRRC20	0.005143718
LRRC23	0.000553407
LRRC25	8.84E-05
LRRC27	0.000313989
LRRC28	0.000319009
LRRC29	0.000140283
LRRC3	0.003285121
LRRC3-AS1	0.000930523
LRRC31	0
LRRC32	0.011945179
LRRC34	0.000206495
LRRC36	0.000746183
LRRC37A	2.47E-08
LRRC37A11P	0.000143941
LRRC37A2	2.32E-06
LRRC37A3	3.58E-05
LRRC37A4P	1.29E-05
LRRC37A5P	0.000321417
LRRC37A6P	1.98E-05
LRRC37B	0.000176338
LRRC38	0
LRRC39	0.000330486
LRRC3B	0.00103579
LRRC3C	4.42E-05
LRRC4	0.000585782
LRRC40	0.000187081
LRRC41	0.00029113
LRRC42	0.000271363
LRRC43	0.001572846
LRRC45	0.000810509
LRRC46	4.06E-05
LRRC47	0.000400376
LRRC49	0.005313933
LRRC4B	0.145368367
LRRC4C	0.003420413
LRRC55	0.000872634
LRRC56	0.002468443
LRRC57	6.84E-05
LRRC58	0.000260412
LRRC59	0.000301434
LRRC6	0.000589474
LRRC61	1.20E-05
LRRC63	0.000198449
LRRC66	7.16E-05
LRRC69	8.91E-05
LRRC7	0.000116388
LRRC70	0
LRRC71	0.019428609
LRRC73	0.00023562
LRRC74A	0
LRRC74B	5.73E-05
LRRC75A	0.00324917
LRRC75A-AS1	0.000972916
LRRC75B	0.000310855
LRRC8A	0.000195316
LRRC8B	0.00020215
LRRC8C	0.00026855
LRRC8D	0.000868959
LRRC8E	0.00017432
LRRC9	0.000176177
LRRCC1	0.000337546
LRRD1	4.17E-06
LRRFIP1	0.001694748
LRRFIP2	0.000288174
LRRIQ1	0.000346405
LRRIQ3	3.99E-05
LRRIQ4	2.71E-05
LRRK1	0.003098142
LRRK2	0.00090845
LRRN1	0.00181454
LRRN2	0.021253927
LRRN3	0.000384798
LRRN4	0.002655951
LRRN4CL	0.000183438
LRRTM1	0.013661403
LRRTM2	2.02E-05
LRRTM3	0.000877078
LRRTM4	0.00180259
LRSAM1	0.000209967
LRTM1	0
LRTM2	0.001083886
LRTOMT	7.39E-05
LRWD1	0.000165426
LSAMP	0.004260033
LSAMP-AS1	2.32E-05
LSG1	0.000784738
LSM1	0.000198982
LSM10	0.000114245
LSM11	0.000202553
LSM12	0.000166323
LSM14A	0.000427029
LSM14B	0.001939899
LSM2	0.000160989
LSM3	0.000133328
LSM4	0.000327307
LSM5	0.000172127
LSM6	0.000158841
LSM7	0.000709492
LSM8	0.000405267
LSMEM1	4.71E-06
LSMEM2	0.000318521
LSP1	0.000224053
LSR	0.003472195
LSS	0.000463708
LST1	0
LTA	6.13E-05
LTA4H	0.000573996
LTB	0.000303085
LTB4R	0.000314291
LTB4R2	1.13E-05
LTBP1	0.006405362
LTBP2	0.003282961
LTBP3	0.005642447
LTBP4	0.039435617
LTBR	0.000272271
LTC4S	0
LTF	0.000661293
LTK	0.002600226
LTN1	0.000230355
LTV1	0.000114043
LUC7L	0.000276514
LUC7L2	0.000415615
LUC7L3	0.000322924
LUCAT1	1.32E-05
LUM	0.000393971
LURAP1	6.35E-05
LURAP1L	6.17E-05
LUZP1	0.000354625
LUZP2	2.11E-05
LVCAT1	0
LVRN	0.003656403
LXN	8.38E-05
LY6E	0.001240917
LY6G5B	9.86E-06
LY6G5C	6.16E-05
LY6G6C	2.48E-05
LY6H	0.007615962
LY6K	0
LY75	1.00E-04
LY86-AS1	0
LY9	2.81E-05
LYAR	0.000102399
LYG1	6.12E-05
LYG2	7.14E-05
LYL1	0.000174742
LYN	0.002487638
LYNX1	0.006013193
LYPD1	0.000700053
LYPD2	0
LYPD3	0.000617628
LYPD4	0
LYPD5	0
LYPD6	0.003745233
LYPD6B	0.011612324
LYPD8	0
LYPLA1	0.000437741
LYPLA2	0.000126609
LYPLA2P2	5.10E-05
LYPLAL1	0.000193124
LYPLAL1-AS1	0
LYRM1	0.000266029
LYRM2	6.35E-05
LYRM4	0.008682925
LYRM7	0.000114821
LYRM9	0.000428713
LYSMD1	6.21E-05
LYSMD2	0.000127124
LYSMD3	0.002785577
LYSMD4	0.000204193
LYST	0.000302889
LYVE1	7.05E-06
LYZ	0
LYZL2	0.000115347
LYZL4	0.002780904
LYZL6	0
LZIC	0.000197221
LZTFL1	0.016877271
LZTR1	0.000296437
LZTS1	0.001178505
LZTS1-AS1	0.001114715
LZTS2	0.000300945
M1AP	0.003708322
M6PR	0.000247965
MAATS1	0.000676396
MAB21L1	0.000444834
MAB21L2	0.000873058
MAB21L3	0.000560591
MACC1	8.15E-05
MACC1-AS1	0
MACF1	0.003918805
MACROD1	0.234875972
MACROD2	0.005104271
MACROD2-AS1	3.31E-05
MACROD2-IT1	0.0002339
MAD1L1	0.003393528
MAD2L1	0.000119361
MAD2L1BP	0.000175606
MAD2L2	0.021525072
MADCAM1	0.000496491
MADD	0.000314131
MAEA	0.000362508
MAEL	0.002030012
MAF	0.003784242
MAF1	0.000266723
MAFA	0.074699883
MAFB	0.165739946
MAFF	7.34E-05
MAFG	0.00103534
MAFK	0.001014436
MAFTRR	0.000152748
MAG	0.001842828
MAGEA11	0
MAGEA4	0
MAGEA8	9.90E-06
MAGEB1	0
MAGEB17	0
MAGEB2	0
MAGEB3	0
MAGEC1	0
MAGED1	0.010436158
MAGED2	0.001609898
MAGED4	0
MAGED4B	0
MAGEE1	0.000288965
MAGEF1	0.000339053
MAGEH1	0.000363616
MAGEL2	0.000245101
MAGI1	0.002728247
MAGI1-AS1	0.000118864
MAGI2	0.006058212
MAGI2-AS3	0.004568461
MAGI3	0.001555634
MAGIX	0.000261741
MAGOH	0.00021134
MAGOH2P	1.20E-05
MAGOHB	0.000120891
MAGT1	0.000413764
MAJIN	0
MAK	0.000373496
MAK16	0.000122349
MAL2	0.002198495
MALAT1	0.000460529
MALL	0
MALRD1	1.20E-05
MALSU1	0.000382043
MALT1	0.000392535
MAMDC2	0.000443635
MAMDC2-AS1	2.98E-05
MAMDC4	0.000182396
MAML1	0.000158471
MAML2	0.000728418
MAML3	0.012924936
MAMLD1	0.002065232
MAMSTR	5.85E-05
MAN1A1	0.000868065
MAN1A2	0.000451144
MAN1B1	0.001745426
MAN1B1-AS1	0.000243775
MAN1C1	0.02078183
MAN2A1	0.000411046
MAN2A2	0.000270715
MAN2B1	0.000250991
MAN2B2	0.000342097
MAN2C1	0.000175882
MANBA	0.000626573
MANBAL	0.000524434
MANEA	8.70E-05
MANEA-AS1	5.28E-05
MANEAL	0.005371069
MANF	0.000146385
MANSC1	0.00017773
MAOA	0.004321613
MAOB	0.001772329
MAP10	0.000249489
MAP1A	0.003073059
MAP1B	0.056583676
MAP1LC3A	0.00077971
MAP1LC3B	0.00030918
MAP1LC3B2	0.000178452
MAP1LC3C	0.000119253
MAP1S	0.00024366
MAP2	0.000701394
MAP2K1	0.00037195
MAP2K2	0.000474521
MAP2K3	0.001566709
MAP2K4	0.00080816
MAP2K4P1	0
MAP2K5	0.001246707
MAP2K6	0.001286198
MAP2K7	0.000293419
MAP3K1	0.000658103
MAP3K10	0.001145535
MAP3K11	0.0002559
MAP3K12	0.000126292
MAP3K13	0.002877083
MAP3K14	0.000244948
MAP3K14-AS1	0.000152341
MAP3K15	0.001155755
MAP3K19	2.45E-05
MAP3K2	0.000165291
MAP3K3	0.000810279
MAP3K4	0.00112589
MAP3K5	0.000264601
MAP3K6	0.001041984
MAP3K7	0.015606349
MAP3K7CL	6.70E-05
MAP3K8	0.001100234
MAP3K9	0.0007839
MAP4	0.000498382
MAP4K1	9.89E-05
MAP4K2	0.000109009
MAP4K3	0.000397198
MAP4K4	0.000524351
MAP4K5	0.000284944
MAP6	0.01823363
MAP6D1	0.00017031
MAP7	0.000651156
MAP7D1	0.000373052
MAP7D2	0.002368589
MAP7D3	0.002367137
MAP9	0.000427287
MAPK1	0.000351905
MAPK10	0.000499671
MAPK11	0.000683858
MAPK12	0.00152151
MAPK13	0.000360161
MAPK14	0.000526036
MAPK15	0.001763694
MAPK1IP1L	0.000191694
MAPK3	0.000308185
MAPK4	0.039409385
MAPK6	0.000339783
MAPK7	8.24E-05
MAPK8	0.001457816
MAPK8IP1	0.008365746
MAPK8IP2	0.01030253
MAPK8IP3	0.000435629
MAPK9	0.00091976
MAPKAP1	0.001304991
MAPKAPK2	0.001628606
MAPKAPK3	0.001860925
MAPKAPK5	0.000196041
MAPKAPK5-AS1	0.000165168
MAPKBP1	0.000343554
MAPRE1	0.000404018
MAPRE2	0.003056295
MAPRE3	0.018727064
MAPT	0.010453652
MAPT-AS1	0
MAPT-IT1	0
Mar-01	0.000423304
Mar-02	0.003966579
Mar-01	0.000358438
Mar-10	0.001327051
Mar-11	0.002623422
Mar-02	0.000275828
Mar-03	0.000919994
Mar-04	0.00225263
Mar-05	0.000267425
Mar-06	0.001034911
Mar-07	0.000369031
Mar-08	0.000694608
Mar-09	0.00249317
MARCKS	0.016316117
MARCKSL1	0.000840986
MARCO	0
MARK1	0.012041763
MARK2	0.000214364
MARK2P9	0
MARK3	0.00081443
MARK4	0.001801308
MARS	0.000274634
MARS2	0.000184321
MARVELD1	0.001248211
MARVELD2	0.000427119
MARVELD3	0.00025675
MAS1	0
MASP1	0.02429912
MASP2	0.000334298
MAST1	0.033735674
MAST2	0.000643243
MAST3	0.000722139
MAST4	0.039838523
MAST4-AS1	0.000147342
MASTL	0.000189606
MAT1A	0.001841332
MAT2A	0.000250798
MAT2B	0.000141142
MATK	0.003069091
MATN1	0.000452093
MATN1-AS1	0.000547121
MATN2	0.004617671
MATN3	0.001761708
MATN4	0
MATR3	0.000127535
MAU2	0.000222901
MAVS	0.000496203
MAX	0.000464313
MAZ	9.93E-05
MB	0.005415236
MB21D1	0
MB21D2	0.001272065
MBD1	0.000204601
MBD2	0.000144134
MBD3	0.000211377
MBD4	0.000151448
MBD5	0.000284099
MBD6	6.36E-05
MBIP	0.005130224
MBL1P	9.28E-05
MBL2	7.46E-06
MBLAC1	6.55E-05
MBLAC2	0.000115557
MBNL1	0.000850112
MBNL1-AS1	4.12E-05
MBNL2	0.022256801
MBNL3	0.006953629
MBOAT1	0.001224801
MBOAT2	0.000970382
MBOAT4	3.77E-05
MBOAT7	0.000332549
MBP	0.000510079
MBTD1	0.000262968
MBTPS1	0.000355937
MBTPS2	0.000328575
MC1R	5.91E-05
MC2R	0
MC4R	6.68E-05
MC5R	0.00075384
MCAM	0.001878748
MCAT	0.000258284
MCC	0.068064108
MCCC1	0.000311004
MCCC2	0.000349577
MCCD1	1.61E-05
MCEE	0.000224098
MCEMP1	0
MCF2	0.000139269
MCF2L	0.058011656
MCF2L-AS1	0.016609728
MCF2L2	0.012044172
MCFD2	0.000494216
MCHR1	0.000236476
MCHR2	0.000155255
MCIDAS	0
MCL1	0.00025085
MCM10	0.000297751
MCM2	0.00044638
MCM3	0.000294679
MCM3AP	0.000244609
MCM3AP-AS1	7.74E-05
MCM4	0.000264935
MCM5	0.000256359
MCM6	0.000274444
MCM7	0.000219879
MCM8	0.000387112
MCM8-AS1	1.77E-05
MCM9	0.000151607
MCMBP	0.000299408
MCMDC2	4.05E-05
MCOLN1	6.40E-05
MCOLN2	0.000392827
MCOLN3	0.007827617
MCPH1	0.000394792
MCPH1-AS1	0.000247357
MCRIP1	0.000470753
MCRIP2	0.000519385
MCRS1	0.000283858
MCTP1	0.007645342
MCTP2	0.001736484
MCTS1	0.000275877
MCU	0.000348079
MCUR1	0.00051772
MDC1	6.47E-05
MDFI	0.139073293
MDFIC	0.00037513
MDGA1	0.021881605
MDGA2	0.001392657
MDH1	0.000441995
MDH1B	0.000725555
MDH2	0.000412428
MDK	0.000990078
MDM1	0.000382009
MDM2	0.00016509
MDM4	0.000245315
MDN1	0.000262052
MDS2	7.63E-05
ME1	0.000310684
ME2	0.00025339
ME3	0.000424995
MEA1	0.000222165
MEAF6	0.00028207
MECOM	0.162041113
MECP2	0.010726532
MECR	0.000282767
MED1	0.000653921
MED10	0.000385922
MED11	0.000323338
MED12	0.002625979
MED12L	0.010001667
MED13	0.000316417
MED13L	0.000420547
MED14	0.010723953
MED14OS	0
MED15	0.000288736
MED16	0.000287881
MED17	0.000171424
MED18	0.000207678
MED19	0.000149121
MED20	0.000148246
MED21	0.000291981
MED22	0.000178453
MED23	0.000308867
MED24	0.000610385
MED25	0.000148056
MED26	6.06E-05
MED27	0.008161444
MED28	0.000158591
MED29	0.000140816
MED30	0.001214003
MED31	0.000420511
MED4	0.000316449
MED4-AS1	2.57E-05
MED6	0.000712633
MED7	0.00011215
MED8	0.000130403
MED9	0.001861625
MEDAG	0.000445905
MEF2A	0.00088982
MEF2B	2.09E-05
MEF2C	0.006043524
MEF2C-AS1	0.001596475
MEF2D	0.000237749
MEFV	0
MEG3	0
MEG8	0
MEG9	0
MEGF10	0.021251084
MEGF11	0.057933115
MEGF6	0.052205662
MEGF8	0.001824489
MEGF9	0.005824121
MEI1	0.000243309
MEI4	2.89E-05
MEIG1	0.000133734
MEIOB	0.002372669
MEIOC	0.000449194
MEIS1	0.260430081
MEIS2	0.412327475
MEIS3	0.194120798
MEIS3P1	0.000639665
MELK	0.000483957
MELTF	0.001592823
MEMO1	0.000109363
MEN1	0.000180759
MEOX1	0
MEOX2	0.000441134
MEP1A	0
MEP1B	5.27E-05
MEPCE	0.000244325
MEPE	4.38E-05
MERTK	0.004913229
MESDC1	0.00028586
MESDC2	0.000301064
MESP1	0.00974109
MESP2	0.000136087
MEST	0.005898939
MESTIT1	0.000143548
MET	0.001839152
METAP1	0.000326552
METAP1D	0.21945058
METAP2	0.000467643
METRN	0.00239488
METRNL	0.007619713
METTL1	0.00032051
METTL10	0.000154466
METTL11B	0.000239091
METTL12	8.65E-05
METTL13	0.000165204
METTL14	0.000102696
METTL15	0.00020973
METTL16	0.000235499
METTL17	0.000605119
METTL18	5.08E-05
METTL21A	0.000233079
METTL21B	0.000110528
METTL21C	0
METTL21EP	1.02E-05
METTL22	0.001334305
METTL23	0.00016904
METTL24	0.005811812
METTL25	0.000242421
METTL2A	0.000164281
METTL2B	0.000131201
METTL3	0.000518065
METTL4	0.000150679
METTL5	0.000268395
METTL6	0.000100758
METTL7A	6.72E-05
METTL7B	0.00014571
METTL8	0.000147659
METTL9	0.000633418
MEX3A	0.000817283
MEX3B	0.001747324
MEX3C	0.000280004
MEX3D	0.000872352
MFAP1	0.000269447
MFAP2	0.002966252
MFAP3	0.000205573
MFAP3L	0.000478652
MFAP4	0.00022888
MFAP5	6.76E-05
MFF	0.000375381
MFGE8	0.001515696
MFHAS1	0.000522474
MFN1	0.000188571
MFN2	0.00035579
MFNG	0.009601902
MFRP	9.55E-05
MFSD1	0.000392844
MFSD10	0.000153209
MFSD11	0.000314082
MFSD12	0.000240983
MFSD13A	0.000110112
MFSD13B	2.38E-05
MFSD14A	0.000245982
MFSD14B	0.00026781
MFSD14C	0.000147675
MFSD2A	0.00013976
MFSD2B	0.000125524
MFSD3	0.000177283
MFSD4A	0.027472286
MFSD4B	0.000212714
MFSD5	0.000107397
MFSD6	0.000110304
MFSD6L	0.000609578
MFSD7	0.00073895
MFSD8	0.000156126
MFSD9	0.000245359
MGA	0.000599261
MGAM	4.35E-05
MGAM2	1.76E-05
MGARP	0.000586541
MGAT1	0.00018313
MGAT2	4.40E-05
MGAT3	0.007737679
MGAT3-AS1	0.000188735
MGAT4A	0.000649254
MGAT4B	0.000334354
MGAT4C	3.66E-05
MGAT4D	0
MGAT4EP	0
MGAT5	0.001795151
MGAT5B	0
MGC15885	0
MGC16275	4.43E-05
MGC27382	0
MGC32805	2.02E-05
MGC45922	0.001499474
MGEA5	0.000800541
MGLL	0.00075114
MGME1	0.000294261
MGMT	0.002564038
MGP	0
MGRN1	0.000240565
MGST1	0.00059571
MGST2	0.002155522
MGST3	0.000888747
MIA	0
MIA2	0
MIA3	0.000882349
MIAT	0.002793756
MIATNB	0.001097406
MIB1	0.000497829
MIB2	0.000636023
MICA	0.001357573
MICAL1	0.000289813
MICAL2	0.007767925
MICAL3	0.005079775
MICALCL	4.75E-05
MICALL1	0.000225287
MICALL2	0.003744944
MICB	0.002504444
MICU1	0.000531871
MICU2	0.00120615
MICU3	0.000182867
MID1	0.011756938
MID1IP1	0.001111281
MID1IP1-AS1	0.000496474
MID2	0.029611171
MIDN	0.000205355
MIEF1	0.008064063
MIEF2	0.000156243
MIEN1	0.000145848
MIER1	0.000184516
MIER2	0.000264405
MIER3	0.004165612
MIF	2.00E-05
MIF-AS1	5.82E-05
MIF4GD	0.000191676
MIIP	0.000188313
MILR1	0
MIMT1	0
MINA	0.000238034
MINCR	0.000301711
MINK1	0.000342771
MINOS1	5.94E-05
MINPP1	0.000452014
MIOS	0.000204065
MIOX	0
MIP	4.41E-05
MIPEP	0.000408967
MIPEPP3	0.001165633
MIPOL1	0.000160974
MIR1-1HG	0.224623842
MIR100HG	0.021156615
MIR101-1	1.02E-05
MIR103A1	0
MIR106B	0
MIR10A	0.019345707
MIR1183	0
MIR1199	0.000356834
MIR1206	0
MIR1207	0
MIR122	6.04E-05
MIR124-2HG	0
MIR124-3	0
MIR1243	4.96E-05
MIR1244-2	0
MIR1244-3	0.000156493
MIR1249	0
MIR1254-1	2.42E-05
MIR125B1	0.000784696
MIR126	0.000156118
MIR1261	0
MIR1276	0
MIR1289-1	2.49E-05
MIR1296	0
MIR1302-10	2.06E-07
MIR1302-8	0
MIR1302-9	6.68E-08
MIR1305	0
MIR130A	0.001072623
MIR130B	0.000208773
MIR133A1HG	0.000100402
MIR1343	0
MIR135A1	0.000357596
MIR135B	0
MIR137HG	0
MIR138-1	0
MIR141	0
MIR142	0
MIR145	0.000197146
MIR149	0.000975225
MIR150	0
MIR1539	3.05E-06
MIR155HG	1.35E-05
MIR15B	0
MIR17HG	0.000540233
MIR181A1HG	0.000144855
MIR181A2	4.62E-05
MIR181A2HG	0.000593403
MIR181B2	8.60E-05
MIR186	0
MIR187	0
MIR191	5.37E-05
MIR1915	0.050138889
MIR193A	0.000693204
MIR193BHG	0.000159959
MIR194-2HG	3.47E-06
MIR1972-1	0
MIR1972-2	4.43E-06
MIR19B2	0.000216873
MIR200B	0
MIR200C	0
MIR2052HG	0.000129558
MIR205HG	0.006219215
MIR208A	0.003414202
MIR210	0
MIR210HG	0.000827632
MIR218-1	2.17E-05
MIR219A1	0.002274833
MIR219A2	5.53E-05
MIR221	0
MIR2278	2.65E-05
MIR22HG	0.000181213
MIR2355	0
MIR23A	3.02E-05
MIR23B	0.000168249
MIR24-2	2.42E-05
MIR25	4.77E-05
MIR26A2	0
MIR26B	3.23E-05
MIR27B	0.000294848
MIR296	0
MIR298	0.003577237
MIR29A	1.60E-05
MIR301A	8.96E-06
MIR301B	0.000122527
MIR302A	1.11E-05
MIR302B	2.37E-06
MIR302C	0
MIR302D	0
MIR30A	0
MIR30C1	0
MIR30C2	0
MIR30E	3.67E-05
MIR3122	0
MIR3125	4.35E-05
MIR3131	0
MIR3138	4.24E-05
MIR3139	2.92E-05
MIR3140	0
MIR3142HG	0
MIR3143	0
MIR3146	2.18E-05
MIR3150B	2.98E-05
MIR3153	7.16E-05
MIR3174	0
MIR3178	0
MIR3180-1	0
MIR3180-4	0
MIR3181	0
MIR3189	0
MIR3192	1.98E-05
MIR3193	0.001002828
MIR31HG	0.017969013
MIR32	1.55E-05
MIR320A	5.02E-05
MIR325HG	0.000113782
MIR331	0
MIR339	0
MIR33B	2.26E-05
MIR345	0
MIR34A	5.72E-05
MIR34B	0
MIR3609	0.00013694
MIR3622A	0
MIR3648-1	0.000405522
MIR3648-2	0.000258259
MIR3663HG	0
MIR367	0
MIR3671	2.46E-05
MIR3677	5.93E-05
MIR3679	0
MIR3680-1	0
MIR3681HG	0.000380402
MIR3682	0
MIR3684	0
MIR3685	4.08E-05
MIR3687-1	0.000378256
MIR3687-2	0.001115363
MIR371B	0
MIR374A	8.62E-05
MIR375	0.04559904
MIR378D2	5.30E-05
MIR378J	1.35E-05
MIR3907	0
MIR3936	3.79E-05
MIR3939	2.49E-05
MIR3942	7.60E-06
MIR3975	0
MIR421	0
MIR425	6.70E-05
MIR4258	2.92E-05
MIR4288	0
MIR429	0
MIR4290HG	0
MIR4292	3.46E-05
MIR4296	0
MIR4300HG	0
MIR4305	8.33E-06
MIR4312	0
MIR4313	6.14E-06
MIR4322	0
MIR4323	0
MIR4326	1.52E-05
MIR4419A	0
MIR4432HG	0
MIR4434	0
MIR4435-2HG	9.00E-05
MIR4449	0.000285166
MIR4451	3.04E-05
MIR4453	5.18E-05
MIR4458HG	0
MIR4459	6.35E-05
MIR4466	0
MIR4470	0
MIR4477B	0
MIR4479	0
MIR4482	6.33E-05
MIR4484	0
MIR4496	9.17E-05
MIR4500HG	0
MIR4505	0
MIR4512	4.53E-05
MIR4514	0
MIR4521	0.000206673
MIR4522	0
MIR4648	0
MIR4664	0.001411327
MIR4678	0.000339802
MIR4697HG	0.0001992
MIR4710	0
MIR4714	3.03E-05
MIR4727	0
MIR4732	0
MIR4735	0
MIR4737	4.41E-05
MIR4740	0
MIR4754	3.91E-05
MIR4767	2.40E-05
MIR4774	0
MIR4787	0.000363659
MIR4794	5.76E-05
MIR483	0
MIR489	0
MIR491	0
MIR497HG	2.80E-05
MIR503	0
MIR503HG	0.004804464
MIR504	0
MIR5087	0.000254554
MIR5091	5.29E-05
MIR5188	3.22E-05
MIR5191	2.83E-05
MIR5192	0
MIR519A2	0
MIR544B	0
MIR545	3.61E-05
MIR548AL	0
MIR548I2	0
MIR548U	0
MIR548XHG	0
MIR550A3	1.78E-05
MIR553	0
MIR5579	0
MIR5581	2.91E-05
MIR5587	0
MIR559	0
MIR561	0
MIR566	0
MIR5692B	0
MIR5692C2	3.08E-05
MIR570	9.25E-06
MIR571	0
MIR573	0
MIR574	6.87E-05
MIR589	0
MIR590	5.69E-05
MIR593	0
MIR600HG	0.000122744
MIR604	2.29E-05
MIR6068	0
MIR6075	3.19E-05
MIR6077	0
MIR6081	2.93E-05
MIR616	7.68E-05
MIR617	5.78E-05
MIR618	0
MIR621	4.21E-05
MIR623	0
MIR635	7.01E-05
MIR641	5.67E-05
MIR646HG	0
MIR653	0
MIR659	0
MIR661	0
MIR663AHG	0
MIR670HG	0.174092975
MIR6728	0
MIR6739	0
MIR6746	0.000106674
MIR6768	2.66E-05
MIR6775	7.94E-05
MIR6797	2.41E-05
MIR6801	1.56E-05
MIR6820	1.21E-06
MIR6835	3.92E-05
MIR6859-1	1.86E-05
MIR6864	0
MIR7-3HG	0
MIR708	0
MIR7111	0.000109505
MIR744	1.65E-05
MIR7515HG	0
MIR760	3.88E-05
MIR762HG	7.72E-05
MIR7845	0.000237922
MIR7851	0
MIR8055	2.30E-05
MIR8058	0
MIR8075	2.17E-05
MIR8082	8.48E-05
MIR9-3HG	0.029806686
MIR921	0
MIR924	0
MIR92B	6.07E-06
MIR93	2.64E-05
MIR933	6.16E-05
MIR940	3.44E-05
MIR942	0
MIR98	3.35E-05
MIR99AHG	0.000633099
MIRLET7BHG	0.000122714
MIRLET7D	3.00E-05
MIRLET7DHG	0
MIRLET7F1	4.49E-05
MIRLET7G	0
MIRLET7I	3.97E-05
MIS12	0.000114625
MIS18A	0.00012123
MIS18BP1	0.000270043
MISP	3.36E-05
MITD1	0.000109172
MITF	0.008226582
MIXL1	0.001046383
MKI67	0.003616761
MKKS	0.000133814
MKL1	0.000383871
MKL2	0.000410929
MKLN1	0.007461985
MKLN1-AS	9.03E-05
MKNK1	0.00020188
MKNK1-AS1	0.017220896
MKNK2	0.000348178
MKRN1	0.000471832
MKRN2	0.001158224
MKRN2OS	6.14E-05
MKRN3	0
MKRN9P	0
MKS1	0.000792062
MKX	0.005646692
MLANA	4.12E-05
MLC1	0.006101822
MLEC	0.000253593
MLF1	0.001911811
MLF2	0.000251599
MLH1	0.000318604
MLH3	0.00017496
MLIP	0.000962751
MLKL	9.17E-06
MLLT1	0.000474105
MLLT10	0.004069333
MLLT11	0.000142397
MLLT3	0.002585832
MLLT6	0.005195942
MLN	0
MLNR	0.001334275
MLPH	0.001745
MLST8	0.000442258
MLX	0.000106293
MLXIP	0.000136383
MLXIPL	0.002991896
MLYCD	0.000310476
MMAA	8.06E-05
MMAB	0.001154393
MMACHC	0.000100656
MMADHC	0.000388071
MMD	0.00263664
MME	0.000629402
MMEL1	0.006719521
MMGT1	0.000340584
MMP1	1.73E-05
MMP10	2.50E-05
MMP11	0.000844902
MMP12	0
MMP13	0
MMP14	0.002097404
MMP15	0.001917248
MMP16	0.000391201
MMP17	0.001815647
MMP19	8.06E-06
MMP2	0.015248346
MMP20	0
MMP21	1.86E-05
MMP23A	0
MMP23B	0.000343112
MMP24	0.00115828
MMP24-AS1	5.64E-05
MMP25	0.005120679
MMP25-AS1	0.000298202
MMP28	0.006307894
MMP3	1.91E-05
MMP8	0
MMP9	0.016612882
MMRN1	9.29E-05
MMRN2	0.000356966
MMS19	0.000609833
MMS22L	0.000155016
MN1	0.035564847
MNAT1	0.00122607
MND1	0.000479466
MNS1	9.18E-05
MNT	4.54E-05
MNX1	0.144042889
MOAP1	0.000180107
MOB1A	0.000272087
MOB1B	0.000252658
MOB2	0.000231164
MOB3A	0.000137191
MOB3B	0.000483604
MOB3C	0.000287079
MOB4	0.000194519
MOBP	0.000130085
MOCOS	0.001108283
MOCS1	0.000830988
MOCS2	0.00020347
MOCS3	7.22E-05
MOG	0.001880542
MOGAT1	0
MOGAT2	0.000392679
MOGAT3	0.000370157
MOGS	0.00012071
MOK	0.000497291
MON1A	0.000272239
MON1B	0.000201778
MON2	0.000219627
MORC1	3.65E-05
MORC2	0.000201738
MORC2-AS1	1.56E-05
MORC3	0.000253274
MORC4	0.003183777
MORF4L1	0.000330122
MORF4L2	0.010203047
MORF4L2-AS1	0.000761256
MORN1	0.011124961
MORN2	0.000127152
MORN3	8.62E-05
MORN4	0.000232819
MORN5	0.007269511
MOSPD1	0.002261571
MOSPD2	0.000761586
MOSPD3	0.000167677
MOV10	0.000725111
MOV10L1	0.000416477
MOXD1	0.002085107
MOXD2P	0
MPC1	0.000331589
MPC2	0.000204155
MPDU1	0.000105633
MPDZ	0.000829122
MPEG1	0
MPG	0.000339945
MPHOSPH10	0.000146482
MPHOSPH6	0.004216987
MPHOSPH8	0.000184356
MPHOSPH9	0.000281652
MPI	0.00018416
MPL	6.65E-05
MPLKIP	0.000241739
MPND	0.00010705
MPO	0.000320262
MPP1	0.001721988
MPP2	0.046087874
MPP3	0.000413629
MPP4	2.15E-05
MPP5	0.000453263
MPP6	0.001817654
MPP7	0.001631139
MPPE1	0.000131664
MPPED1	0.007962036
MPPED2	0.012781227
MPRIP	0.000417064
MPST	0.000545952
MPV17	0.00043197
MPV17L	4.32E-05
MPV17L2	0.000183042
MPZ	0.000104967
MPZL1	0.000808315
MPZL2	0.010457594
MPZL3	0.001648001
MR1	1.19E-05
MRAP	8.34E-06
MRAP2	0.003726069
MRAS	0.005047443
